Time (s)   V_cap (kV)               E_cap                    I_load (kA)              E_load                   P_load (MW)              
 1.26725E-06   2.22126E-01   9.86797E-04   1.01513E-01   7.99995E+02   1.92805E-02
 1.26875E-06   2.18314E-01   9.53221E-04   1.01771E-01   7.99995E+02   1.93784E-02
 1.27025E-06   2.14493E-01   9.20149E-04   1.01991E-01   7.99995E+02   1.94626E-02
 1.27175E-06   2.10665E-01   8.87596E-04   1.02176E-01   7.99995E+02   1.95333E-02
 1.27325E-06   2.06831E-01   8.55579E-04   1.02326E-01   7.99995E+02   1.95904E-02
 1.27475E-06   2.02991E-01   8.24109E-04   1.02440E-01   7.99995E+02   1.96343E-02
 1.27625E-06   1.99148E-01   7.93199E-04   1.02520E-01   7.99995E+02   1.96649E-02
 1.27775E-06   1.95303E-01   7.62863E-04   1.02566E-01   7.99995E+02   1.96825E-02
 1.27925E-06   1.91456E-01   7.33109E-04   1.02578E-01   7.99995E+02   1.96873E-02
 1.28075E-06   1.87610E-01   7.03948E-04   1.02558E-01   7.99995E+02   1.96795E-02
 1.28225E-06   1.83765E-01   6.75389E-04   1.02505E-01   7.99995E+02   1.96592E-02
 1.28375E-06   1.79922E-01   6.47440E-04   1.02421E-01   7.99995E+02   1.96268E-02
 1.28525E-06   1.76084E-01   6.20108E-04   1.02305E-01   7.99995E+02   1.95824E-02
 1.28675E-06   1.72250E-01   5.93400E-04   1.02158E-01   7.99995E+02   1.95263E-02
 1.28825E-06   1.68422E-01   5.67320E-04   1.01981E-01   7.99995E+02   1.94587E-02
 1.28975E-06   1.64602E-01   5.41873E-04   1.01775E-01   7.99995E+02   1.93799E-02
 1.29125E-06   1.60789E-01   5.17064E-04   1.01539E-01   7.99995E+02   1.92902E-02
 1.29275E-06   1.56987E-01   4.92895E-04   1.01274E-01   7.99995E+02   1.91899E-02
 1.29425E-06   1.53194E-01   4.69369E-04   1.00982E-01   7.99995E+02   1.90792E-02
 1.29575E-06   1.49413E-01   4.46486E-04   1.00662E-01   7.99995E+02   1.89585E-02
 1.29725E-06   1.45645E-01   4.24248E-04   1.00315E-01   7.99995E+02   1.88280E-02
 1.29875E-06   1.41890E-01   4.02655E-04   9.99412E-02   7.99995E+02   1.86880E-02
 1.30025E-06   1.38150E-01   3.81706E-04   9.95418E-02   7.99995E+02   1.85389E-02
 1.30175E-06   1.34425E-01   3.61400E-04   9.91169E-02   7.99995E+02   1.83810E-02
 1.30325E-06   1.30716E-01   3.41734E-04   9.86672E-02   7.99995E+02   1.82146E-02
 1.30475E-06   1.27025E-01   3.22707E-04   9.81933E-02   7.99995E+02   1.80400E-02
 1.30625E-06   1.23352E-01   3.04314E-04   9.76956E-02   7.99995E+02   1.78576E-02
 1.30775E-06   1.19698E-01   2.86552E-04   9.71746E-02   7.99995E+02   1.76677E-02
 1.30925E-06   1.16064E-01   2.69418E-04   9.66309E-02   7.99995E+02   1.74705E-02
 1.31075E-06   1.12451E-01   2.52904E-04   9.60651E-02   7.99995E+02   1.72665E-02
 1.31225E-06   1.08859E-01   2.37008E-04   9.54776E-02   7.99995E+02   1.70560E-02
 1.31375E-06   1.05290E-01   2.21721E-04   9.48691E-02   7.99995E+02   1.68393E-02
 1.31525E-06   1.01745E-01   2.07039E-04   9.42400E-02   7.99995E+02   1.66167E-02
 1.31675E-06   9.82227E-02   1.92954E-04   9.35908E-02   7.99995E+02   1.63885E-02
 1.31825E-06   9.47255E-02   1.79458E-04   9.29221E-02   7.99995E+02   1.61552E-02
 1.31975E-06   9.12538E-02   1.66545E-04   9.22344E-02   7.99995E+02   1.59170E-02
 1.32125E-06   8.78082E-02   1.54205E-04   9.15283E-02   7.99995E+02   1.56742E-02
 1.32275E-06   8.43894E-02   1.42431E-04   9.08042E-02   7.99995E+02   1.54272E-02
 1.32425E-06   8.09981E-02   1.31214E-04   9.00627E-02   7.99995E+02   1.51762E-02
 1.32575E-06   7.76349E-02   1.20544E-04   8.93042E-02   7.99995E+02   1.49217E-02
 1.32725E-06   7.43005E-02   1.10411E-04   8.85294E-02   7.99995E+02   1.46639E-02
 1.32875E-06   7.09954E-02   1.00807E-04   8.77386E-02   7.99995E+02   1.44031E-02
 1.33025E-06   6.77203E-02   9.17207E-05   8.69325E-02   7.99995E+02   1.41396E-02
 1.33175E-06   6.44757E-02   8.31422E-05   8.61115E-02   7.99995E+02   1.38738E-02
 1.33325E-06   6.12621E-02   7.50609E-05   8.52760E-02   7.99995E+02   1.36059E-02
 1.33475E-06   5.80801E-02   6.74660E-05   8.44267E-02   7.99995E+02   1.33363E-02
 1.33625E-06   5.49303E-02   6.03467E-05   8.35640E-02   7.99995E+02   1.30651E-02
 1.33775E-06   5.18130E-02   5.36918E-05   8.26883E-02   7.99995E+02   1.27927E-02
 1.33925E-06   4.87288E-02   4.74900E-05   8.18002E-02   7.99995E+02   1.25194E-02
 1.34075E-06   4.56782E-02   4.17299E-05   8.09001E-02   7.99995E+02   1.22454E-02
 1.34225E-06   4.26615E-02   3.64000E-05   7.99886E-02   7.99995E+02   1.19710E-02
 1.34375E-06   3.96792E-02   3.14887E-05   7.90661E-02   7.99995E+02   1.16964E-02
 1.34525E-06   3.67316E-02   2.69843E-05   7.81330E-02   7.99995E+02   1.14220E-02
 1.34675E-06   3.38193E-02   2.28749E-05   7.71899E-02   7.99995E+02   1.11479E-02
 1.34825E-06   3.09425E-02   1.91488E-05   7.62371E-02   7.99995E+02   1.08744E-02
 1.34975E-06   2.81016E-02   1.57940E-05   7.52752E-02   7.99995E+02   1.06017E-02
 1.35125E-06   2.52970E-02   1.27988E-05   7.43046E-02   7.99995E+02   1.03301E-02
 1.35275E-06   2.25289E-02   1.01510E-05   7.33257E-02   7.99995E+02   1.00597E-02
 1.35425E-06   1.97977E-02   7.83896E-06   7.23390E-02   7.99995E+02   9.79082E-03
 1.35575E-06   1.71036E-02   5.85065E-06   7.13450E-02   7.99995E+02   9.52359E-03
 1.35725E-06   1.44469E-02   4.17425E-06   7.03440E-02   7.99995E+02   9.25822E-03
 1.35875E-06   1.18279E-02   2.79797E-06   6.93365E-02   7.99995E+02   8.99493E-03
 1.36025E-06   9.24674E-03   1.71004E-06   6.83229E-02   7.99995E+02   8.73387E-03
 1.36175E-06   6.70372E-03   8.98798E-07   6.73037E-02   7.99995E+02   8.47524E-03
 1.36325E-06   4.19903E-03   3.52636E-07   6.62793E-02   7.99995E+02   8.21920E-03
 1.36475E-06   1.73284E-03   6.00546E-08   6.52500E-02   7.99995E+02   7.96590E-03
 1.36625E-06  -6.94666E-04   9.65121E-09   6.42163E-02   7.99995E+02   7.71550E-03
 1.36775E-06  -3.08333E-03   1.90138E-07   6.31786E-02   7.99995E+02   7.46816E-03
 1.36925E-06  -5.43301E-03   5.90352E-07   6.21372E-02   7.99995E+02   7.22399E-03
 1.37075E-06  -7.74358E-03   1.19926E-06   6.10925E-02   7.99995E+02   6.98313E-03
 1.37225E-06  -1.00149E-02   2.00597E-06   6.00451E-02   7.99995E+02   6.74572E-03
 1.37375E-06  -1.22469E-02   2.99974E-06   5.89951E-02   7.99995E+02   6.51186E-03
 1.37525E-06  -1.44395E-02   4.16999E-06   5.79430E-02   7.99995E+02   6.28168E-03
 1.37675E-06  -1.65926E-02   5.50630E-06   5.68892E-02   7.99995E+02   6.05527E-03
 1.37825E-06  -1.87062E-02   6.99843E-06   5.58340E-02   7.99995E+02   5.83273E-03
 1.37975E-06  -2.07802E-02   8.63630E-06   5.47778E-02   7.99995E+02   5.61414E-03
 1.38125E-06  -2.28145E-02   1.04100E-05   5.37209E-02   7.99995E+02   5.39959E-03
 1.38275E-06  -2.48092E-02   1.23100E-05   5.26637E-02   7.99995E+02   5.18916E-03
 1.38425E-06  -2.67643E-02   1.43265E-05   5.16066E-02   7.99995E+02   4.98292E-03
 1.38575E-06  -2.86797E-02   1.64505E-05   5.05498E-02   7.99995E+02   4.78093E-03
 1.38725E-06  -3.05555E-02   1.86728E-05   4.94937E-02   7.99995E+02   4.58325E-03
 1.38875E-06  -3.23918E-02   2.09845E-05   4.84386E-02   7.99995E+02   4.38992E-03
 1.39025E-06  -3.41885E-02   2.33770E-05   4.73848E-02   7.99995E+02   4.20100E-03
 1.39175E-06  -3.59457E-02   2.58418E-05   4.63327E-02   7.99995E+02   4.01652E-03
 1.39325E-06  -3.76634E-02   2.83707E-05   4.52826E-02   7.99995E+02   3.83651E-03
 1.39475E-06  -3.93419E-02   3.09557E-05   4.42347E-02   7.99995E+02   3.66100E-03
 1.39625E-06  -4.09811E-02   3.35890E-05   4.31894E-02   7.99995E+02   3.49002E-03
 1.39775E-06  -4.25811E-02   3.62630E-05   4.21470E-02   7.99995E+02   3.32359E-03
 1.39925E-06  -4.41421E-02   3.89706E-05   4.11078E-02   7.99995E+02   3.16171E-03
 1.40075E-06  -4.56643E-02   4.17045E-05   4.00719E-02   7.99995E+02   3.00437E-03
 1.40225E-06  -4.71476E-02   4.44579E-05   3.90398E-02   7.99995E+02   2.85160E-03
 1.40375E-06  -4.85923E-02   4.72242E-05   3.80116E-02   7.99995E+02   2.70337E-03
 1.40525E-06  -4.99985E-02   4.99970E-05   3.69876E-02   7.99995E+02   2.55968E-03
 1.40675E-06  -5.13664E-02   5.27702E-05   3.59682E-02   7.99995E+02   2.42053E-03
 1.40825E-06  -5.26962E-02   5.55377E-05   3.49535E-02   7.99995E+02   2.28589E-03
 1.40975E-06  -5.39880E-02   5.82941E-05   3.39438E-02   7.99995E+02   2.15573E-03
 1.41125E-06  -5.52420E-02   6.10336E-05   3.29393E-02   7.99995E+02   2.03003E-03
 1.41275E-06  -5.64585E-02   6.37513E-05   3.19403E-02   7.99995E+02   1.90876E-03
 1.41425E-06  -5.76377E-02   6.64420E-05   3.09471E-02   7.99995E+02   1.79190E-03
 1.41575E-06  -5.87796E-02   6.91009E-05   2.99597E-02   7.99995E+02   1.67938E-03
 1.41725E-06  -5.98847E-02   7.17236E-05   2.89786E-02   7.99995E+02   1.57118E-03
 1.41875E-06  -6.09531E-02   7.43056E-05   2.80038E-02   7.99995E+02   1.46726E-03
 1.42025E-06  -6.19851E-02   7.68430E-05   2.70356E-02   7.99995E+02   1.36755E-03
 1.42175E-06  -6.29809E-02   7.93318E-05   2.60741E-02   7.99995E+02   1.27202E-03
 1.42325E-06  -6.39407E-02   8.17684E-05   2.51197E-02   7.99995E+02   1.18060E-03
 1.42475E-06  -6.48649E-02   8.41492E-05   2.41723E-02   7.99995E+02   1.09323E-03
 1.42625E-06  -6.57538E-02   8.64711E-05   2.32324E-02   7.99995E+02   1.00986E-03
 1.42775E-06  -6.66075E-02   8.87311E-05   2.23000E-02   7.99995E+02   9.30431E-04
 1.42925E-06  -6.74264E-02   9.09263E-05   2.13754E-02   7.99995E+02   8.54873E-04
 1.43075E-06  -6.82107E-02   9.30541E-05   2.04586E-02   7.99995E+02   7.83115E-04
 1.43225E-06  -6.89609E-02   9.51121E-05   1.95499E-02   7.99995E+02   7.15091E-04
 1.43375E-06  -6.96771E-02   9.70979E-05   1.86494E-02   7.99995E+02   6.50734E-04
 1.43525E-06  -7.03597E-02   9.90097E-05   1.77573E-02   7.99995E+02   5.89965E-04
 1.43675E-06  -7.10090E-02   1.00846E-04   1.68737E-02   7.99995E+02   5.32714E-04
 1.43825E-06  -7.16253E-02   1.02604E-04   1.59988E-02   7.99995E+02   4.78905E-04
 1.43975E-06  -7.22090E-02   1.04283E-04   1.51328E-02   7.99995E+02   4.28460E-04
 1.44125E-06  -7.27604E-02   1.05882E-04   1.42757E-02   7.99995E+02   3.81300E-04
 1.44275E-06  -7.32798E-02   1.07399E-04   1.34276E-02   7.99995E+02   3.37343E-04
 1.44425E-06  -7.37676E-02   1.08833E-04   1.25888E-02   7.99995E+02   2.96510E-04
 1.44575E-06  -7.42241E-02   1.10184E-04   1.17593E-02   7.99995E+02   2.58723E-04
 1.44725E-06  -7.46497E-02   1.11451E-04   1.09392E-02   7.99995E+02   2.23897E-04
 1.44875E-06  -7.50447E-02   1.12634E-04   1.01288E-02   7.99995E+02   1.91949E-04
 1.45025E-06  -7.54094E-02   1.13732E-04   9.32795E-03   7.99995E+02   1.62797E-04
 1.45175E-06  -7.57444E-02   1.14744E-04   8.53689E-03   7.99995E+02   1.36356E-04
 1.45325E-06  -7.60498E-02   1.15672E-04   7.75569E-03   7.99995E+02   1.12542E-04
 1.45475E-06  -7.63262E-02   1.16514E-04   6.98446E-03   7.99995E+02   9.12724E-05
 1.45625E-06  -7.65738E-02   1.17271E-04   6.22326E-03   7.99995E+02   7.24619E-05
 1.45775E-06  -7.67931E-02   1.17944E-04   5.47215E-03   7.99995E+02   5.60261E-05
 1.45925E-06  -7.69844E-02   1.18532E-04   4.73128E-03   7.99995E+02   4.18824E-05
 1.46075E-06  -7.71481E-02   1.19036E-04   4.00070E-03   7.99995E+02   2.99465E-05
 1.46225E-06  -7.72846E-02   1.19458E-04   3.28047E-03   7.99995E+02   2.01347E-05
 1.46375E-06  -7.73942E-02   1.19797E-04   2.57059E-03   7.99995E+02   1.23634E-05
 1.46525E-06  -7.74775E-02   1.20055E-04   1.87126E-03   7.99995E+02   6.55151E-06
 1.46675E-06  -7.75347E-02   1.20233E-04   1.18243E-03   7.99995E+02   2.61590E-06
 1.46825E-06  -7.75663E-02   1.20331E-04   5.04205E-04   7.99995E+02   4.75651E-07
 1.46975E-06  -7.75727E-02   1.20350E-04  -1.63395E-04   7.99995E+02   4.99517E-08
 1.47125E-06  -7.75542E-02   1.20293E-04  -8.20340E-04   7.99995E+02   1.25910E-06
 1.47275E-06  -7.75113E-02   1.20160E-04  -1.46654E-03   7.99995E+02   4.02405E-06
 1.47425E-06  -7.74444E-02   1.19953E-04  -2.10201E-03   7.99995E+02   8.26694E-06
 1.47575E-06  -7.73538E-02   1.19672E-04  -2.72672E-03   7.99995E+02   1.39109E-05
 1.47725E-06  -7.72400E-02   1.19320E-04  -3.34062E-03   7.99995E+02   2.08799E-05
 1.47875E-06  -7.71034E-02   1.18899E-04  -3.94365E-03   7.99995E+02   2.90985E-05
 1.48025E-06  -7.69444E-02   1.18409E-04  -4.53583E-03   7.99995E+02   3.84935E-05
 1.48175E-06  -7.67633E-02   1.17852E-04  -5.11717E-03   7.99995E+02   4.89929E-05
 1.48325E-06  -7.65607E-02   1.17231E-04  -5.68763E-03   7.99995E+02   6.05252E-05
 1.48475E-06  -7.63369E-02   1.16546E-04  -6.24723E-03   7.99995E+02   7.30212E-05
 1.48625E-06  -7.60923E-02   1.15801E-04  -6.79589E-03   7.99995E+02   8.64104E-05
 1.48775E-06  -7.58273E-02   1.14996E-04  -7.33368E-03   7.99995E+02   1.00628E-04
 1.48925E-06  -7.55424E-02   1.14133E-04  -7.86061E-03   7.99995E+02   1.15608E-04
 1.49075E-06  -7.52380E-02   1.13215E-04  -8.37662E-03   7.99995E+02   1.31284E-04
 1.49225E-06  -7.49143E-02   1.12243E-04  -8.88174E-03   7.99995E+02   1.47594E-04
 1.49375E-06  -7.45720E-02   1.11219E-04  -9.37600E-03   7.99995E+02   1.64478E-04
 1.49525E-06  -7.42113E-02   1.10146E-04  -9.85941E-03   7.99995E+02   1.81876E-04
 1.49675E-06  -7.38326E-02   1.09025E-04  -1.03320E-02   7.99995E+02   1.99728E-04
 1.49825E-06  -7.34365E-02   1.07858E-04  -1.07937E-02   7.99995E+02   2.17979E-04
 1.49975E-06  -7.30233E-02   1.06648E-04  -1.12447E-02   7.99995E+02   2.36574E-04
 1.50125E-06  -7.25933E-02   1.05396E-04  -1.16849E-02   7.99995E+02   2.55459E-04
 1.50275E-06  -7.21470E-02   1.04104E-04  -1.21143E-02   7.99995E+02   2.74583E-04
 1.50425E-06  -7.16849E-02   1.02774E-04  -1.25331E-02   7.99995E+02   2.93895E-04
 1.50575E-06  -7.12072E-02   1.01409E-04  -1.29412E-02   7.99995E+02   3.13347E-04
 1.50725E-06  -7.07144E-02   1.00011E-04  -1.33388E-02   7.99995E+02   3.32893E-04
 1.50875E-06  -7.02069E-02   9.85802E-05  -1.37257E-02   7.99995E+02   3.52487E-04
 1.51025E-06  -6.96851E-02   9.71204E-05  -1.41021E-02   7.99995E+02   3.72084E-04
 1.51175E-06  -6.91494E-02   9.56328E-05  -1.44680E-02   7.99995E+02   3.91644E-04
 1.51325E-06  -6.86002E-02   9.41197E-05  -1.48235E-02   7.99995E+02   4.11126E-04
 1.51475E-06  -6.80378E-02   9.25828E-05  -1.51686E-02   7.99995E+02   4.30490E-04
 1.51625E-06  -6.74627E-02   9.10242E-05  -1.55033E-02   7.99995E+02   4.49700E-04
 1.51775E-06  -6.68752E-02   8.94458E-05  -1.58278E-02   7.99995E+02   4.68721E-04
 1.51925E-06  -6.62757E-02   8.78494E-05  -1.61421E-02   7.99995E+02   4.87521E-04
 1.52075E-06  -6.56647E-02   8.62369E-05  -1.64462E-02   7.99995E+02   5.06064E-04
 1.52225E-06  -6.50424E-02   8.46102E-05  -1.67403E-02   7.99995E+02   5.24321E-04
 1.52375E-06  -6.44093E-02   8.29710E-05  -1.70243E-02   7.99995E+02   5.42265E-04
 1.52525E-06  -6.37657E-02   8.13212E-05  -1.72984E-02   7.99995E+02   5.59866E-04
 1.52675E-06  -6.31120E-02   7.96625E-05  -1.75626E-02   7.99995E+02   5.77100E-04
 1.52825E-06  -6.24486E-02   7.79966E-05  -1.78170E-02   7.99995E+02   5.93940E-04
 1.52975E-06  -6.17759E-02   7.63251E-05  -1.80617E-02   7.99995E+02   6.10365E-04
 1.53125E-06  -6.10941E-02   7.46498E-05  -1.82967E-02   7.99995E+02   6.26351E-04
 1.53275E-06  -6.04037E-02   7.29722E-05  -1.85221E-02   7.99995E+02   6.41883E-04
 1.53425E-06  -5.97051E-02   7.12939E-05  -1.87381E-02   7.99995E+02   6.56940E-04
 1.53575E-06  -5.89985E-02   6.96164E-05  -1.89447E-02   7.99995E+02   6.71503E-04
 1.53725E-06  -5.82843E-02   6.79413E-05  -1.91419E-02   7.99995E+02   6.85556E-04
 1.53875E-06  -5.75630E-02   6.62699E-05  -1.93299E-02   7.99995E+02   6.99088E-04
 1.54025E-06  -5.68347E-02   6.46037E-05  -1.95087E-02   7.99995E+02   7.12084E-04
 1.54175E-06  -5.60999E-02   6.29441E-05  -1.96785E-02   7.99995E+02   7.24532E-04
 1.54325E-06  -5.53590E-02   6.12923E-05  -1.98393E-02   7.99995E+02   7.36421E-04
 1.54475E-06  -5.46121E-02   5.96497E-05  -1.99912E-02   7.99995E+02   7.47744E-04
 1.54625E-06  -5.38597E-02   5.80174E-05  -2.01344E-02   7.99995E+02   7.58489E-04
 1.54775E-06  -5.31022E-02   5.63968E-05  -2.02688E-02   7.99995E+02   7.68651E-04
 1.54925E-06  -5.23397E-02   5.47889E-05  -2.03946E-02   7.99995E+02   7.78224E-04
 1.55075E-06  -5.15727E-02   5.31948E-05  -2.05119E-02   7.99995E+02   7.87204E-04
 1.55225E-06  -5.08014E-02   5.16157E-05  -2.06209E-02   7.99995E+02   7.95587E-04
 1.55375E-06  -5.00262E-02   5.00524E-05  -2.07215E-02   7.99995E+02   8.03370E-04
 1.55525E-06  -4.92474E-02   4.85061E-05  -2.08139E-02   7.99995E+02   8.10550E-04
 1.55675E-06  -4.84653E-02   4.69777E-05  -2.08982E-02   7.99995E+02   8.17129E-04
 1.55825E-06  -4.76801E-02   4.54679E-05  -2.09744E-02   7.99995E+02   8.23104E-04
 1.55975E-06  -4.68923E-02   4.39777E-05  -2.10428E-02   7.99995E+02   8.28479E-04
 1.56125E-06  -4.61020E-02   4.25079E-05  -2.11034E-02   7.99995E+02   8.33259E-04
 1.56275E-06  -4.53096E-02   4.10593E-05  -2.11563E-02   7.99995E+02   8.37438E-04
 1.56425E-06  -4.45154E-02   3.96324E-05  -2.12016E-02   7.99995E+02   8.41027E-04
 1.56575E-06  -4.37196E-02   3.82281E-05  -2.12394E-02   7.99995E+02   8.44031E-04
 1.56725E-06  -4.29225E-02   3.68469E-05  -2.12699E-02   7.99995E+02   8.46456E-04
 1.56875E-06  -4.21245E-02   3.54894E-05  -2.12931E-02   7.99995E+02   8.48304E-04
 1.57025E-06  -4.13257E-02   3.41562E-05  -2.13091E-02   7.99995E+02   8.49579E-04
 1.57175E-06  -4.05264E-02   3.28477E-05  -2.13180E-02   7.99995E+02   8.50292E-04
 1.57325E-06  -3.97269E-02   3.15645E-05  -2.13201E-02   7.99995E+02   8.50457E-04
 1.57475E-06  -3.89275E-02   3.03069E-05  -2.13154E-02   7.99995E+02   8.50079E-04
 1.57625E-06  -3.81283E-02   2.90754E-05  -2.13039E-02   7.99995E+02   8.49162E-04
 1.57775E-06  -3.73298E-02   2.78702E-05  -2.12857E-02   7.99995E+02   8.47718E-04
 1.57925E-06  -3.65320E-02   2.66917E-05  -2.12612E-02   7.99995E+02   8.45762E-04
 1.58075E-06  -3.57352E-02   2.55402E-05  -2.12302E-02   7.99995E+02   8.43299E-04
 1.58225E-06  -3.49398E-02   2.44158E-05  -2.11929E-02   7.99995E+02   8.40342E-04
 1.58375E-06  -3.41459E-02   2.33188E-05  -2.11495E-02   7.99995E+02   8.36901E-04
 1.58525E-06  -3.33537E-02   2.22493E-05  -2.11000E-02   7.99995E+02   8.32990E-04
 1.58675E-06  -3.25634E-02   2.12076E-05  -2.10445E-02   7.99995E+02   8.28615E-04
 1.58825E-06  -3.17754E-02   2.01935E-05  -2.09833E-02   7.99995E+02   8.23798E-04
 1.58975E-06  -3.09898E-02   1.92073E-05  -2.09163E-02   7.99995E+02   8.18544E-04
 1.59125E-06  -3.02068E-02   1.82490E-05  -2.08436E-02   7.99995E+02   8.12870E-04
 1.59275E-06  -2.94266E-02   1.73185E-05  -2.07656E-02   7.99995E+02   8.06790E-04
 1.59425E-06  -2.86494E-02   1.64158E-05  -2.06821E-02   7.99995E+02   8.00319E-04
 1.59575E-06  -2.78755E-02   1.55408E-05  -2.05934E-02   7.99995E+02   7.93467E-04
 1.59725E-06  -2.71050E-02   1.46936E-05  -2.04995E-02   7.99995E+02   7.86247E-04
 1.59875E-06  -2.63381E-02   1.38739E-05  -2.04006E-02   7.99995E+02   7.78678E-04
 1.60025E-06  -2.55750E-02   1.30816E-05  -2.02967E-02   7.99995E+02   7.70770E-04
 1.60175E-06  -2.48159E-02   1.23166E-05  -2.01880E-02   7.99995E+02   7.62538E-04
 1.60325E-06  -2.40610E-02   1.15786E-05  -2.00746E-02   7.99995E+02   7.53997E-04
 1.60475E-06  -2.33104E-02   1.08675E-05  -1.99567E-02   7.99995E+02   7.45161E-04
 1.60625E-06  -2.25643E-02   1.01829E-05  -1.98342E-02   7.99995E+02   7.36043E-04
 1.60775E-06  -2.18228E-02   9.52473E-06  -1.97073E-02   7.99995E+02   7.26658E-04
 1.60925E-06  -2.10863E-02   8.89262E-06  -1.95762E-02   7.99995E+02   7.17020E-04
 1.61075E-06  -2.03547E-02   8.28626E-06  -1.94409E-02   7.99995E+02   7.07144E-04
 1.61225E-06  -1.96283E-02   7.70536E-06  -1.93016E-02   7.99995E+02   6.97043E-04
 1.61375E-06  -1.89071E-02   7.14958E-06  -1.91583E-02   7.99995E+02   6.86733E-04
 1.61525E-06  -1.81914E-02   6.61856E-06  -1.90112E-02   7.99995E+02   6.76228E-04
 1.61675E-06  -1.74813E-02   6.11194E-06  -1.88604E-02   7.99995E+02   6.65541E-04
 1.61825E-06  -1.67770E-02   5.62932E-06  -1.87059E-02   7.99995E+02   6.54686E-04
 1.61975E-06  -1.60784E-02   5.17032E-06  -1.85480E-02   7.99995E+02   6.43677E-04
 1.62125E-06  -1.53859E-02   4.73451E-06  -1.83867E-02   7.99995E+02   6.32530E-04
 1.62275E-06  -1.46995E-02   4.32149E-06  -1.82221E-02   7.99995E+02   6.21254E-04
 1.62425E-06  -1.40193E-02   3.93080E-06  -1.80542E-02   7.99995E+02   6.09861E-04
 1.62575E-06  -1.33454E-02   3.56202E-06  -1.78833E-02   7.99995E+02   5.98370E-04
 1.62725E-06  -1.26781E-02   3.21467E-06  -1.77095E-02   7.99995E+02   5.86792E-04
 1.62875E-06  -1.20173E-02   2.88830E-06  -1.75327E-02   7.99995E+02   5.75134E-04
 1.63025E-06  -1.13632E-02   2.58243E-06  -1.73531E-02   7.99995E+02   5.63417E-04
 1.63175E-06  -1.07158E-02   2.29658E-06  -1.71709E-02   7.99995E+02   5.51644E-04
 1.63325E-06  -1.00754E-02   2.03026E-06  -1.69861E-02   7.99995E+02   5.39834E-04
 1.63475E-06  -9.44190E-03   1.78299E-06  -1.67988E-02   7.99995E+02   5.27995E-04
 1.63625E-06  -8.81550E-03   1.55426E-06  -1.66091E-02   7.99995E+02   5.16140E-04
 1.63775E-06  -8.19625E-03   1.34357E-06  -1.64172E-02   7.99995E+02   5.04280E-04
 1.63925E-06  -7.58423E-03   1.15041E-06  -1.62231E-02   7.99995E+02   4.92428E-04
 1.64075E-06  -6.97954E-03   9.74279E-07  -1.60270E-02   7.99995E+02   4.80592E-04
 1.64225E-06  -6.38224E-03   8.14659E-07  -1.58288E-02   7.99995E+02   4.68780E-04
 1.64375E-06  -5.79241E-03   6.71039E-07  -1.56287E-02   7.99995E+02   4.57005E-04
 1.64525E-06  -5.21011E-03   5.42905E-07  -1.54269E-02   7.99995E+02   4.45275E-04
 1.64675E-06  -4.63542E-03   4.29741E-07  -1.52232E-02   7.99995E+02   4.33599E-04
 1.64825E-06  -4.06839E-03   3.31035E-07  -1.50180E-02   7.99995E+02   4.21988E-04
 1.64975E-06  -3.50908E-03   2.46273E-07  -1.48113E-02   7.99995E+02   4.10450E-04
 1.65125E-06  -2.95756E-03   1.74943E-07  -1.46032E-02   7.99995E+02   3.98995E-04
 1.65275E-06  -2.41386E-03   1.16535E-07  -1.43936E-02   7.99995E+02   3.87628E-04
 1.65425E-06  -1.87805E-03   7.05415E-08  -1.41829E-02   7.99995E+02   3.76360E-04
 1.65575E-06  -1.35016E-03   3.64588E-08  -1.39710E-02   7.99995E+02   3.65197E-04
 1.65725E-06  -8.30241E-04   1.37860E-08  -1.37580E-02   7.99995E+02   3.54146E-04
 1.65875E-06  -3.18327E-04   2.02664E-09  -1.35440E-02   7.99995E+02   3.43215E-04
 1.66025E-06   1.85545E-04   6.88542E-10  -1.33291E-02   7.99995E+02   3.32410E-04
 1.66175E-06   6.81343E-04   9.28456E-09  -1.31133E-02   7.99995E+02   3.21736E-04
 1.66325E-06   1.16904E-03   2.73329E-08  -1.28968E-02   7.99995E+02   3.11201E-04
 1.66475E-06   1.64860E-03   5.43574E-08  -1.26797E-02   7.99995E+02   3.00808E-04
