Time (s)   V_cap (kV)               E_cap                    I_load (kA)              E_load                   P_load (MW)              
 2.11625E-06  -2.69319E-03   1.45066E-07  -7.71473E-04   7.99995E+02   1.11356E-06
 2.11775E-06  -2.66407E-03   1.41945E-07  -7.81984E-04   7.99995E+02   1.14411E-06
 2.11925E-06  -2.63455E-03   1.38817E-07  -7.92093E-04   7.99995E+02   1.17389E-06
 2.12075E-06  -2.60466E-03   1.35685E-07  -8.01779E-04   7.99995E+02   1.20277E-06
 2.12225E-06  -2.57442E-03   1.32553E-07  -8.11063E-04   7.99995E+02   1.23079E-06
 2.12375E-06  -2.54384E-03   1.29422E-07  -8.19936E-04   7.99995E+02   1.25786E-06
 2.12525E-06  -2.51293E-03   1.26297E-07  -8.28396E-04   7.99995E+02   1.28395E-06
 2.12675E-06  -2.48172E-03   1.23178E-07  -8.36455E-04   7.99995E+02   1.30906E-06
 2.12825E-06  -2.45020E-03   1.20070E-07  -8.44124E-04   7.99995E+02   1.33317E-06
 2.12975E-06  -2.41841E-03   1.16974E-07  -8.51402E-04   7.99995E+02   1.35626E-06
 2.13125E-06  -2.38635E-03   1.13894E-07  -8.58280E-04   7.99995E+02   1.37826E-06
 2.13275E-06  -2.35405E-03   1.10831E-07  -8.64779E-04   7.99995E+02   1.39921E-06
 2.13425E-06  -2.32150E-03   1.07787E-07  -8.70899E-04   7.99995E+02   1.41909E-06
 2.13575E-06  -2.28873E-03   1.04766E-07  -8.76630E-04   7.99995E+02   1.43783E-06
 2.13725E-06  -2.25576E-03   1.01769E-07  -8.82003E-04   7.99995E+02   1.45551E-06
 2.13875E-06  -2.22259E-03   9.87979E-08  -8.87032E-04   7.99995E+02   1.47215E-06
 2.14025E-06  -2.18924E-03   9.58551E-08  -8.91659E-04   7.99995E+02   1.48755E-06
 2.14175E-06  -2.15572E-03   9.29424E-08  -8.95942E-04   7.99995E+02   1.50187E-06
 2.14325E-06  -2.12204E-03   9.00615E-08  -8.99890E-04   7.99995E+02   1.51514E-06
 2.14475E-06  -2.08823E-03   8.72141E-08  -9.03470E-04   7.99995E+02   1.52722E-06
 2.14625E-06  -2.05429E-03   8.44021E-08  -9.06717E-04   7.99995E+02   1.53821E-06
 2.14775E-06  -2.02023E-03   8.16267E-08  -9.09618E-04   7.99995E+02   1.54807E-06
 2.14925E-06  -1.98607E-03   7.88897E-08  -9.12174E-04   7.99995E+02   1.55679E-06
 2.15075E-06  -1.95182E-03   7.61923E-08  -9.14384E-04   7.99995E+02   1.56434E-06
 2.15225E-06  -1.91750E-03   7.35359E-08  -9.16317E-04   7.99995E+02   1.57096E-06
 2.15375E-06  -1.88311E-03   7.09217E-08  -9.17904E-04   7.99995E+02   1.57641E-06
 2.15525E-06  -1.84866E-03   6.83508E-08  -9.19157E-04   7.99995E+02   1.58071E-06
 2.15675E-06  -1.81417E-03   6.58244E-08  -9.20077E-04   7.99995E+02   1.58388E-06
 2.15825E-06  -1.77966E-03   6.33436E-08  -9.20695E-04   7.99995E+02   1.58601E-06
 2.15975E-06  -1.74512E-03   6.09091E-08  -9.21036E-04   7.99995E+02   1.58718E-06
 2.16125E-06  -1.71058E-03   5.85219E-08  -9.21076E-04   7.99995E+02   1.58732E-06
 2.16275E-06  -1.67605E-03   5.61827E-08  -9.20804E-04   7.99995E+02   1.58638E-06
 2.16425E-06  -1.64153E-03   5.38922E-08  -9.20231E-04   7.99995E+02   1.58441E-06
 2.16575E-06  -1.60703E-03   5.16511E-08  -9.19381E-04   7.99995E+02   1.58148E-06
 2.16725E-06  -1.57258E-03   4.94600E-08  -9.18252E-04   7.99995E+02   1.57760E-06
 2.16875E-06  -1.53817E-03   4.73192E-08  -9.16901E-04   7.99995E+02   1.57296E-06
 2.17025E-06  -1.50381E-03   4.52291E-08  -9.15260E-04   7.99995E+02   1.56734E-06
 2.17175E-06  -1.46953E-03   4.31901E-08  -9.13341E-04   7.99995E+02   1.56077E-06
 2.17325E-06  -1.43532E-03   4.12027E-08  -9.11144E-04   7.99995E+02   1.55327E-06
 2.17475E-06  -1.40119E-03   3.92669E-08  -9.08702E-04   7.99995E+02   1.54496E-06
 2.17625E-06  -1.36717E-03   3.73829E-08  -9.06027E-04   7.99995E+02   1.53588E-06
 2.17775E-06  -1.33325E-03   3.55509E-08  -9.03085E-04   7.99995E+02   1.52592E-06
 2.17925E-06  -1.29944E-03   3.37708E-08  -8.99909E-04   7.99995E+02   1.51520E-06
 2.18075E-06  -1.26576E-03   3.20427E-08  -8.96510E-04   7.99995E+02   1.50378E-06
 2.18225E-06  -1.23220E-03   3.03665E-08  -8.92856E-04   7.99995E+02   1.49155E-06
 2.18375E-06  -1.19879E-03   2.87421E-08  -8.89024E-04   7.99995E+02   1.47877E-06
 2.18525E-06  -1.16553E-03   2.71692E-08  -8.84925E-04   7.99995E+02   1.46516E-06
 2.18675E-06  -1.13243E-03   2.56478E-08  -8.80626E-04   7.99995E+02   1.45096E-06
 2.18825E-06  -1.09949E-03   2.41774E-08  -8.76093E-04   7.99995E+02   1.43606E-06
 2.18975E-06  -1.06672E-03   2.27579E-08  -8.71382E-04   7.99995E+02   1.42066E-06
 2.19125E-06  -1.03414E-03   2.13888E-08  -8.66449E-04   7.99995E+02   1.40462E-06
 2.19275E-06  -1.00174E-03   2.00697E-08  -8.61328E-04   7.99995E+02   1.38807E-06
 2.19425E-06  -9.69540E-04   1.88001E-08  -8.55994E-04   7.99995E+02   1.37093E-06
 2.19575E-06  -9.37543E-04   1.75797E-08  -8.50472E-04   7.99995E+02   1.35330E-06
 2.19725E-06  -9.05756E-04   1.64079E-08  -8.44784E-04   7.99995E+02   1.33526E-06
 2.19875E-06  -8.74186E-04   1.52840E-08  -8.38917E-04   7.99995E+02   1.31678E-06
 2.20025E-06  -8.42840E-04   1.42076E-08  -8.32862E-04   7.99995E+02   1.29784E-06
 2.20175E-06  -8.11724E-04   1.31779E-08  -8.26640E-04   7.99995E+02   1.27852E-06
 2.20325E-06  -7.80844E-04   1.21943E-08  -8.20262E-04   7.99995E+02   1.25887E-06
 2.20475E-06  -7.50206E-04   1.12562E-08  -8.13718E-04   7.99995E+02   1.23886E-06
 2.20625E-06  -7.19817E-04   1.03627E-08  -8.06996E-04   7.99995E+02   1.21848E-06
 2.20775E-06  -6.89683E-04   9.51325E-09  -8.00141E-04   7.99995E+02   1.19786E-06
 2.20925E-06  -6.59808E-04   8.70694E-09  -7.93153E-04   7.99995E+02   1.17703E-06
 2.21075E-06  -6.30198E-04   7.94299E-09  -7.86032E-04   7.99995E+02   1.15599E-06
 2.21225E-06  -6.00857E-04   7.22059E-09  -7.78777E-04   7.99995E+02   1.13475E-06
 2.21375E-06  -5.71791E-04   6.53890E-09  -7.71389E-04   7.99995E+02   1.11332E-06
 2.21525E-06  -5.43005E-04   5.89709E-09  -7.63868E-04   7.99995E+02   1.09172E-06
 2.21675E-06  -5.14503E-04   5.29427E-09  -7.56214E-04   7.99995E+02   1.06995E-06
 2.21825E-06  -4.86291E-04   4.72957E-09  -7.48426E-04   7.99995E+02   1.04803E-06
 2.21975E-06  -4.58372E-04   4.20210E-09  -7.40539E-04   7.99995E+02   1.02605E-06
 2.22125E-06  -4.30752E-04   3.71094E-09  -7.32541E-04   7.99995E+02   1.00401E-06
 2.22275E-06  -4.03433E-04   3.25516E-09  -7.24444E-04   7.99995E+02   9.81935E-07
 2.22425E-06  -3.76420E-04   2.83384E-09  -7.16235E-04   7.99995E+02   9.59809E-07
 2.22575E-06  -3.49716E-04   2.44603E-09  -7.07927E-04   7.99995E+02   9.37670E-07
 2.22725E-06  -3.23326E-04   2.09079E-09  -6.99552E-04   7.99995E+02   9.15617E-07
 2.22875E-06  -2.97252E-04   1.76717E-09  -6.91055E-04   7.99995E+02   8.93510E-07
 2.23025E-06  -2.71498E-04   1.47422E-09  -6.82481E-04   7.99995E+02   8.71475E-07
 2.23175E-06  -2.46066E-04   1.21097E-09  -6.73841E-04   7.99995E+02   8.49548E-07
 2.23325E-06  -2.20961E-04   9.76479E-10  -6.65078E-04   7.99995E+02   8.27597E-07
 2.23475E-06  -1.96186E-04   7.69779E-10  -6.56272E-04   7.99995E+02   8.05826E-07
 2.23625E-06  -1.71742E-04   5.89909E-10  -6.47377E-04   7.99995E+02   7.84130E-07
 2.23775E-06  -1.47633E-04   4.35910E-10  -6.38460E-04   7.99995E+02   7.62677E-07
 2.23925E-06  -1.23859E-04   3.06823E-10  -6.29454E-04   7.99995E+02   7.41314E-07
 2.24075E-06  -1.00425E-04   2.01702E-10  -6.20405E-04   7.99995E+02   7.20152E-07
 2.24225E-06  -7.73300E-05   1.19599E-10  -6.11289E-04   7.99995E+02   6.99145E-07
 2.24375E-06  -5.45788E-05   5.95770E-11  -6.02107E-04   7.99995E+02   6.78299E-07
 2.24525E-06  -3.21720E-05   2.07008E-11  -5.92914E-04   7.99995E+02   6.57745E-07
 2.24675E-06  -1.01115E-05   2.04485E-12  -5.83633E-04   7.99995E+02   6.37314E-07
 2.24825E-06   1.16001E-05   2.69125E-12  -5.74319E-04   7.99995E+02   6.17135E-07
 2.24975E-06   3.29624E-05   2.17304E-11  -5.65005E-04   7.99995E+02   5.97281E-07
 2.25125E-06   5.39752E-05   5.82665E-11  -5.55670E-04   7.99995E+02   5.77707E-07
 2.25275E-06   7.46367E-05   1.11413E-10  -5.46268E-04   7.99995E+02   5.58323E-07
 2.25425E-06   9.49449E-05   1.80291E-10  -5.36845E-04   7.99995E+02   5.39226E-07
 2.25575E-06   1.14900E-04   2.64038E-10  -5.27399E-04   7.99995E+02   5.20419E-07
 2.25725E-06   1.34500E-04   3.61804E-10  -5.17955E-04   7.99995E+02   5.01946E-07
 2.25875E-06   1.53746E-04   4.72757E-10  -5.08499E-04   7.99995E+02   4.83787E-07
 2.26025E-06   1.72637E-04   5.96073E-10  -4.99044E-04   7.99995E+02   4.65964E-07
 2.26175E-06   1.91174E-04   7.30951E-10  -4.89579E-04   7.99995E+02   4.48456E-07
 2.26325E-06   2.09356E-04   8.76599E-10  -4.80114E-04   7.99995E+02   4.31283E-07
 2.26475E-06   2.27183E-04   1.03224E-09  -4.70650E-04   7.99995E+02   4.14447E-07
 2.26625E-06   2.44655E-04   1.19712E-09  -4.61186E-04   7.99995E+02   3.97947E-07
 2.26775E-06   2.61771E-04   1.37048E-09  -4.51711E-04   7.99995E+02   3.81764E-07
 2.26925E-06   2.78533E-04   1.55161E-09  -4.42248E-04   7.99995E+02   3.65937E-07
 2.27075E-06   2.94940E-04   1.73979E-09  -4.32786E-04   7.99995E+02   3.50445E-07
 2.27225E-06   3.10992E-04   1.93432E-09  -4.23335E-04   7.99995E+02   3.35307E-07
 2.27375E-06   3.26690E-04   2.13453E-09  -4.13896E-04   7.99995E+02   3.20520E-07
 2.27525E-06   3.42034E-04   2.33975E-09  -4.04457E-04   7.99995E+02   3.06069E-07
 2.27675E-06   3.57025E-04   2.54933E-09  -3.95041E-04   7.99995E+02   2.91984E-07
 2.27825E-06   3.71662E-04   2.76266E-09  -3.85637E-04   7.99995E+02   2.78247E-07
 2.27975E-06   3.85948E-04   2.97912E-09  -3.76289E-04   7.99995E+02   2.64921E-07
 2.28125E-06   3.99884E-04   3.19815E-09  -3.66975E-04   7.99995E+02   2.51968E-07
 2.28275E-06   4.13471E-04   3.41917E-09  -3.57672E-04   7.99995E+02   2.39356E-07
 2.28425E-06   4.26710E-04   3.64163E-09  -3.48381E-04   7.99995E+02   2.27082E-07
 2.28575E-06   4.39601E-04   3.86498E-09  -3.39157E-04   7.99995E+02   2.15217E-07
 2.28725E-06   4.52147E-04   4.08874E-09  -3.29968E-04   7.99995E+02   2.03712E-07
 2.28875E-06   4.64350E-04   4.31241E-09  -3.20823E-04   7.99995E+02   1.92577E-07
 2.29025E-06   4.76209E-04   4.53550E-09  -3.11723E-04   7.99995E+02   1.81808E-07
 2.29175E-06   4.87729E-04   4.75759E-09  -3.02668E-04   7.99995E+02   1.71399E-07
 2.29325E-06   4.98910E-04   4.97822E-09  -2.93636E-04   7.99995E+02   1.61322E-07
 2.29475E-06   5.09752E-04   5.19695E-09  -2.84660E-04   7.99995E+02   1.51610E-07
 2.29625E-06   5.20260E-04   5.41341E-09  -2.75752E-04   7.99995E+02   1.42269E-07
 2.29775E-06   5.30434E-04   5.62721E-09  -2.66877E-04   7.99995E+02   1.33259E-07
 2.29925E-06   5.40277E-04   5.83799E-09  -2.58092E-04   7.99995E+02   1.24630E-07
 2.30075E-06   5.49791E-04   6.04541E-09  -2.49329E-04   7.99995E+02   1.16311E-07
 2.30225E-06   5.58979E-04   6.24914E-09  -2.40679E-04   7.99995E+02   1.08380E-07
 2.30375E-06   5.67842E-04   6.44890E-09  -2.32062E-04   7.99995E+02   1.00758E-07
 2.30525E-06   5.76384E-04   6.64437E-09  -2.23512E-04   7.99995E+02   9.34709E-08
 2.30675E-06   5.84607E-04   6.83530E-09  -2.15030E-04   7.99995E+02   8.65110E-08
 2.30825E-06   5.92512E-04   7.02141E-09  -2.06592E-04   7.99995E+02   7.98551E-08
 2.30975E-06   6.00103E-04   7.20246E-09  -1.98245E-04   7.99995E+02   7.35320E-08
 2.31125E-06   6.07381E-04   7.37824E-09  -1.89964E-04   7.99995E+02   6.75174E-08
 2.31275E-06   6.14351E-04   7.54854E-09  -1.81750E-04   7.99995E+02   6.18051E-08
 2.31425E-06   6.21014E-04   7.71317E-09  -1.73626E-04   7.99995E+02   5.64034E-08
 2.31575E-06   6.27374E-04   7.87195E-09  -1.65536E-04   7.99995E+02   5.12696E-08
 2.31725E-06   6.33431E-04   8.02471E-09  -1.57569E-04   7.99995E+02   4.64532E-08
 2.31875E-06   6.39192E-04   8.17132E-09  -1.49636E-04   7.99995E+02   4.18932E-08
 2.32025E-06   6.44656E-04   8.31162E-09  -1.41803E-04   7.99995E+02   3.76221E-08
 2.32175E-06   6.49828E-04   8.44553E-09  -1.34059E-04   7.99995E+02   3.36254E-08
 2.32325E-06   6.54711E-04   8.57292E-09  -1.26361E-04   7.99995E+02   2.98744E-08
 2.32475E-06   6.59306E-04   8.69370E-09  -1.18763E-04   7.99995E+02   2.63898E-08
 2.32625E-06   6.63619E-04   8.80780E-09  -1.11255E-04   7.99995E+02   2.31585E-08
 2.32775E-06   6.67651E-04   8.91516E-09  -1.03813E-04   7.99995E+02   2.01642E-08
 2.32925E-06   6.71405E-04   9.01570E-09  -9.64393E-05   7.99995E+02   1.74013E-08
 2.33075E-06   6.74885E-04   9.10940E-09  -8.91659E-05   7.99995E+02   1.48755E-08
 2.33225E-06   6.78095E-04   9.19625E-09  -8.20152E-05   7.99995E+02   1.25853E-08
 2.33375E-06   6.81038E-04   9.27625E-09  -7.49540E-05   7.99995E+02   1.05115E-08
 2.33525E-06   6.83717E-04   9.34937E-09  -6.79377E-05   7.99995E+02   8.63565E-09
 2.33675E-06   6.86135E-04   9.41561E-09  -6.10219E-05   7.99995E+02   6.96699E-09
 2.33825E-06   6.88295E-04   9.47499E-09  -5.42067E-05   7.99995E+02   5.49767E-09
 2.33975E-06   6.90201E-04   9.52755E-09  -4.74808E-05   7.99995E+02   4.21804E-09
 2.34125E-06   6.91858E-04   9.57334E-09  -4.08778E-05   7.99995E+02   3.12643E-09
 2.34275E-06   6.93268E-04   9.61241E-09  -3.43642E-05   7.99995E+02   2.20946E-09
 2.34425E-06   6.94436E-04   9.64483E-09  -2.79511E-05   7.99995E+02   1.46174E-09
 2.34575E-06   6.95366E-04   9.67067E-09  -2.16385E-05   7.99995E+02   8.76050E-10
 2.34725E-06   6.96059E-04   9.68998E-09  -1.53708E-05   7.99995E+02   4.42045E-10
 2.34875E-06   6.96520E-04   9.70279E-09  -9.17020E-06   7.99995E+02   1.57337E-10
 2.35025E-06   6.96749E-04   9.70918E-09  -3.08123E-06   7.99995E+02   1.77632E-11
 2.35175E-06   6.96752E-04   9.70927E-09   2.90723E-06   7.99995E+02   1.58137E-11
 2.35325E-06   6.96532E-04   9.70313E-09   8.81746E-06   7.99995E+02   1.45466E-10
 2.35475E-06   6.96092E-04   9.69088E-09   1.46272E-05   7.99995E+02   4.00310E-10
 2.35625E-06   6.95436E-04   9.67263E-09   2.03364E-05   7.99995E+02   7.73791E-10
 2.35775E-06   6.94569E-04   9.64852E-09   2.59007E-05   7.99995E+02   1.25515E-09
 2.35925E-06   6.93495E-04   9.61870E-09   3.13756E-05   7.99995E+02   1.84186E-09
 2.36075E-06   6.92217E-04   9.58329E-09   3.67500E-05   7.99995E+02   2.52691E-09
 2.36225E-06   6.90740E-04   9.54243E-09   4.20351E-05   7.99995E+02   3.30597E-09
 2.36375E-06   6.89066E-04   9.49623E-09   4.72198E-05   7.99995E+02   4.17178E-09
 2.36525E-06   6.87199E-04   9.44485E-09   5.23374E-05   7.99995E+02   5.12504E-09
 2.36675E-06   6.85142E-04   9.38840E-09   5.73434E-05   7.99995E+02   6.15234E-09
 2.36825E-06   6.82899E-04   9.32703E-09   6.22601E-05   7.99995E+02   7.25258E-09
 2.36975E-06   6.80474E-04   9.26089E-09   6.70986E-05   7.99995E+02   8.42365E-09
 2.37125E-06   6.77869E-04   9.19012E-09   7.18033E-05   7.99995E+02   9.64633E-09
 2.37275E-06   6.75090E-04   9.11492E-09   7.63964E-05   7.99995E+02   1.09199E-08
 2.37425E-06   6.72141E-04   9.03546E-09   8.08780E-05   7.99995E+02   1.22387E-08
 2.37575E-06   6.69024E-04   8.95187E-09   8.53036E-05   7.99995E+02   1.36147E-08
 2.37725E-06   6.65744E-04   8.86431E-09   8.96289E-05   7.99995E+02   1.50304E-08
 2.37875E-06   6.62304E-04   8.77292E-09   9.38315E-05   7.99995E+02   1.64729E-08
 2.38025E-06   6.58708E-04   8.67792E-09   9.79337E-05   7.99995E+02   1.79448E-08
 2.38175E-06   6.54959E-04   8.57943E-09   1.01980E-04   7.99995E+02   1.94583E-08
 2.38325E-06   6.51061E-04   8.47762E-09   1.05915E-04   7.99995E+02   2.09888E-08
 2.38475E-06   6.47017E-04   8.37261E-09   1.09772E-04   7.99995E+02   2.25452E-08
 2.38625E-06   6.42831E-04   8.26462E-09   1.13472E-04   7.99995E+02   2.40909E-08
 2.38775E-06   6.38507E-04   8.15382E-09   1.17128E-04   7.99995E+02   2.56682E-08
 2.38925E-06   6.34048E-04   8.04033E-09   1.20673E-04   7.99995E+02   2.72452E-08
 2.39075E-06   6.29457E-04   7.92432E-09   1.24139E-04   7.99995E+02   2.88330E-08
 2.39225E-06   6.24739E-04   7.80597E-09   1.27494E-04   7.99995E+02   3.04124E-08
 2.39375E-06   6.19896E-04   7.68543E-09   1.30759E-04   7.99995E+02   3.19903E-08
 2.39525E-06   6.14933E-04   7.56284E-09   1.33947E-04   7.99995E+02   3.35690E-08
 2.39675E-06   6.09853E-04   7.43840E-09   1.36978E-04   7.99995E+02   3.51057E-08
 2.39825E-06   6.04660E-04   7.31227E-09   1.39976E-04   7.99995E+02   3.66592E-08
 2.39975E-06   5.99355E-04   7.18454E-09   1.42896E-04   7.99995E+02   3.82045E-08
 2.40125E-06   5.93945E-04   7.05540E-09   1.45660E-04   7.99995E+02   3.96967E-08
 2.40275E-06   5.88431E-04   6.92502E-09   1.48390E-04   7.99995E+02   4.11989E-08
 2.40425E-06   5.82817E-04   6.79350E-09   1.51020E-04   7.99995E+02   4.26722E-08
 2.40575E-06   5.77106E-04   6.66103E-09   1.53517E-04   7.99995E+02   4.40946E-08
 2.40725E-06   5.71303E-04   6.52775E-09   1.55968E-04   7.99995E+02   4.55143E-08
 2.40875E-06   5.65410E-04   6.39377E-09   1.58331E-04   7.99995E+02   4.69035E-08
 2.41025E-06   5.59430E-04   6.25924E-09   1.60571E-04   7.99995E+02   4.82400E-08
 2.41175E-06   5.53368E-04   6.12431E-09   1.62755E-04   7.99995E+02   4.95613E-08
 2.41325E-06   5.47225E-04   5.98911E-09   1.64828E-04   7.99995E+02   5.08317E-08
 2.41475E-06   5.41006E-04   5.85375E-09   1.66856E-04   7.99995E+02   5.20903E-08
 2.41625E-06   5.34713E-04   5.71835E-09   1.68761E-04   7.99995E+02   5.32869E-08
 2.41775E-06   5.28350E-04   5.58307E-09   1.70567E-04   7.99995E+02   5.44330E-08
 2.41925E-06   5.21920E-04   5.44801E-09   1.72339E-04   7.99995E+02   5.55698E-08
 2.42075E-06   5.15427E-04   5.31329E-09   1.73999E-04   7.99995E+02   5.66457E-08
 2.42225E-06   5.08871E-04   5.17899E-09   1.75615E-04   7.99995E+02   5.77026E-08
 2.42375E-06   5.02257E-04   5.04525E-09   1.77086E-04   7.99995E+02   5.86733E-08
 2.42525E-06   4.95590E-04   4.91219E-09   1.78490E-04   7.99995E+02   5.96075E-08
 2.42675E-06   4.88871E-04   4.77990E-09   1.79861E-04   7.99995E+02   6.05265E-08
 2.42825E-06   4.82103E-04   4.64846E-09   1.81120E-04   7.99995E+02   6.13770E-08
 2.42975E-06   4.75287E-04   4.51796E-09   1.82335E-04   7.99995E+02   6.22030E-08
 2.43125E-06   4.68429E-04   4.38851E-09   1.83460E-04   7.99995E+02   6.29734E-08
 2.43275E-06   4.61529E-04   4.26018E-09   1.84497E-04   7.99995E+02   6.36869E-08
 2.43425E-06   4.54593E-04   4.13310E-09   1.85422E-04   7.99995E+02   6.43272E-08
 2.43575E-06   4.47624E-04   4.00734E-09   1.86280E-04   7.99995E+02   6.49241E-08
 2.43725E-06   4.40622E-04   3.88296E-09   1.87094E-04   7.99995E+02   6.54926E-08
 2.43875E-06   4.33593E-04   3.76005E-09   1.87818E-04   7.99995E+02   6.60009E-08
 2.44025E-06   4.26536E-04   3.63866E-09   1.88521E-04   7.99995E+02   6.64954E-08
 2.44175E-06   4.19456E-04   3.51886E-09   1.89112E-04   7.99995E+02   6.69129E-08
 2.44325E-06   4.12353E-04   3.40070E-09   1.89658E-04   7.99995E+02   6.73002E-08
 2.44475E-06   4.05232E-04   3.28427E-09   1.90115E-04   7.99995E+02   6.76252E-08
 2.44625E-06   3.98095E-04   3.16959E-09   1.90539E-04   7.99995E+02   6.79271E-08
 2.44775E-06   3.90943E-04   3.05673E-09   1.90874E-04   7.99995E+02   6.81661E-08
 2.44925E-06   3.83780E-04   2.94574E-09   1.91165E-04   7.99995E+02   6.83736E-08
 2.45075E-06   3.76607E-04   2.83666E-09   1.91366E-04   7.99995E+02   6.85176E-08
 2.45225E-06   3.69428E-04   2.72954E-09   1.91523E-04   7.99995E+02   6.86299E-08
 2.45375E-06   3.62244E-04   2.62441E-09   1.91613E-04   7.99995E+02   6.86944E-08
 2.45525E-06   3.55057E-04   2.52131E-09   1.91658E-04   7.99995E+02   6.87270E-08
 2.45675E-06   3.47870E-04   2.42028E-09   1.91614E-04   7.99995E+02   6.86957E-08
 2.45825E-06   3.40686E-04   2.32134E-09   1.91526E-04   7.99995E+02   6.86325E-08
 2.45975E-06   3.33507E-04   2.22454E-09   1.91371E-04   7.99995E+02   6.85215E-08
 2.46125E-06   3.26334E-04   2.12988E-09   1.91161E-04   7.99995E+02   6.83708E-08
 2.46275E-06   3.19171E-04   2.03740E-09   1.90894E-04   7.99995E+02   6.81805E-08
 2.46425E-06   3.12018E-04   1.94711E-09   1.90561E-04   7.99995E+02   6.79428E-08
 2.46575E-06   3.04879E-04   1.85903E-09   1.90184E-04   7.99995E+02   6.76739E-08
 2.46725E-06   2.97756E-04   1.77317E-09   1.89717E-04   7.99995E+02   6.73423E-08
 2.46875E-06   2.90650E-04   1.68955E-09   1.89240E-04   7.99995E+02   6.70037E-08
 2.47025E-06   2.83564E-04   1.60817E-09   1.88673E-04   7.99995E+02   6.66030E-08
 2.47175E-06   2.76500E-04   1.52905E-09   1.88062E-04   7.99995E+02   6.61722E-08
 2.47325E-06   2.69460E-04   1.45217E-09   1.87406E-04   7.99995E+02   6.57117E-08
 2.47475E-06   2.62446E-04   1.37756E-09   1.86662E-04   7.99995E+02   6.51905E-08
 2.47625E-06   2.55460E-04   1.30520E-09   1.85906E-04   7.99995E+02   6.46637E-08
 2.47775E-06   2.48504E-04   1.23509E-09   1.85061E-04   7.99995E+02   6.40774E-08
 2.47925E-06   2.41581E-04   1.16723E-09   1.84183E-04   7.99995E+02   6.34708E-08
 2.48075E-06   2.34692E-04   1.10160E-09   1.83261E-04   7.99995E+02   6.28365E-08
 2.48225E-06   2.27837E-04   1.03819E-09   1.82327E-04   7.99995E+02   6.21979E-08
 2.48375E-06   2.21017E-04   9.76974E-10   1.81349E-04   7.99995E+02   6.15323E-08
 2.48525E-06   2.14236E-04   9.17939E-10   1.80337E-04   7.99995E+02   6.08479E-08
 2.48675E-06   2.07493E-04   8.61065E-10   1.79259E-04   7.99995E+02   6.01225E-08
 2.48825E-06   2.00792E-04   8.06349E-10   1.78114E-04   7.99995E+02   5.93570E-08
 2.48975E-06   1.94134E-04   7.53762E-10   1.76958E-04   7.99995E+02   5.85890E-08
 2.49125E-06   1.87521E-04   7.03283E-10   1.75736E-04   7.99995E+02   5.77821E-08
 2.49275E-06   1.80954E-04   6.54888E-10   1.74513E-04   7.99995E+02   5.69809E-08
 2.49425E-06   1.74433E-04   6.08537E-10   1.73268E-04   7.99995E+02   5.61709E-08
 2.49575E-06   1.67959E-04   5.64207E-10   1.71990E-04   7.99995E+02   5.53453E-08
 2.49725E-06   1.61534E-04   5.21863E-10   1.70690E-04   7.99995E+02   5.45115E-08
 2.49875E-06   1.55159E-04   4.81489E-10   1.69278E-04   7.99995E+02   5.36137E-08
 2.50025E-06   1.48838E-04   4.43055E-10   1.67867E-04   7.99995E+02   5.27233E-08
 2.50175E-06   1.42570E-04   4.06526E-10   1.66411E-04   7.99995E+02   5.18127E-08
 2.50325E-06   1.36356E-04   3.71862E-10   1.64988E-04   7.99995E+02   5.09307E-08
 2.50475E-06   1.30197E-04   3.39026E-10   1.63499E-04   7.99995E+02   5.00154E-08
 2.50625E-06   1.24095E-04   3.07991E-10   1.61954E-04   7.99995E+02   4.90748E-08
 2.50775E-06   1.18051E-04   2.78719E-10   1.60410E-04   7.99995E+02   4.81431E-08
 2.50925E-06   1.12065E-04   2.51172E-10   1.58809E-04   7.99995E+02   4.71874E-08
 2.51075E-06   1.06139E-04   2.25310E-10   1.57254E-04   7.99995E+02   4.62674E-08
 2.51225E-06   1.00272E-04   2.01089E-10   1.55642E-04   7.99995E+02   4.53241E-08
 2.51375E-06   9.44669E-05   1.78480E-10   1.53965E-04   7.99995E+02   4.43522E-08
 2.51525E-06   8.87246E-05   1.57441E-10   1.52287E-04   7.99995E+02   4.33908E-08
 2.51675E-06   8.30457E-05   1.37932E-10   1.50576E-04   7.99995E+02   4.24212E-08
 2.51825E-06   7.74315E-05   1.19913E-10   1.48865E-04   7.99995E+02   4.14626E-08
 2.51975E-06   7.18805E-05   1.03336E-10   1.47187E-04   7.99995E+02   4.05333E-08
 2.52125E-06   6.63937E-05   8.81625E-11   1.45420E-04   7.99995E+02   3.95662E-08
 2.52275E-06   6.09744E-05   7.43576E-11   1.43610E-04   7.99995E+02   3.85869E-08
 2.52425E-06   5.56230E-05   6.18784E-11   1.41799E-04   7.99995E+02   3.76199E-08
 2.52575E-06   5.03390E-05   5.06802E-11   1.40010E-04   7.99995E+02   3.66769E-08
 2.52725E-06   4.51225E-05   4.07208E-11   1.38200E-04   7.99995E+02   3.57344E-08
 2.52875E-06   3.99740E-05   3.19584E-11   1.36389E-04   7.99995E+02   3.48043E-08
 2.53025E-06   3.48937E-05   2.43514E-11   1.34545E-04   7.99995E+02   3.38696E-08
 2.53175E-06   2.98834E-05   1.78603E-11   1.32679E-04   7.99995E+02   3.29366E-08
 2.53325E-06   2.49425E-05   1.24425E-11   1.30835E-04   7.99995E+02   3.20276E-08
