Time (s)   V_brick                  E_brick                  E_ESR                    R_switch (½)             E_switch (J)             Radius_switch (m)        I_brick                  Q_brick                  V_out                    P_out                    E_out                    
 8.44131E-07   3.84805E+02   2.96150E-03   3.46543E+01   7.88760E-02   9.52879E+01   1.64813E-03   1.75107E+02   7.96328E-03   4.37766E+02   7.66558E+04   6.66455E+02
 8.44207E-07   3.84472E+02   2.95637E-03   3.46543E+01   7.88754E-02   9.52879E+01   1.64814E-03   1.75067E+02   7.96328E-03   4.37669E+02   7.66215E+04   6.66455E+02
 8.44283E-07   3.84138E+02   2.95124E-03   3.46543E+01   7.88749E-02   9.52879E+01   1.64815E-03   1.75028E+02   7.96328E-03   4.37571E+02   7.65872E+04   6.66455E+02
 8.44359E-07   3.83805E+02   2.94613E-03   3.46543E+01   7.88743E-02   9.52879E+01   1.64815E-03   1.74989E+02   7.96328E-03   4.37472E+02   7.65528E+04   6.66455E+02
 8.44435E-07   3.83473E+02   2.94104E-03   3.46543E+01   7.88738E-02   9.52879E+01   1.64816E-03   1.74950E+02   7.96328E-03   4.37374E+02   7.65184E+04   6.66455E+02
 8.44511E-07   3.83142E+02   2.93595E-03   3.46543E+01   7.88733E-02   9.52879E+01   1.64816E-03   1.74910E+02   7.96328E-03   4.37275E+02   7.64838E+04   6.66455E+02
 8.44587E-07   3.82810E+02   2.93087E-03   3.46543E+01   7.88727E-02   9.52879E+01   1.64817E-03   1.74870E+02   7.96328E-03   4.37176E+02   7.64492E+04   6.66455E+02
 8.44663E-07   3.82479E+02   2.92580E-03   3.46543E+01   7.88722E-02   9.52879E+01   1.64817E-03   1.74831E+02   7.96328E-03   4.37077E+02   7.64145E+04   6.66455E+02
 8.44739E-07   3.82147E+02   2.92073E-03   3.46543E+01   7.88717E-02   9.52879E+01   1.64818E-03   1.74791E+02   7.96328E-03   4.36978E+02   7.63798E+04   6.66455E+02
 8.44815E-07   3.81816E+02   2.91566E-03   3.46543E+01   7.88711E-02   9.52879E+01   1.64818E-03   1.74751E+02   7.96328E-03   4.36878E+02   7.63448E+04   6.66455E+02
 8.44891E-07   3.81484E+02   2.91061E-03   3.46543E+01   7.88706E-02   9.52879E+01   1.64819E-03   1.74711E+02   7.96328E-03   4.36777E+02   7.63097E+04   6.66455E+02
 8.44967E-07   3.81153E+02   2.90555E-03   3.46543E+01   7.88700E-02   9.52879E+01   1.64820E-03   1.74671E+02   7.96328E-03   4.36676E+02   7.62745E+04   6.66455E+02
 8.45043E-07   3.80822E+02   2.90051E-03   3.46543E+01   7.88695E-02   9.52879E+01   1.64820E-03   1.74630E+02   7.96328E-03   4.36576E+02   7.62393E+04   6.66455E+02
 8.45119E-07   3.80491E+02   2.89547E-03   3.46543E+01   7.88689E-02   9.52879E+01   1.64821E-03   1.74590E+02   7.96328E-03   4.36475E+02   7.62040E+04   6.66455E+02
 8.45195E-07   3.80160E+02   2.89043E-03   3.46543E+01   7.88684E-02   9.52879E+01   1.64821E-03   1.74549E+02   7.96328E-03   4.36373E+02   7.61687E+04   6.66455E+02
 8.45271E-07   3.79829E+02   2.88540E-03   3.46543E+01   7.88679E-02   9.52879E+01   1.64822E-03   1.74509E+02   7.96328E-03   4.36272E+02   7.61334E+04   6.66455E+02
 8.45347E-07   3.79498E+02   2.88037E-03   3.46543E+01   7.88673E-02   9.52879E+01   1.64822E-03   1.74468E+02   7.96328E-03   4.36171E+02   7.60980E+04   6.66455E+02
 8.45423E-07   3.79167E+02   2.87535E-03   3.46543E+01   7.88668E-02   9.52879E+01   1.64823E-03   1.74428E+02   7.96328E-03   4.36070E+02   7.60626E+04   6.66455E+02
 8.45499E-07   3.78836E+02   2.87033E-03   3.46543E+01   7.88663E-02   9.52879E+01   1.64824E-03   1.74387E+02   7.96328E-03   4.35968E+02   7.60271E+04   6.66455E+02
 8.45575E-07   3.78505E+02   2.86532E-03   3.46543E+01   7.88657E-02   9.52879E+01   1.64824E-03   1.74346E+02   7.96328E-03   4.35865E+02   7.59915E+04   6.66455E+02
 8.45651E-07   3.78174E+02   2.86031E-03   3.46543E+01   7.88652E-02   9.52879E+01   1.64825E-03   1.74305E+02   7.96328E-03   4.35763E+02   7.59559E+04   6.66455E+02
 8.45727E-07   3.77843E+02   2.85530E-03   3.46543E+01   7.88646E-02   9.52879E+01   1.64825E-03   1.74264E+02   7.96328E-03   4.35661E+02   7.59202E+04   6.66455E+02
 8.45803E-07   3.77512E+02   2.85030E-03   3.46543E+01   7.88641E-02   9.52879E+01   1.64826E-03   1.74223E+02   7.96328E-03   4.35558E+02   7.58843E+04   6.66455E+02
 8.45879E-07   3.77181E+02   2.84531E-03   3.46543E+01   7.88636E-02   9.52879E+01   1.64826E-03   1.74182E+02   7.96328E-03   4.35455E+02   7.58484E+04   6.66455E+02
 8.45955E-07   3.76850E+02   2.84032E-03   3.46543E+01   7.88630E-02   9.52879E+01   1.64827E-03   1.74141E+02   7.96328E-03   4.35352E+02   7.58125E+04   6.66455E+02
 8.46031E-07   3.76520E+02   2.83534E-03   3.46543E+01   7.88625E-02   9.52879E+01   1.64827E-03   1.74099E+02   7.96328E-03   4.35249E+02   7.57766E+04   6.66455E+02
 8.46107E-07   3.76189E+02   2.83036E-03   3.46543E+01   7.88619E-02   9.52879E+01   1.64828E-03   1.74058E+02   7.96328E-03   4.35145E+02   7.57404E+04   6.66455E+02
 8.46183E-07   3.75859E+02   2.82540E-03   3.46543E+01   7.88614E-02   9.52879E+01   1.64829E-03   1.74016E+02   7.96328E-03   4.35041E+02   7.57041E+04   6.66455E+02
 8.46259E-07   3.75528E+02   2.82043E-03   3.46543E+01   7.88609E-02   9.52879E+01   1.64829E-03   1.73975E+02   7.96328E-03   4.34936E+02   7.56679E+04   6.66455E+02
 8.46335E-07   3.75198E+02   2.81547E-03   3.46543E+01   7.88603E-02   9.52879E+01   1.64830E-03   1.73933E+02   7.96328E-03   4.34832E+02   7.56316E+04   6.66455E+02
 8.46411E-07   3.74868E+02   2.81052E-03   3.46543E+01   7.88598E-02   9.52879E+01   1.64830E-03   1.73891E+02   7.96328E-03   4.34727E+02   7.55952E+04   6.66455E+02
 8.46487E-07   3.74537E+02   2.80556E-03   3.46543E+01   7.88593E-02   9.52879E+01   1.64831E-03   1.73849E+02   7.96328E-03   4.34623E+02   7.55588E+04   6.66455E+02
 8.46563E-07   3.74207E+02   2.80062E-03   3.46543E+01   7.88587E-02   9.52879E+01   1.64831E-03   1.73807E+02   7.96328E-03   4.34518E+02   7.55224E+04   6.66455E+02
 8.46639E-07   3.73877E+02   2.79567E-03   3.46543E+01   7.88582E-02   9.52879E+01   1.64832E-03   1.73765E+02   7.96328E-03   4.34413E+02   7.54859E+04   6.66455E+02
 8.46715E-07   3.73546E+02   2.79074E-03   3.46543E+01   7.88576E-02   9.52879E+01   1.64833E-03   1.73723E+02   7.96328E-03   4.34307E+02   7.54490E+04   6.66455E+02
 8.46791E-07   3.73216E+02   2.78580E-03   3.46543E+01   7.88571E-02   9.52879E+01   1.64833E-03   1.73680E+02   7.96328E-03   4.34200E+02   7.54120E+04   6.66455E+02
 8.46867E-07   3.72886E+02   2.78087E-03   3.46543E+01   7.88566E-02   9.52879E+01   1.64834E-03   1.73638E+02   7.96328E-03   4.34094E+02   7.53750E+04   6.66455E+02
 8.46943E-07   3.72555E+02   2.77595E-03   3.46543E+01   7.88560E-02   9.52879E+01   1.64834E-03   1.73595E+02   7.96328E-03   4.33987E+02   7.53380E+04   6.66455E+02
 8.47019E-07   3.72225E+02   2.77103E-03   3.46543E+01   7.88555E-02   9.52879E+01   1.64835E-03   1.73552E+02   7.96328E-03   4.33880E+02   7.53009E+04   6.66455E+02
 8.47095E-07   3.71895E+02   2.76611E-03   3.46543E+01   7.88549E-02   9.52879E+01   1.64835E-03   1.73509E+02   7.96328E-03   4.33773E+02   7.52637E+04   6.66455E+02
 8.47171E-07   3.71564E+02   2.76120E-03   3.46543E+01   7.88544E-02   9.52879E+01   1.64836E-03   1.73467E+02   7.96328E-03   4.33666E+02   7.52266E+04   6.66455E+02
 8.47247E-07   3.71235E+02   2.75630E-03   3.46543E+01   7.88539E-02   9.52879E+01   1.64836E-03   1.73424E+02   7.96328E-03   4.33559E+02   7.51895E+04   6.66455E+02
 8.47323E-07   3.70905E+02   2.75141E-03   3.46543E+01   7.88533E-02   9.52879E+01   1.64837E-03   1.73381E+02   7.96328E-03   4.33452E+02   7.51522E+04   6.66455E+02
 8.47399E-07   3.70575E+02   2.74652E-03   3.46543E+01   7.88528E-02   9.52879E+01   1.64838E-03   1.73338E+02   7.96328E-03   4.33345E+02   7.51151E+04   6.66455E+02
 8.47475E-07   3.70246E+02   2.74164E-03   3.46543E+01   7.88522E-02   9.52879E+01   1.64838E-03   1.73295E+02   7.96328E-03   4.33237E+02   7.50777E+04   6.66455E+02
 8.47551E-07   3.69916E+02   2.73676E-03   3.46543E+01   7.88517E-02   9.52879E+01   1.64839E-03   1.73252E+02   7.96328E-03   4.33129E+02   7.50402E+04   6.66455E+02
 8.47627E-07   3.69587E+02   2.73189E-03   3.46543E+01   7.88512E-02   9.52879E+01   1.64839E-03   1.73208E+02   7.96328E-03   4.33021E+02   7.50027E+04   6.66455E+02
 8.47703E-07   3.69257E+02   2.72702E-03   3.46543E+01   7.88506E-02   9.52879E+01   1.64840E-03   1.73165E+02   7.96328E-03   4.32912E+02   7.49652E+04   6.66455E+02
 8.47779E-07   3.68928E+02   2.72216E-03   3.46543E+01   7.88501E-02   9.52879E+01   1.64840E-03   1.73121E+02   7.96328E-03   4.32804E+02   7.49276E+04   6.66455E+02
 8.47855E-07   3.68598E+02   2.71730E-03   3.46543E+01   7.88495E-02   9.52879E+01   1.64841E-03   1.73078E+02   7.96328E-03   4.32694E+02   7.48896E+04   6.66455E+02
 8.47931E-07   3.68269E+02   2.71244E-03   3.46543E+01   7.88490E-02   9.52879E+01   1.64842E-03   1.73034E+02   7.96328E-03   4.32584E+02   7.48517E+04   6.66455E+02
 8.48007E-07   3.67940E+02   2.70760E-03   3.46543E+01   7.88485E-02   9.52879E+01   1.64842E-03   1.72990E+02   7.96328E-03   4.32475E+02   7.48137E+04   6.66455E+02
 8.48083E-07   3.67613E+02   2.70278E-03   3.46543E+01   7.88479E-02   9.52879E+01   1.64843E-03   1.72946E+02   7.96328E-03   4.32365E+02   7.47756E+04   6.66455E+02
 8.48159E-07   3.67285E+02   2.69797E-03   3.46543E+01   7.88474E-02   9.52879E+01   1.64843E-03   1.72902E+02   7.96328E-03   4.32254E+02   7.47376E+04   6.66455E+02
 8.48235E-07   3.66958E+02   2.69316E-03   3.46543E+01   7.88468E-02   9.52879E+01   1.64844E-03   1.72858E+02   7.96328E-03   4.32144E+02   7.46995E+04   6.66455E+02
 8.48311E-07   3.66630E+02   2.68836E-03   3.46543E+01   7.88463E-02   9.52879E+01   1.64844E-03   1.72814E+02   7.96328E-03   4.32034E+02   7.46614E+04   6.66455E+02
 8.48387E-07   3.66303E+02   2.68356E-03   3.46543E+01   7.88458E-02   9.52879E+01   1.64845E-03   1.72770E+02   7.96328E-03   4.31924E+02   7.46233E+04   6.66455E+02
 8.48463E-07   3.65976E+02   2.67876E-03   3.46543E+01   7.88452E-02   9.52879E+01   1.64846E-03   1.72725E+02   7.96328E-03   4.31813E+02   7.45851E+04   6.66455E+02
 8.48539E-07   3.65648E+02   2.67397E-03   3.46543E+01   7.88447E-02   9.52879E+01   1.64846E-03   1.72681E+02   7.96328E-03   4.31703E+02   7.45468E+04   6.66455E+02
 8.48615E-07   3.65321E+02   2.66919E-03   3.46543E+01   7.88442E-02   9.52879E+01   1.64847E-03   1.72637E+02   7.96328E-03   4.31592E+02   7.45086E+04   6.66455E+02
 8.48691E-07   3.64994E+02   2.66441E-03   3.46543E+01   7.88436E-02   9.52879E+01   1.64847E-03   1.72592E+02   7.96328E-03   4.31480E+02   7.44700E+04   6.66455E+02
 8.48768E-07   3.64667E+02   2.65963E-03   3.46543E+01   7.88431E-02   9.52879E+01   1.64848E-03   1.72547E+02   7.96328E-03   4.31368E+02   7.44312E+04   6.66455E+02
 8.48844E-07   3.64339E+02   2.65486E-03   3.46543E+01   7.88425E-02   9.52879E+01   1.64848E-03   1.72502E+02   7.96328E-03   4.31255E+02   7.43924E+04   6.66455E+02
 8.48920E-07   3.64012E+02   2.65010E-03   3.46543E+01   7.88420E-02   9.52879E+01   1.64849E-03   1.72457E+02   7.96328E-03   4.31143E+02   7.43536E+04   6.66455E+02
 8.48996E-07   3.63685E+02   2.64534E-03   3.46543E+01   7.88415E-02   9.52879E+01   1.64849E-03   1.72412E+02   7.96328E-03   4.31030E+02   7.43146E+04   6.66455E+02
 8.49072E-07   3.63358E+02   2.64058E-03   3.46543E+01   7.88409E-02   9.52879E+01   1.64850E-03   1.72367E+02   7.96328E-03   4.30917E+02   7.42757E+04   6.66455E+02
 8.49148E-07   3.63031E+02   2.63583E-03   3.46543E+01   7.88404E-02   9.52879E+01   1.64851E-03   1.72321E+02   7.96328E-03   4.30804E+02   7.42367E+04   6.66455E+02
 8.49224E-07   3.62704E+02   2.63109E-03   3.46543E+01   7.88398E-02   9.52879E+01   1.64851E-03   1.72276E+02   7.96328E-03   4.30690E+02   7.41977E+04   6.66455E+02
 8.49300E-07   3.62377E+02   2.62634E-03   3.46543E+01   7.88393E-02   9.52879E+01   1.64852E-03   1.72231E+02   7.96328E-03   4.30577E+02   7.41587E+04   6.66455E+02
 8.49376E-07   3.62050E+02   2.62161E-03   3.46543E+01   7.88388E-02   9.52879E+01   1.64852E-03   1.72186E+02   7.96328E-03   4.30464E+02   7.41197E+04   6.66455E+02
 8.49452E-07   3.61723E+02   2.61687E-03   3.46543E+01   7.88382E-02   9.52879E+01   1.64853E-03   1.72140E+02   7.96328E-03   4.30351E+02   7.40806E+04   6.66455E+02
 8.49528E-07   3.61396E+02   2.61214E-03   3.46543E+01   7.88377E-02   9.52879E+01   1.64853E-03   1.72095E+02   7.96328E-03   4.30237E+02   7.40414E+04   6.66455E+02
 8.49604E-07   3.61069E+02   2.60742E-03   3.46543E+01   7.88371E-02   9.52879E+01   1.64854E-03   1.72049E+02   7.96328E-03   4.30122E+02   7.40021E+04   6.66455E+02
 8.49680E-07   3.60742E+02   2.60270E-03   3.46543E+01   7.88366E-02   9.52879E+01   1.64855E-03   1.72003E+02   7.96328E-03   4.30008E+02   7.39628E+04   6.66455E+02
 8.49756E-07   3.60415E+02   2.59798E-03   3.46543E+01   7.88361E-02   9.52879E+01   1.64855E-03   1.71957E+02   7.96328E-03   4.29894E+02   7.39234E+04   6.66455E+02
 8.49832E-07   3.60088E+02   2.59327E-03   3.46543E+01   7.88355E-02   9.52879E+01   1.64856E-03   1.71911E+02   7.96328E-03   4.29779E+02   7.38839E+04   6.66455E+02
 8.49908E-07   3.59762E+02   2.58857E-03   3.46543E+01   7.88350E-02   9.52879E+01   1.64856E-03   1.71865E+02   7.96328E-03   4.29663E+02   7.38443E+04   6.66455E+02
 8.49984E-07   3.59435E+02   2.58387E-03   3.46543E+01   7.88345E-02   9.52879E+01   1.64857E-03   1.71819E+02   7.96328E-03   4.29548E+02   7.38045E+04   6.66455E+02
 8.50060E-07   3.59109E+02   2.57919E-03   3.46543E+01   7.88339E-02   9.52879E+01   1.64857E-03   1.71773E+02   7.96328E-03   4.29432E+02   7.37648E+04   6.66455E+02
 8.50136E-07   3.58783E+02   2.57451E-03   3.46543E+01   7.88334E-02   9.52879E+01   1.64858E-03   1.71727E+02   7.96328E-03   4.29316E+02   7.37250E+04   6.66455E+02
 8.50212E-07   3.58457E+02   2.56983E-03   3.46543E+01   7.88328E-02   9.52879E+01   1.64858E-03   1.71680E+02   7.96328E-03   4.29200E+02   7.36851E+04   6.66455E+02
 8.50288E-07   3.58132E+02   2.56517E-03   3.46543E+01   7.88323E-02   9.52879E+01   1.64859E-03   1.71634E+02   7.96328E-03   4.29084E+02   7.36453E+04   6.66455E+02
 8.50364E-07   3.57806E+02   2.56050E-03   3.46543E+01   7.88317E-02   9.52879E+01   1.64860E-03   1.71587E+02   7.96328E-03   4.28968E+02   7.36055E+04   6.66455E+02
 8.50440E-07   3.57480E+02   2.55584E-03   3.46543E+01   7.88312E-02   9.52879E+01   1.64860E-03   1.71541E+02   7.96328E-03   4.28852E+02   7.35657E+04   6.66455E+02
 8.50516E-07   3.57154E+02   2.55118E-03   3.46543E+01   7.88307E-02   9.52879E+01   1.64861E-03   1.71494E+02   7.96328E-03   4.28736E+02   7.35258E+04   6.66455E+02
 8.50592E-07   3.56829E+02   2.54653E-03   3.46543E+01   7.88301E-02   9.52879E+01   1.64861E-03   1.71448E+02   7.96328E-03   4.28619E+02   7.34857E+04   6.66455E+02
 8.50668E-07   3.56503E+02   2.54189E-03   3.46543E+01   7.88296E-02   9.52879E+01   1.64862E-03   1.71401E+02   7.96328E-03   4.28502E+02   7.34456E+04   6.66455E+02
 8.50744E-07   3.56177E+02   2.53724E-03   3.46543E+01   7.88291E-02   9.52879E+01   1.64862E-03   1.71354E+02   7.96328E-03   4.28385E+02   7.34054E+04   6.66455E+02
 8.50820E-07   3.55851E+02   2.53260E-03   3.46543E+01   7.88285E-02   9.52879E+01   1.64863E-03   1.71307E+02   7.96328E-03   4.28267E+02   7.33651E+04   6.66455E+02
 8.50896E-07   3.55526E+02   2.52797E-03   3.46543E+01   7.88280E-02   9.52879E+01   1.64864E-03   1.71260E+02   7.96328E-03   4.28149E+02   7.33246E+04   6.66455E+02
 8.50972E-07   3.55200E+02   2.52334E-03   3.46543E+01   7.88274E-02   9.52879E+01   1.64864E-03   1.71212E+02   7.96328E-03   4.28031E+02   7.32841E+04   6.66455E+02
 8.51048E-07   3.54874E+02   2.51871E-03   3.46543E+01   7.88269E-02   9.52879E+01   1.64865E-03   1.71165E+02   7.96328E-03   4.27912E+02   7.32436E+04   6.66455E+02
 8.51124E-07   3.54548E+02   2.51409E-03   3.46543E+01   7.88264E-02   9.52879E+01   1.64865E-03   1.71118E+02   7.96328E-03   4.27794E+02   7.32030E+04   6.66455E+02
 8.51200E-07   3.54222E+02   2.50947E-03   3.46543E+01   7.88258E-02   9.52879E+01   1.64866E-03   1.71070E+02   7.96328E-03   4.27675E+02   7.31623E+04   6.66455E+02
 8.51276E-07   3.53897E+02   2.50486E-03   3.46543E+01   7.88253E-02   9.52879E+01   1.64866E-03   1.71022E+02   7.96328E-03   4.27556E+02   7.31216E+04   6.66455E+02
 8.51352E-07   3.53572E+02   2.50026E-03   3.46543E+01   7.88248E-02   9.52879E+01   1.64867E-03   1.70975E+02   7.96328E-03   4.27437E+02   7.30809E+04   6.66455E+02
 8.51428E-07   3.53247E+02   2.49567E-03   3.46543E+01   7.88242E-02   9.52879E+01   1.64867E-03   1.70927E+02   7.96328E-03   4.27318E+02   7.30401E+04   6.66455E+02
 8.51504E-07   3.52923E+02   2.49109E-03   3.46543E+01   7.88237E-02   9.52879E+01   1.64868E-03   1.70879E+02   7.96328E-03   4.27198E+02   7.29992E+04   6.66455E+02
 8.51580E-07   3.52599E+02   2.48651E-03   3.46543E+01   7.88231E-02   9.52879E+01   1.64869E-03   1.70831E+02   7.96328E-03   4.27078E+02   7.29582E+04   6.66455E+02
 8.51655E-07   3.52274E+02   2.48195E-03   3.46543E+01   7.88226E-02   9.52879E+01   1.64869E-03   1.70783E+02   7.96328E-03   4.26958E+02   7.29171E+04   6.66455E+02
 8.51731E-07   3.51951E+02   2.47738E-03   3.46543E+01   7.88221E-02   9.52879E+01   1.64870E-03   1.70735E+02   7.96328E-03   4.26837E+02   7.28760E+04   6.66455E+02
 8.51807E-07   3.51627E+02   2.47283E-03   3.46543E+01   7.88215E-02   9.52879E+01   1.64870E-03   1.70687E+02   7.96328E-03   4.26717E+02   7.28349E+04   6.66455E+02
 8.51883E-07   3.51303E+02   2.46827E-03   3.46543E+01   7.88210E-02   9.52879E+01   1.64871E-03   1.70638E+02   7.96328E-03   4.26596E+02   7.27936E+04   6.66455E+02
 8.51959E-07   3.50979E+02   2.46373E-03   3.46543E+01   7.88204E-02   9.52879E+01   1.64871E-03   1.70590E+02   7.96328E-03   4.26475E+02   7.27522E+04   6.66455E+02
 8.52035E-07   3.50655E+02   2.45918E-03   3.46543E+01   7.88199E-02   9.52879E+01   1.64872E-03   1.70541E+02   7.96328E-03   4.26353E+02   7.27108E+04   6.66455E+02
 8.52111E-07   3.50331E+02   2.45464E-03   3.46543E+01   7.88194E-02   9.52879E+01   1.64873E-03   1.70493E+02   7.96328E-03   4.26232E+02   7.26693E+04   6.66455E+02
 8.52187E-07   3.50007E+02   2.45010E-03   3.46543E+01   7.88188E-02   9.52879E+01   1.64873E-03   1.70444E+02   7.96328E-03   4.26110E+02   7.26278E+04   6.66455E+02
 8.52263E-07   3.49684E+02   2.44557E-03   3.46543E+01   7.88183E-02   9.52879E+01   1.64874E-03   1.70395E+02   7.96328E-03   4.25988E+02   7.25864E+04   6.66455E+02
 8.52339E-07   3.49360E+02   2.44104E-03   3.46543E+01   7.88178E-02   9.52879E+01   1.64874E-03   1.70347E+02   7.96328E-03   4.25866E+02   7.25449E+04   6.66455E+02
 8.52415E-07   3.49036E+02   2.43652E-03   3.46543E+01   7.88172E-02   9.52879E+01   1.64875E-03   1.70298E+02   7.96328E-03   4.25744E+02   7.25033E+04   6.66455E+02
 8.52491E-07   3.48712E+02   2.43200E-03   3.46543E+01   7.88167E-02   9.52879E+01   1.64875E-03   1.70249E+02   7.96328E-03   4.25622E+02   7.24618E+04   6.66455E+02
 8.52567E-07   3.48388E+02   2.42749E-03   3.46543E+01   7.88161E-02   9.52879E+01   1.64876E-03   1.70200E+02   7.96328E-03   4.25500E+02   7.24202E+04   6.66455E+02
 8.52643E-07   3.48065E+02   2.42298E-03   3.46543E+01   7.88156E-02   9.52879E+01   1.64877E-03   1.70151E+02   7.96328E-03   4.25378E+02   7.23786E+04   6.66455E+02
 8.52719E-07   3.47742E+02   2.41849E-03   3.46543E+01   7.88151E-02   9.52879E+01   1.64877E-03   1.70102E+02   7.96328E-03   4.25255E+02   7.23368E+04   6.66455E+02
 8.52795E-07   3.47419E+02   2.41400E-03   3.46543E+01   7.88145E-02   9.52879E+01   1.64878E-03   1.70053E+02   7.96328E-03   4.25132E+02   7.22950E+04   6.66455E+02
 8.52871E-07   3.47097E+02   2.40952E-03   3.46543E+01   7.88140E-02   9.52879E+01   1.64878E-03   1.70004E+02   7.96328E-03   4.25009E+02   7.22530E+04   6.66455E+02
 8.52947E-07   3.46774E+02   2.40505E-03   3.46543E+01   7.88134E-02   9.52879E+01   1.64879E-03   1.69954E+02   7.96328E-03   4.24885E+02   7.22110E+04   6.66455E+02
 8.53023E-07   3.46451E+02   2.40057E-03   3.46543E+01   7.88129E-02   9.52879E+01   1.64879E-03   1.69905E+02   7.96328E-03   4.24761E+02   7.21689E+04   6.66455E+02
 8.53099E-07   3.46129E+02   2.39610E-03   3.46543E+01   7.88124E-02   9.52879E+01   1.64880E-03   1.69855E+02   7.96328E-03   4.24637E+02   7.21267E+04   6.66455E+02
 8.53175E-07   3.45806E+02   2.39164E-03   3.46543E+01   7.88118E-02   9.52879E+01   1.64880E-03   1.69805E+02   7.96328E-03   4.24513E+02   7.20844E+04   6.66455E+02
 8.53251E-07   3.45484E+02   2.38718E-03   3.46543E+01   7.88113E-02   9.52879E+01   1.64881E-03   1.69755E+02   7.96328E-03   4.24388E+02   7.20420E+04   6.66455E+02
 8.53327E-07   3.45161E+02   2.38272E-03   3.46543E+01   7.88107E-02   9.52879E+01   1.64882E-03   1.69705E+02   7.96328E-03   4.24263E+02   7.19997E+04   6.66455E+02
 8.53403E-07   3.44838E+02   2.37827E-03   3.46543E+01   7.88102E-02   9.52879E+01   1.64882E-03   1.69655E+02   7.96328E-03   4.24138E+02   7.19573E+04   6.66455E+02
 8.53479E-07   3.44516E+02   2.37382E-03   3.46543E+01   7.88097E-02   9.52879E+01   1.64883E-03   1.69605E+02   7.96328E-03   4.24014E+02   7.19150E+04   6.66455E+02
 8.53555E-07   3.44193E+02   2.36938E-03   3.46543E+01   7.88091E-02   9.52879E+01   1.64883E-03   1.69555E+02   7.96328E-03   4.23888E+02   7.18725E+04   6.66455E+02
 8.53631E-07   3.43871E+02   2.36495E-03   3.46543E+01   7.88086E-02   9.52879E+01   1.64884E-03   1.69505E+02   7.96328E-03   4.23763E+02   7.18301E+04   6.66455E+02
 8.53707E-07   3.43549E+02   2.36051E-03   3.46543E+01   7.88081E-02   9.52879E+01   1.64884E-03   1.69455E+02   7.96328E-03   4.23637E+02   7.17874E+04   6.66455E+02
