Time (s)   V_brick                  E_brick                  E_ESR                    R_switch (½)             E_switch (J)             Radius_switch (m)        I_brick (kV)             Q_brick                  V_out                    P_out                    E_out                    
 4.36999E-07  -7.06281E+04   1.59627E+03   5.42367E+02   9.73532E-03   9.75670E+02   5.02946E-03   8.69077E+01   1.09218E-01   8.69077E-16   7.55295E-11   3.33769E-16
 4.37075E-07  -7.06388E+04   1.59675E+03   5.42376E+02   9.73443E-03   9.75675E+02   5.02969E-03   8.67135E+01   1.09225E-01   8.67135E-16   7.51923E-11   3.33776E-16
 4.37151E-07  -7.06494E+04   1.59723E+03   5.42386E+02   9.73355E-03   9.75680E+02   5.02992E-03   8.65193E+01   1.09232E-01   8.65193E-16   7.48559E-11   3.33782E-16
 4.37227E-07  -7.06601E+04   1.59771E+03   5.42395E+02   9.73267E-03   9.75684E+02   5.03014E-03   8.63250E+01   1.09239E-01   8.63250E-16   7.45201E-11   3.33788E-16
 4.37303E-07  -7.06707E+04   1.59819E+03   5.42404E+02   9.73178E-03   9.75689E+02   5.03037E-03   8.61308E+01   1.09246E-01   8.61308E-16   7.41852E-11   3.33794E-16
 4.37379E-07  -7.06811E+04   1.59866E+03   5.42413E+02   9.73090E-03   9.75693E+02   5.03060E-03   8.59366E+01   1.09252E-01   8.59366E-16   7.38510E-11   3.33800E-16
 4.37455E-07  -7.06911E+04   1.59911E+03   5.42423E+02   9.73002E-03   9.75698E+02   5.03083E-03   8.57424E+01   1.09259E-01   8.57424E-16   7.35176E-11   3.33806E-16
 4.37531E-07  -7.07011E+04   1.59957E+03   5.42432E+02   9.72914E-03   9.75703E+02   5.03106E-03   8.55482E+01   1.09266E-01   8.55482E-16   7.31849E-11   3.33812E-16
 4.37607E-07  -7.07111E+04   1.60002E+03   5.42441E+02   9.72825E-03   9.75707E+02   5.03129E-03   8.53539E+01   1.09272E-01   8.53539E-16   7.28529E-11   3.33818E-16
 4.37683E-07  -7.07210E+04   1.60047E+03   5.42451E+02   9.72738E-03   9.75712E+02   5.03151E-03   8.51597E+01   1.09278E-01   8.51597E-16   7.25217E-11   3.33824E-16
 4.37759E-07  -7.07309E+04   1.60092E+03   5.42460E+02   9.72655E-03   9.75717E+02   5.03172E-03   8.49655E+01   1.09284E-01   8.49655E-16   7.21913E-11   3.33830E-16
 4.37835E-07  -7.07408E+04   1.60136E+03   5.42469E+02   9.72573E-03   9.75721E+02   5.03194E-03   8.47712E+01   1.09291E-01   8.47712E-16   7.18616E-11   3.33836E-16
 4.37911E-07  -7.07507E+04   1.60181E+03   5.42478E+02   9.72490E-03   9.75726E+02   5.03215E-03   8.45770E+01   1.09297E-01   8.45770E-16   7.15327E-11   3.33842E-16
 4.37987E-07  -7.07606E+04   1.60226E+03   5.42488E+02   9.72406E-03   9.75731E+02   5.03237E-03   8.43828E+01   1.09303E-01   8.43828E-16   7.12045E-11   3.33848E-16
 4.38063E-07  -7.07705E+04   1.60271E+03   5.42497E+02   9.72324E-03   9.75735E+02   5.03258E-03   8.41886E+01   1.09309E-01   8.41886E-16   7.08772E-11   3.33854E-16
 4.38139E-07  -7.07804E+04   1.60316E+03   5.42506E+02   9.72241E-03   9.75740E+02   5.03280E-03   8.39944E+01   1.09315E-01   8.39944E-16   7.05505E-11   3.33860E-16
 4.38215E-07  -7.07903E+04   1.60361E+03   5.42516E+02   9.72158E-03   9.75744E+02   5.03301E-03   8.38001E+01   1.09322E-01   8.38001E-16   7.02245E-11   3.33866E-16
 4.38291E-07  -7.08002E+04   1.60406E+03   5.42525E+02   9.72075E-03   9.75749E+02   5.03323E-03   8.36056E+01   1.09328E-01   8.36056E-16   6.98989E-11   3.33872E-16
 4.38367E-07  -7.08102E+04   1.60451E+03   5.42534E+02   9.71992E-03   9.75754E+02   5.03344E-03   8.34111E+01   1.09334E-01   8.34111E-16   6.95740E-11   3.33878E-16
 4.38443E-07  -7.08200E+04   1.60495E+03   5.42543E+02   9.71909E-03   9.75758E+02   5.03366E-03   8.32165E+01   1.09340E-01   8.32165E-16   6.92499E-11   3.33884E-16
 4.38519E-07  -7.08299E+04   1.60540E+03   5.42553E+02   9.71826E-03   9.75763E+02   5.03387E-03   8.30219E+01   1.09347E-01   8.30219E-16   6.89264E-11   3.33890E-16
 4.38595E-07  -7.08398E+04   1.60585E+03   5.42562E+02   9.71743E-03   9.75768E+02   5.03409E-03   8.28274E+01   1.09353E-01   8.28274E-16   6.86037E-11   3.33896E-16
 4.38671E-07  -7.08496E+04   1.60629E+03   5.42571E+02   9.71660E-03   9.75772E+02   5.03430E-03   8.26328E+01   1.09359E-01   8.26328E-16   6.82818E-11   3.33902E-16
 4.38747E-07  -7.08595E+04   1.60674E+03   5.42580E+02   9.71578E-03   9.75777E+02   5.03451E-03   8.24382E+01   1.09365E-01   8.24382E-16   6.79605E-11   3.33908E-16
 4.38823E-07  -7.08693E+04   1.60718E+03   5.42590E+02   9.71495E-03   9.75782E+02   5.03473E-03   8.22436E+01   1.09371E-01   8.22436E-16   6.76401E-11   3.33914E-16
 4.38899E-07  -7.08790E+04   1.60763E+03   5.42599E+02   9.71412E-03   9.75786E+02   5.03494E-03   8.20490E+01   1.09378E-01   8.20490E-16   6.73204E-11   3.33920E-16
 4.38975E-07  -7.08887E+04   1.60807E+03   5.42608E+02   9.71329E-03   9.75791E+02   5.03516E-03   8.18545E+01   1.09384E-01   8.18545E-16   6.70016E-11   3.33926E-16
 4.39051E-07  -7.08984E+04   1.60851E+03   5.42618E+02   9.71246E-03   9.75795E+02   5.03537E-03   8.16599E+01   1.09390E-01   8.16599E-16   6.66835E-11   3.33932E-16
 4.39127E-07  -7.09080E+04   1.60894E+03   5.42627E+02   9.71164E-03   9.75800E+02   5.03559E-03   8.14654E+01   1.09396E-01   8.14654E-16   6.63661E-11   3.33938E-16
 4.39203E-07  -7.09176E+04   1.60938E+03   5.42636E+02   9.71081E-03   9.75805E+02   5.03580E-03   8.12708E+01   1.09403E-01   8.12708E-16   6.60495E-11   3.33944E-16
 4.39279E-07  -7.09271E+04   1.60981E+03   5.42645E+02   9.70998E-03   9.75809E+02   5.03602E-03   8.10763E+01   1.09409E-01   8.10763E-16   6.57336E-11   3.33948E-16
 4.39355E-07  -7.09367E+04   1.61024E+03   5.42655E+02   9.70915E-03   9.75814E+02   5.03623E-03   8.08817E+01   1.09415E-01   8.08817E-16   6.54185E-11   3.33952E-16
 4.39431E-07  -7.09463E+04   1.61068E+03   5.42664E+02   9.70833E-03   9.75819E+02   5.03645E-03   8.06871E+01   1.09421E-01   8.06871E-16   6.51040E-11   3.33956E-16
 4.39507E-07  -7.09558E+04   1.61111E+03   5.42673E+02   9.70750E-03   9.75823E+02   5.03666E-03   8.04925E+01   1.09428E-01   8.04925E-16   6.47903E-11   3.33960E-16
 4.39583E-07  -7.09654E+04   1.61155E+03   5.42682E+02   9.70667E-03   9.75828E+02   5.03688E-03   8.02978E+01   1.09434E-01   8.02978E-16   6.44773E-11   3.33964E-16
 4.39659E-07  -7.09750E+04   1.61198E+03   5.42692E+02   9.70585E-03   9.75833E+02   5.03709E-03   8.01031E+01   1.09440E-01   8.01031E-16   6.41651E-11   3.33968E-16
 4.39735E-07  -7.09845E+04   1.61242E+03   5.42701E+02   9.70502E-03   9.75837E+02   5.03730E-03   7.99084E+01   1.09446E-01   7.99084E-16   6.38535E-11   3.33972E-16
 4.39811E-07  -7.09941E+04   1.61285E+03   5.42710E+02   9.70419E-03   9.75842E+02   5.03752E-03   7.97136E+01   1.09452E-01   7.97136E-16   6.35426E-11   3.33976E-16
 4.39887E-07  -7.10037E+04   1.61329E+03   5.42720E+02   9.70337E-03   9.75846E+02   5.03773E-03   7.95189E+01   1.09459E-01   7.95189E-16   6.32325E-11   3.33980E-16
 4.39963E-07  -7.10132E+04   1.61372E+03   5.42729E+02   9.70254E-03   9.75851E+02   5.03795E-03   7.93241E+01   1.09465E-01   7.93241E-16   6.29232E-11   3.33984E-16
 4.40039E-07  -7.10228E+04   1.61415E+03   5.42738E+02   9.70172E-03   9.75856E+02   5.03816E-03   7.91294E+01   1.09471E-01   7.91294E-16   6.26146E-11   3.33988E-16
 4.40115E-07  -7.10323E+04   1.61459E+03   5.42747E+02   9.70089E-03   9.75860E+02   5.03838E-03   7.89346E+01   1.09477E-01   7.89346E-16   6.23067E-11   3.33992E-16
 4.40191E-07  -7.10418E+04   1.61502E+03   5.42757E+02   9.70006E-03   9.75865E+02   5.03859E-03   7.87399E+01   1.09484E-01   7.87399E-16   6.19997E-11   3.33996E-16
 4.40267E-07  -7.10513E+04   1.61545E+03   5.42766E+02   9.69924E-03   9.75870E+02   5.03880E-03   7.85451E+01   1.09490E-01   7.85451E-16   6.16934E-11   3.34000E-16
 4.40343E-07  -7.10608E+04   1.61588E+03   5.42775E+02   9.69841E-03   9.75874E+02   5.03902E-03   7.83504E+01   1.09496E-01   7.83504E-16   6.13878E-11   3.34004E-16
 4.40419E-07  -7.10703E+04   1.61631E+03   5.42785E+02   9.69759E-03   9.75879E+02   5.03923E-03   7.81556E+01   1.09502E-01   7.81556E-16   6.10830E-11   3.34008E-16
 4.40495E-07  -7.10798E+04   1.61675E+03   5.42794E+02   9.69677E-03   9.75884E+02   5.03945E-03   7.79608E+01   1.09508E-01   7.79608E-16   6.07789E-11   3.34012E-16
 4.40571E-07  -7.10891E+04   1.61717E+03   5.42803E+02   9.69594E-03   9.75888E+02   5.03966E-03   7.77661E+01   1.09513E-01   7.77661E-16   6.04756E-11   3.34016E-16
 4.40647E-07  -7.10981E+04   1.61758E+03   5.42812E+02   9.69512E-03   9.75893E+02   5.03988E-03   7.75713E+01   1.09519E-01   7.75713E-16   6.01730E-11   3.34020E-16
 4.40723E-07  -7.11070E+04   1.61799E+03   5.42822E+02   9.69434E-03   9.75898E+02   5.04008E-03   7.73765E+01   1.09525E-01   7.73765E-16   5.98712E-11   3.34024E-16
 4.40799E-07  -7.11159E+04   1.61839E+03   5.42831E+02   9.69357E-03   9.75902E+02   5.04028E-03   7.71817E+01   1.09530E-01   7.71817E-16   5.95702E-11   3.34028E-16
 4.40875E-07  -7.11248E+04   1.61880E+03   5.42840E+02   9.69280E-03   9.75907E+02   5.04048E-03   7.69869E+01   1.09536E-01   7.69869E-16   5.92699E-11   3.34032E-16
 4.40951E-07  -7.11337E+04   1.61920E+03   5.42849E+02   9.69203E-03   9.75911E+02   5.04068E-03   7.67922E+01   1.09542E-01   7.67922E-16   5.89704E-11   3.34036E-16
 4.41027E-07  -7.11426E+04   1.61961E+03   5.42859E+02   9.69125E-03   9.75916E+02   5.04088E-03   7.65974E+01   1.09547E-01   7.65974E-16   5.86717E-11   3.34040E-16
 4.41103E-07  -7.11515E+04   1.62001E+03   5.42868E+02   9.69048E-03   9.75921E+02   5.04108E-03   7.64026E+01   1.09553E-01   7.64026E-16   5.83736E-11   3.34044E-16
 4.41179E-07  -7.11605E+04   1.62042E+03   5.42877E+02   9.68971E-03   9.75925E+02   5.04128E-03   7.62078E+01   1.09559E-01   7.62078E-16   5.80763E-11   3.34048E-16
 4.41255E-07  -7.11694E+04   1.62082E+03   5.42887E+02   9.68894E-03   9.75930E+02   5.04148E-03   7.60130E+01   1.09564E-01   7.60130E-16   5.77797E-11   3.34052E-16
 4.41331E-07  -7.11783E+04   1.62123E+03   5.42896E+02   9.68817E-03   9.75935E+02   5.04168E-03   7.58181E+01   1.09570E-01   7.58181E-16   5.74839E-11   3.34056E-16
 4.41407E-07  -7.11872E+04   1.62164E+03   5.42905E+02   9.68739E-03   9.75939E+02   5.04188E-03   7.56232E+01   1.09576E-01   7.56232E-16   5.71887E-11   3.34060E-16
