Time (s)   V_brick                  E_brick                  E_ESR                    R_switch (½)             E_switch (J)             Radius_switch (m)        I_brick (kV)             Q_brick                  V_out                    P_out                    E_out                    
 8.32579E-07   5.48040E+04   9.61114E+02   8.86807E+02   5.37792E-03   1.12335E+03   6.76689E-03  -1.36525E+02   2.89160E-02  -1.36525E-15   1.86390E-10   5.45708E-16
 8.32655E-07   5.48203E+04   9.61686E+02   8.86831E+02   5.37757E-03   1.12335E+03   6.76711E-03  -1.36371E+02   2.89057E-02  -1.36371E-15   1.85971E-10   5.45724E-16
 8.32731E-07   5.48365E+04   9.62255E+02   8.86854E+02   5.37723E-03   1.12336E+03   6.76733E-03  -1.36217E+02   2.88954E-02  -1.36217E-15   1.85551E-10   5.45740E-16
 8.32807E-07   5.48527E+04   9.62822E+02   8.86877E+02   5.37688E-03   1.12337E+03   6.76755E-03  -1.36063E+02   2.88850E-02  -1.36063E-15   1.85132E-10   5.45754E-16
 8.32883E-07   5.48688E+04   9.63388E+02   8.86900E+02   5.37653E-03   1.12338E+03   6.76777E-03  -1.35909E+02   2.88747E-02  -1.35909E-15   1.84713E-10   5.45766E-16
 8.32959E-07   5.48850E+04   9.63955E+02   8.86923E+02   5.37618E-03   1.12339E+03   6.76799E-03  -1.35755E+02   2.88644E-02  -1.35755E-15   1.84295E-10   5.45779E-16
 8.33035E-07   5.49011E+04   9.64522E+02   8.86947E+02   5.37583E-03   1.12340E+03   6.76821E-03  -1.35601E+02   2.88540E-02  -1.35601E-15   1.83877E-10   5.45791E-16
 8.33111E-07   5.49172E+04   9.65089E+02   8.86970E+02   5.37548E-03   1.12341E+03   6.76842E-03  -1.35447E+02   2.88437E-02  -1.35447E-15   1.83460E-10   5.45803E-16
 8.33187E-07   5.49334E+04   9.65657E+02   8.86993E+02   5.37513E-03   1.12342E+03   6.76865E-03  -1.35293E+02   2.88334E-02  -1.35293E-15   1.83043E-10   5.45815E-16
 8.33263E-07   5.49495E+04   9.66222E+02   8.87016E+02   5.37479E-03   1.12343E+03   6.76886E-03  -1.35139E+02   2.88230E-02  -1.35139E-15   1.82626E-10   5.45827E-16
 8.33339E-07   5.49653E+04   9.66779E+02   8.87039E+02   5.37444E-03   1.12344E+03   6.76908E-03  -1.34985E+02   2.88128E-02  -1.34985E-15   1.82209E-10   5.45839E-16
 8.33415E-07   5.49811E+04   9.67335E+02   8.87063E+02   5.37409E-03   1.12345E+03   6.76930E-03  -1.34831E+02   2.88026E-02  -1.34831E-15   1.81793E-10   5.45851E-16
 8.33491E-07   5.49969E+04   9.67892E+02   8.87086E+02   5.37374E-03   1.12346E+03   6.76952E-03  -1.34677E+02   2.87924E-02  -1.34677E-15   1.81378E-10   5.45863E-16
 8.33567E-07   5.50127E+04   9.68448E+02   8.87109E+02   5.37339E-03   1.12347E+03   6.76974E-03  -1.34522E+02   2.87822E-02  -1.34522E-15   1.80962E-10   5.45875E-16
 8.33643E-07   5.50286E+04   9.69005E+02   8.87132E+02   5.37304E-03   1.12348E+03   6.76996E-03  -1.34368E+02   2.87720E-02  -1.34368E-15   1.80548E-10   5.45887E-16
 8.33719E-07   5.50444E+04   9.69562E+02   8.87155E+02   5.37270E-03   1.12348E+03   6.77018E-03  -1.34214E+02   2.87618E-02  -1.34214E-15   1.80133E-10   5.45899E-16
 8.33795E-07   5.50602E+04   9.70120E+02   8.87179E+02   5.37235E-03   1.12349E+03   6.77040E-03  -1.34059E+02   2.87516E-02  -1.34059E-15   1.79719E-10   5.45911E-16
 8.33871E-07   5.50760E+04   9.70677E+02   8.87202E+02   5.37200E-03   1.12350E+03   6.77062E-03  -1.33905E+02   2.87414E-02  -1.33905E-15   1.79305E-10   5.45923E-16
 8.33947E-07   5.50918E+04   9.71234E+02   8.87225E+02   5.37165E-03   1.12351E+03   6.77084E-03  -1.33751E+02   2.87312E-02  -1.33751E-15   1.78892E-10   5.45935E-16
 8.34023E-07   5.51076E+04   9.71792E+02   8.87248E+02   5.37130E-03   1.12352E+03   6.77106E-03  -1.33596E+02   2.87210E-02  -1.33596E-15   1.78479E-10   5.45948E-16
 8.34099E-07   5.51234E+04   9.72350E+02   8.87271E+02   5.37095E-03   1.12353E+03   6.77128E-03  -1.33442E+02   2.87108E-02  -1.33442E-15   1.78066E-10   5.45960E-16
 8.34175E-07   5.51391E+04   9.72903E+02   8.87294E+02   5.37061E-03   1.12354E+03   6.77150E-03  -1.33287E+02   2.87006E-02  -1.33287E-15   1.77654E-10   5.45972E-16
 8.34251E-07   5.51547E+04   9.73452E+02   8.87318E+02   5.37026E-03   1.12355E+03   6.77172E-03  -1.33132E+02   2.86905E-02  -1.33132E-15   1.77242E-10   5.45984E-16
 8.34327E-07   5.51702E+04   9.74002E+02   8.87341E+02   5.36991E-03   1.12356E+03   6.77194E-03  -1.32978E+02   2.86804E-02  -1.32978E-15   1.76830E-10   5.45996E-16
 8.34403E-07   5.51858E+04   9.74551E+02   8.87364E+02   5.36956E-03   1.12357E+03   6.77215E-03  -1.32823E+02   2.86704E-02  -1.32823E-15   1.76419E-10   5.46008E-16
 8.34479E-07   5.52014E+04   9.75101E+02   8.87387E+02   5.36922E-03   1.12358E+03   6.77237E-03  -1.32668E+02   2.86603E-02  -1.32668E-15   1.76009E-10   5.46020E-16
 8.34555E-07   5.52169E+04   9.75651E+02   8.87410E+02   5.36887E-03   1.12359E+03   6.77259E-03  -1.32514E+02   2.86503E-02  -1.32514E-15   1.75599E-10   5.46032E-16
 8.34631E-07   5.52325E+04   9.76201E+02   8.87434E+02   5.36852E-03   1.12360E+03   6.77281E-03  -1.32359E+02   2.86402E-02  -1.32359E-15   1.75189E-10   5.46044E-16
 8.34707E-07   5.52481E+04   9.76752E+02   8.87457E+02   5.36817E-03   1.12360E+03   6.77303E-03  -1.32204E+02   2.86302E-02  -1.32204E-15   1.74780E-10   5.46056E-16
 8.34783E-07   5.52636E+04   9.77302E+02   8.87480E+02   5.36782E-03   1.12361E+03   6.77325E-03  -1.32050E+02   2.86201E-02  -1.32050E-15   1.74371E-10   5.46068E-16
 8.34859E-07   5.52792E+04   9.77853E+02   8.87503E+02   5.36748E-03   1.12362E+03   6.77347E-03  -1.31895E+02   2.86101E-02  -1.31895E-15   1.73963E-10   5.46080E-16
 8.34935E-07   5.52948E+04   9.78403E+02   8.87526E+02   5.36713E-03   1.12363E+03   6.77369E-03  -1.31740E+02   2.86000E-02  -1.31740E-15   1.73555E-10   5.46092E-16
 8.35011E-07   5.53103E+04   9.78954E+02   8.87550E+02   5.36678E-03   1.12364E+03   6.77391E-03  -1.31586E+02   2.85900E-02  -1.31586E-15   1.73148E-10   5.46104E-16
 8.35087E-07   5.53259E+04   9.79505E+02   8.87573E+02   5.36643E-03   1.12365E+03   6.77413E-03  -1.31431E+02   2.85799E-02  -1.31431E-15   1.72741E-10   5.46116E-16
 8.35163E-07   5.53415E+04   9.80056E+02   8.87596E+02   5.36609E-03   1.12366E+03   6.77435E-03  -1.31276E+02   2.85699E-02  -1.31276E-15   1.72335E-10   5.46129E-16
 8.35239E-07   5.53570E+04   9.80608E+02   8.87619E+02   5.36574E-03   1.12367E+03   6.77457E-03  -1.31121E+02   2.85600E-02  -1.31121E-15   1.71928E-10   5.46141E-16
 8.35315E-07   5.53726E+04   9.81159E+02   8.87642E+02   5.36539E-03   1.12368E+03   6.77479E-03  -1.30967E+02   2.85501E-02  -1.30967E-15   1.71523E-10   5.46153E-16
 8.35391E-07   5.53881E+04   9.81711E+02   8.87666E+02   5.36504E-03   1.12369E+03   6.77501E-03  -1.30812E+02   2.85402E-02  -1.30812E-15   1.71118E-10   5.46165E-16
 8.35467E-07   5.54037E+04   9.82263E+02   8.87689E+02   5.36470E-03   1.12370E+03   6.77523E-03  -1.30657E+02   2.85303E-02  -1.30657E-15   1.70713E-10   5.46177E-16
 8.35543E-07   5.54193E+04   9.82815E+02   8.87712E+02   5.36435E-03   1.12371E+03   6.77544E-03  -1.30503E+02   2.85204E-02  -1.30502E-15   1.70309E-10   5.46189E-16
 8.35619E-07   5.54348E+04   9.83367E+02   8.87735E+02   5.36400E-03   1.12372E+03   6.77566E-03  -1.30348E+02   2.85105E-02  -1.30348E-15   1.69905E-10   5.46201E-16
 8.35695E-07   5.54504E+04   9.83919E+02   8.87758E+02   5.36366E-03   1.12373E+03   6.77588E-03  -1.30193E+02   2.85005E-02  -1.30193E-15   1.69501E-10   5.46213E-16
 8.35771E-07   5.54660E+04   9.84472E+02   8.87782E+02   5.36331E-03   1.12373E+03   6.77610E-03  -1.30037E+02   2.84906E-02  -1.30037E-15   1.69097E-10   5.46225E-16
 8.35847E-07   5.54815E+04   9.85024E+02   8.87801E+02   5.36296E-03   1.12374E+03   6.77632E-03  -1.29882E+02   2.84807E-02  -1.29882E-15   1.68694E-10   5.46237E-16
 8.35923E-07   5.54971E+04   9.85577E+02   8.87820E+02   5.36261E-03   1.12375E+03   6.77654E-03  -1.29727E+02   2.84708E-02  -1.29727E-15   1.68290E-10   5.46249E-16
 8.35999E-07   5.55127E+04   9.86130E+02   8.87838E+02   5.36227E-03   1.12376E+03   6.77676E-03  -1.29571E+02   2.84609E-02  -1.29571E-15   1.67887E-10   5.46261E-16
 8.36075E-07   5.55282E+04   9.86683E+02   8.87857E+02   5.36192E-03   1.12377E+03   6.77698E-03  -1.29416E+02   2.84510E-02  -1.29416E-15   1.67485E-10   5.46273E-16
 8.36151E-07   5.55438E+04   9.87236E+02   8.87875E+02   5.36157E-03   1.12378E+03   6.77720E-03  -1.29260E+02   2.84413E-02  -1.29260E-15   1.67082E-10   5.46285E-16
 8.36227E-07   5.55594E+04   9.87790E+02   8.87894E+02   5.36123E-03   1.12379E+03   6.77742E-03  -1.29105E+02   2.84315E-02  -1.29105E-15   1.66681E-10   5.46298E-16
 8.36303E-07   5.55749E+04   9.88343E+02   8.87912E+02   5.36088E-03   1.12380E+03   6.77764E-03  -1.28949E+02   2.84217E-02  -1.28949E-15   1.66279E-10   5.46310E-16
 8.36380E-07   5.55904E+04   9.88894E+02   8.87931E+02   5.36054E-03   1.12381E+03   6.77786E-03  -1.28794E+02   2.84120E-02  -1.28794E-15   1.65878E-10   5.46322E-16
 8.36456E-07   5.56059E+04   9.89445E+02   8.87949E+02   5.36019E-03   1.12382E+03   6.77807E-03  -1.28638E+02   2.84022E-02  -1.28638E-15   1.65478E-10   5.46334E-16
 8.36532E-07   5.56214E+04   9.89996E+02   8.87968E+02   5.35984E-03   1.12383E+03   6.77829E-03  -1.28483E+02   2.83924E-02  -1.28483E-15   1.65078E-10   5.46346E-16
 8.36608E-07   5.56368E+04   9.90546E+02   8.87987E+02   5.35950E-03   1.12384E+03   6.77851E-03  -1.28327E+02   2.83827E-02  -1.28327E-15   1.64678E-10   5.46358E-16
 8.36684E-07   5.56523E+04   9.91096E+02   8.88005E+02   5.35915E-03   1.12385E+03   6.77873E-03  -1.28171E+02   2.83729E-02  -1.28171E-15   1.64279E-10   5.46370E-16
 8.36760E-07   5.56675E+04   9.91640E+02   8.88024E+02   5.35880E-03   1.12386E+03   6.77895E-03  -1.28016E+02   2.83631E-02  -1.28016E-15   1.63880E-10   5.46382E-16
 8.36836E-07   5.56828E+04   9.92185E+02   8.88042E+02   5.35846E-03   1.12386E+03   6.77917E-03  -1.27860E+02   2.83534E-02  -1.27860E-15   1.63482E-10   5.46394E-16
 8.36912E-07   5.56981E+04   9.92730E+02   8.88061E+02   5.35811E-03   1.12387E+03   6.77939E-03  -1.27704E+02   2.83436E-02  -1.27704E-15   1.63084E-10   5.46406E-16
 8.36988E-07   5.57134E+04   9.93274E+02   8.88079E+02   5.35776E-03   1.12388E+03   6.77961E-03  -1.27549E+02   2.83339E-02  -1.27549E-15   1.62687E-10   5.46418E-16
 8.37064E-07   5.57286E+04   9.93818E+02   8.88098E+02   5.35742E-03   1.12389E+03   6.77983E-03  -1.27393E+02   2.83242E-02  -1.27393E-15   1.62290E-10   5.46430E-16
 8.37140E-07   5.57439E+04   9.94362E+02   8.88116E+02   5.35707E-03   1.12390E+03   6.78005E-03  -1.27238E+02   2.83146E-02  -1.27237E-15   1.61894E-10   5.46442E-16
 8.37216E-07   5.57591E+04   9.94905E+02   8.88135E+02   5.35672E-03   1.12391E+03   6.78027E-03  -1.27082E+02   2.83050E-02  -1.27082E-15   1.61498E-10   5.46454E-16
 8.37292E-07   5.57742E+04   9.95444E+02   8.88154E+02   5.35638E-03   1.12392E+03   6.78048E-03  -1.26926E+02   2.82954E-02  -1.26926E-15   1.61103E-10   5.46467E-16
 8.37368E-07   5.57890E+04   9.95972E+02   8.88172E+02   5.35603E-03   1.12393E+03   6.78070E-03  -1.26771E+02   2.82857E-02  -1.26771E-15   1.60708E-10   5.46479E-16
 8.37444E-07   5.58038E+04   9.96501E+02   8.88191E+02   5.35569E-03   1.12394E+03   6.78092E-03  -1.26615E+02   2.82761E-02  -1.26615E-15   1.60313E-10   5.46491E-16
 8.37520E-07   5.58186E+04   9.97029E+02   8.88209E+02   5.35534E-03   1.12395E+03   6.78114E-03  -1.26459E+02   2.82665E-02  -1.26459E-15   1.59919E-10   5.46503E-16
 8.37596E-07   5.58334E+04   9.97558E+02   8.88228E+02   5.35499E-03   1.12396E+03   6.78136E-03  -1.26304E+02   2.82569E-02  -1.26304E-15   1.59526E-10   5.46515E-16
 8.37672E-07   5.58482E+04   9.98087E+02   8.88246E+02   5.35465E-03   1.12397E+03   6.78158E-03  -1.26148E+02   2.82472E-02  -1.26148E-15   1.59133E-10   5.46527E-16
 8.37748E-07   5.58630E+04   9.98615E+02   8.88265E+02   5.35430E-03   1.12398E+03   6.78180E-03  -1.25992E+02   2.82376E-02  -1.25992E-15   1.58740E-10   5.46539E-16
 8.37824E-07   5.58778E+04   9.99144E+02   8.88283E+02   5.35396E-03   1.12399E+03   6.78202E-03  -1.25836E+02   2.82280E-02  -1.25836E-15   1.58348E-10   5.46551E-16
 8.37900E-07   5.58926E+04   9.99674E+02   8.88302E+02   5.35361E-03   1.12399E+03   6.78224E-03  -1.25680E+02   2.82184E-02  -1.25680E-15   1.57955E-10   5.46563E-16
 8.37976E-07   5.59074E+04   1.00020E+03   8.88320E+02   5.35327E-03   1.12400E+03   6.78246E-03  -1.25524E+02   2.82089E-02  -1.25524E-15   1.57563E-10   5.46575E-16
 8.38052E-07   5.59222E+04   1.00073E+03   8.88339E+02   5.35292E-03   1.12401E+03   6.78267E-03  -1.25368E+02   2.81994E-02  -1.25368E-15   1.57172E-10   5.46587E-16
 8.38128E-07   5.59370E+04   1.00126E+03   8.88358E+02   5.35257E-03   1.12402E+03   6.78289E-03  -1.25212E+02   2.81899E-02  -1.25212E-15   1.56780E-10   5.46599E-16
 8.38204E-07   5.59517E+04   1.00179E+03   8.88376E+02   5.35223E-03   1.12403E+03   6.78311E-03  -1.25056E+02   2.81805E-02  -1.25056E-15   1.56389E-10   5.46611E-16
 8.38280E-07   5.59663E+04   1.00231E+03   8.88395E+02   5.35188E-03   1.12404E+03   6.78333E-03  -1.24900E+02   2.81710E-02  -1.24900E-15   1.55999E-10   5.46623E-16
 8.38356E-07   5.59810E+04   1.00284E+03   8.88413E+02   5.35154E-03   1.12405E+03   6.78355E-03  -1.24743E+02   2.81615E-02  -1.24743E-15   1.55609E-10   5.46636E-16
 8.38432E-07   5.59956E+04   1.00336E+03   8.88432E+02   5.35119E-03   1.12406E+03   6.78377E-03  -1.24587E+02   2.81520E-02  -1.24587E-15   1.55220E-10   5.46648E-16
 8.38508E-07   5.60102E+04   1.00389E+03   8.88450E+02   5.35085E-03   1.12407E+03   6.78399E-03  -1.24431E+02   2.81425E-02  -1.24431E-15   1.54831E-10   5.46660E-16
 8.38584E-07   5.60248E+04   1.00441E+03   8.88469E+02   5.35050E-03   1.12408E+03   6.78421E-03  -1.24275E+02   2.81330E-02  -1.24275E-15   1.54442E-10   5.46672E-16
 8.38660E-07   5.60394E+04   1.00493E+03   8.88487E+02   5.35016E-03   1.12409E+03   6.78443E-03  -1.24118E+02   2.81236E-02  -1.24118E-15   1.54054E-10   5.46684E-16
 8.38736E-07   5.60540E+04   1.00546E+03   8.88506E+02   5.34981E-03   1.12410E+03   6.78465E-03  -1.23962E+02   2.81141E-02  -1.23962E-15   1.53666E-10   5.46696E-16
 8.38812E-07   5.60686E+04   1.00598E+03   8.88525E+02   5.34946E-03   1.12411E+03   6.78487E-03  -1.23806E+02   2.81046E-02  -1.23806E-15   1.53278E-10   5.46708E-16
 8.38888E-07   5.60832E+04   1.00650E+03   8.88543E+02   5.34912E-03   1.12412E+03   6.78508E-03  -1.23649E+02   2.80953E-02  -1.23649E-15   1.52891E-10   5.46720E-16
 8.38964E-07   5.60978E+04   1.00703E+03   8.88562E+02   5.34877E-03   1.12412E+03   6.78530E-03  -1.23493E+02   2.80860E-02  -1.23493E-15   1.52505E-10   5.46732E-16
 8.39040E-07   5.61123E+04   1.00755E+03   8.88580E+02   5.34843E-03   1.12413E+03   6.78552E-03  -1.23336E+02   2.80766E-02  -1.23336E-15   1.52118E-10   5.46744E-16
 8.39116E-07   5.61269E+04   1.00807E+03   8.88599E+02   5.34808E-03   1.12414E+03   6.78574E-03  -1.23180E+02   2.80673E-02  -1.23180E-15   1.51732E-10   5.46756E-16
 8.39192E-07   5.61415E+04   1.00860E+03   8.88617E+02   5.34774E-03   1.12415E+03   6.78596E-03  -1.23023E+02   2.80579E-02  -1.23023E-15   1.51347E-10   5.46768E-16
 8.39267E-07   5.61561E+04   1.00912E+03   8.88636E+02   5.34739E-03   1.12416E+03   6.78618E-03  -1.22867E+02   2.80486E-02  -1.22867E-15   1.50962E-10   5.46780E-16
 8.39343E-07   5.61707E+04   1.00965E+03   8.88654E+02   5.34705E-03   1.12417E+03   6.78640E-03  -1.22710E+02   2.80392E-02  -1.22710E-15   1.50577E-10   5.46792E-16
 8.39419E-07   5.61853E+04   1.01017E+03   8.88673E+02   5.34670E-03   1.12418E+03   6.78662E-03  -1.22553E+02   2.80299E-02  -1.22553E-15   1.50193E-10   5.46805E-16
 8.39495E-07   5.61999E+04   1.01070E+03   8.88692E+02   5.34636E-03   1.12419E+03   6.78683E-03  -1.22396E+02   2.80205E-02  -1.22396E-15   1.49809E-10   5.46817E-16
 8.39571E-07   5.62145E+04   1.01122E+03   8.88710E+02   5.34604E-03   1.12420E+03   6.78704E-03  -1.22240E+02   2.80112E-02  -1.22240E-15   1.49425E-10   5.46829E-16
 8.39647E-07   5.62291E+04   1.01175E+03   8.88729E+02   5.34572E-03   1.12421E+03   6.78724E-03  -1.22083E+02   2.80019E-02  -1.22083E-15   1.49042E-10   5.46841E-16
 8.39723E-07   5.62437E+04   1.01227E+03   8.88747E+02   5.34541E-03   1.12422E+03   6.78744E-03  -1.21926E+02   2.79926E-02  -1.21926E-15   1.48660E-10   5.46853E-16
 8.39799E-07   5.62583E+04   1.01280E+03   8.88766E+02   5.34510E-03   1.12423E+03   6.78764E-03  -1.21769E+02   2.79834E-02  -1.21769E-15   1.48278E-10   5.46865E-16
 8.39875E-07   5.62729E+04   1.01332E+03   8.88784E+02   5.34478E-03   1.12424E+03   6.78784E-03  -1.21612E+02   2.79742E-02  -1.21612E-15   1.47896E-10   5.46877E-16
 8.39951E-07   5.62874E+04   1.01385E+03   8.88803E+02   5.34447E-03   1.12425E+03   6.78803E-03  -1.21456E+02   2.79650E-02  -1.21456E-15   1.47515E-10   5.46889E-16
 8.40027E-07   5.63020E+04   1.01437E+03   8.88821E+02   5.34416E-03   1.12425E+03   6.78823E-03  -1.21299E+02   2.79558E-02  -1.21299E-15   1.47134E-10   5.46901E-16
 8.40103E-07   5.63166E+04   1.01490E+03   8.88840E+02   5.34384E-03   1.12426E+03   6.78843E-03  -1.21142E+02   2.79466E-02  -1.21142E-15   1.46753E-10   5.46913E-16
 8.40179E-07   5.63312E+04   1.01542E+03   8.88859E+02   5.34353E-03   1.12427E+03   6.78863E-03  -1.20985E+02   2.79374E-02  -1.20985E-15   1.46373E-10   5.46925E-16
 8.40255E-07   5.63457E+04   1.01595E+03   8.88877E+02   5.34322E-03   1.12428E+03   6.78883E-03  -1.20828E+02   2.79282E-02  -1.20828E-15   1.45994E-10   5.46937E-16
 8.40331E-07   5.63602E+04   1.01647E+03   8.88896E+02   5.34290E-03   1.12429E+03   6.78903E-03  -1.20671E+02   2.79190E-02  -1.20671E-15   1.45615E-10   5.46949E-16
 8.40407E-07   5.63747E+04   1.01700E+03   8.88914E+02   5.34259E-03   1.12430E+03   6.78923E-03  -1.20514E+02   2.79098E-02  -1.20514E-15   1.45236E-10   5.46961E-16
 8.40483E-07   5.63892E+04   1.01752E+03   8.88933E+02   5.34228E-03   1.12431E+03   6.78943E-03  -1.20357E+02   2.79006E-02  -1.20357E-15   1.44858E-10   5.46973E-16
 8.40559E-07   5.64037E+04   1.01804E+03   8.88951E+02   5.34197E-03   1.12432E+03   6.78963E-03  -1.20200E+02   2.78914E-02  -1.20200E-15   1.44480E-10   5.46986E-16
 8.40635E-07   5.64182E+04   1.01856E+03   8.88970E+02   5.34165E-03   1.12433E+03   6.78982E-03  -1.20043E+02   2.78823E-02  -1.20043E-15   1.44103E-10   5.46998E-16
 8.40711E-07   5.64326E+04   1.01909E+03   8.88988E+02   5.34134E-03   1.12434E+03   6.79002E-03  -1.19886E+02   2.78732E-02  -1.19886E-15   1.43726E-10   5.47010E-16
 8.40787E-07   5.64471E+04   1.01961E+03   8.89007E+02   5.34103E-03   1.12435E+03   6.79022E-03  -1.19729E+02   2.78641E-02  -1.19729E-15   1.43350E-10   5.47022E-16
 8.40863E-07   5.64616E+04   1.02013E+03   8.89026E+02   5.34071E-03   1.12436E+03   6.79042E-03  -1.19571E+02   2.78551E-02  -1.19571E-15   1.42973E-10   5.47034E-16
 8.40939E-07   5.64761E+04   1.02065E+03   8.89044E+02   5.34040E-03   1.12437E+03   6.79062E-03  -1.19414E+02   2.78460E-02  -1.19414E-15   1.42597E-10   5.47046E-16
 8.41015E-07   5.64905E+04   1.02118E+03   8.89063E+02   5.34009E-03   1.12438E+03   6.79082E-03  -1.19257E+02   2.78370E-02  -1.19257E-15   1.42222E-10   5.47058E-16
 8.41091E-07   5.65050E+04   1.02170E+03   8.89081E+02   5.33977E-03   1.12438E+03   6.79102E-03  -1.19099E+02   2.78279E-02  -1.19099E-15   1.41847E-10   5.47070E-16
 8.41167E-07   5.65195E+04   1.02223E+03   8.89100E+02   5.33946E-03   1.12439E+03   6.79122E-03  -1.18942E+02   2.78188E-02  -1.18942E-15   1.41472E-10   5.47082E-16
 8.41243E-07   5.65340E+04   1.02275E+03   8.89118E+02   5.33915E-03   1.12440E+03   6.79142E-03  -1.18784E+02   2.78098E-02  -1.18784E-15   1.41097E-10   5.47094E-16
 8.41319E-07   5.65477E+04   1.02325E+03   8.89137E+02   5.33884E-03   1.12441E+03   6.79161E-03  -1.18627E+02   2.78007E-02  -1.18627E-15   1.40723E-10   5.47106E-16
 8.41395E-07   5.65614E+04   1.02374E+03   8.89155E+02   5.33852E-03   1.12442E+03   6.79181E-03  -1.18469E+02   2.77917E-02  -1.18469E-15   1.40349E-10   5.47118E-16
 8.41471E-07   5.65751E+04   1.02424E+03   8.89174E+02   5.33821E-03   1.12443E+03   6.79201E-03  -1.18312E+02   2.77826E-02  -1.18311E-15   1.39976E-10   5.47130E-16
 8.41547E-07   5.65888E+04   1.02473E+03   8.89193E+02   5.33790E-03   1.12444E+03   6.79221E-03  -1.18154E+02   2.77737E-02  -1.18154E-15   1.39603E-10   5.47142E-16
 8.41623E-07   5.66026E+04   1.02523E+03   8.89211E+02   5.33759E-03   1.12445E+03   6.79241E-03  -1.17996E+02   2.77647E-02  -1.17996E-15   1.39231E-10   5.47155E-16
 8.41699E-07   5.66163E+04   1.02573E+03   8.89230E+02   5.33727E-03   1.12446E+03   6.79261E-03  -1.17839E+02   2.77558E-02  -1.17839E-15   1.38860E-10   5.47167E-16
 8.41775E-07   5.66300E+04   1.02623E+03   8.89248E+02   5.33696E-03   1.12447E+03   6.79281E-03  -1.17681E+02   2.77469E-02  -1.17681E-15   1.38488E-10   5.47179E-16
 8.41851E-07   5.66437E+04   1.02672E+03   8.89267E+02   5.33665E-03   1.12448E+03   6.79301E-03  -1.17523E+02   2.77380E-02  -1.17523E-15   1.38118E-10   5.47191E-16
 8.41927E-07   5.66574E+04   1.02722E+03   8.89285E+02   5.33634E-03   1.12449E+03   6.79321E-03  -1.17366E+02   2.77291E-02  -1.17366E-15   1.37747E-10   5.47203E-16
 8.42003E-07   5.66711E+04   1.02772E+03   8.89304E+02   5.33603E-03   1.12450E+03   6.79340E-03  -1.17208E+02   2.77201E-02  -1.17208E-15   1.37378E-10   5.47215E-16
 8.42079E-07   5.66848E+04   1.02821E+03   8.89322E+02   5.33571E-03   1.12450E+03   6.79360E-03  -1.17051E+02   2.77112E-02  -1.17051E-15   1.37008E-10   5.47227E-16
 8.42155E-07   5.66986E+04   1.02871E+03   8.89341E+02   5.33540E-03   1.12451E+03   6.79380E-03  -1.16893E+02   2.77023E-02  -1.16893E-15   1.36639E-10   5.47239E-16
 8.42231E-07   5.67122E+04   1.02921E+03   8.89360E+02   5.33509E-03   1.12452E+03   6.79400E-03  -1.16735E+02   2.76934E-02  -1.16735E-15   1.36271E-10   5.47251E-16
 8.42307E-07   5.67258E+04   1.02970E+03   8.89378E+02   5.33478E-03   1.12453E+03   6.79420E-03  -1.16578E+02   2.76845E-02  -1.16578E-15   1.35903E-10   5.47263E-16
 8.42383E-07   5.67394E+04   1.03020E+03   8.89397E+02   5.33447E-03   1.12454E+03   6.79440E-03  -1.16420E+02   2.76756E-02  -1.16420E-15   1.35536E-10   5.47275E-16
 8.42459E-07   5.67530E+04   1.03069E+03   8.89415E+02   5.33415E-03   1.12455E+03   6.79460E-03  -1.16262E+02   2.76668E-02  -1.16262E-15   1.35169E-10   5.47287E-16
 8.42535E-07   5.67667E+04   1.03119E+03   8.89434E+02   5.33384E-03   1.12456E+03   6.79480E-03  -1.16104E+02   2.76580E-02  -1.16104E-15   1.34803E-10   5.47299E-16
 8.42611E-07   5.67803E+04   1.03168E+03   8.89452E+02   5.33353E-03   1.12457E+03   6.79499E-03  -1.15947E+02   2.76492E-02  -1.15947E-15   1.34437E-10   5.47311E-16
 8.42687E-07   5.67939E+04   1.03218E+03   8.89471E+02   5.33322E-03   1.12458E+03   6.79519E-03  -1.15789E+02   2.76404E-02  -1.15789E-15   1.34071E-10   5.47324E-16
 8.42763E-07   5.68075E+04   1.03267E+03   8.89489E+02   5.33290E-03   1.12459E+03   6.79539E-03  -1.15631E+02   2.76317E-02  -1.15631E-15   1.33706E-10   5.47336E-16
 8.42839E-07   5.68211E+04   1.03317E+03   8.89508E+02   5.33259E-03   1.12460E+03   6.79559E-03  -1.15474E+02   2.76229E-02  -1.15474E-15   1.33341E-10   5.47348E-16
 8.42915E-07   5.68348E+04   1.03366E+03   8.89527E+02   5.33228E-03   1.12461E+03   6.79579E-03  -1.15316E+02   2.76141E-02  -1.15316E-15   1.32977E-10   5.47360E-16
 8.42991E-07   5.68484E+04   1.03416E+03   8.89545E+02   5.33197E-03   1.12462E+03   6.79599E-03  -1.15158E+02   2.76053E-02  -1.15158E-15   1.32613E-10   5.47372E-16
 8.43067E-07   5.68620E+04   1.03465E+03   8.89564E+02   5.33166E-03   1.12463E+03   6.79619E-03  -1.15000E+02   2.75966E-02  -1.15000E-15   1.32249E-10   5.47383E-16
 8.43143E-07   5.68756E+04   1.03515E+03   8.89582E+02   5.33135E-03   1.12463E+03   6.79638E-03  -1.14842E+02   2.75878E-02  -1.14842E-15   1.31886E-10   5.47391E-16
