Time (s)   V_brick                  E_brick                  E_ESR                    R_switch (½)             E_switch (J)             Radius_switch (m)        I_brick (kA)             Q_brick                  V_out                    P_out                    E_out                    
 7.92603E-07  -2.27926E+04   2.90920E+02   7.00901E+02   6.50142E-03   1.02387E+03   6.15449E-03  -1.06606E+02   1.37479E-01  -8.52845E+03   9.09181E+08   3.44972E+03
 7.92679E-07  -2.27853E+04   2.90735E+02   7.00915E+02   6.50096E-03   1.02387E+03   6.15471E-03  -1.06637E+02   1.37471E-01  -8.53099E+03   9.09722E+08   3.44980E+03
 7.92755E-07  -2.27780E+04   2.90550E+02   7.00929E+02   6.50049E-03   1.02388E+03   6.15493E-03  -1.06669E+02   1.37463E-01  -8.53352E+03   9.10262E+08   3.44987E+03
 7.92831E-07  -2.27708E+04   2.90365E+02   7.00942E+02   6.50003E-03   1.02388E+03   6.15515E-03  -1.06701E+02   1.37455E-01  -8.53605E+03   9.10803E+08   3.44995E+03
 7.92907E-07  -2.27635E+04   2.90179E+02   7.00956E+02   6.49957E-03   1.02389E+03   6.15537E-03  -1.06732E+02   1.37447E-01  -8.53858E+03   9.11343E+08   3.45002E+03
 7.92983E-07  -2.27562E+04   2.89994E+02   7.00970E+02   6.49910E-03   1.02389E+03   6.15559E-03  -1.06764E+02   1.37439E-01  -8.54111E+03   9.11883E+08   3.45010E+03
 7.93059E-07  -2.27490E+04   2.89809E+02   7.00984E+02   6.49864E-03   1.02390E+03   6.15581E-03  -1.06796E+02   1.37431E-01  -8.54364E+03   9.12423E+08   3.45017E+03
 7.93135E-07  -2.27417E+04   2.89624E+02   7.00998E+02   6.49818E-03   1.02390E+03   6.15603E-03  -1.06827E+02   1.37423E-01  -8.54617E+03   9.12963E+08   3.45024E+03
 7.93211E-07  -2.27345E+04   2.89439E+02   7.01012E+02   6.49771E-03   1.02390E+03   6.15625E-03  -1.06859E+02   1.37415E-01  -8.54870E+03   9.13503E+08   3.45032E+03
 7.93287E-07  -2.27272E+04   2.89254E+02   7.01026E+02   6.49725E-03   1.02391E+03   6.15647E-03  -1.06890E+02   1.37407E-01  -8.55122E+03   9.14043E+08   3.45039E+03
 7.93363E-07  -2.27199E+04   2.89069E+02   7.01040E+02   6.49679E-03   1.02391E+03   6.15669E-03  -1.06922E+02   1.37400E-01  -8.55374E+03   9.14582E+08   3.45047E+03
 7.93439E-07  -2.27127E+04   2.88884E+02   7.01054E+02   6.49633E-03   1.02392E+03   6.15691E-03  -1.06953E+02   1.37392E-01  -8.55626E+03   9.15120E+08   3.45054E+03
 7.93515E-07  -2.27054E+04   2.88700E+02   7.01068E+02   6.49586E-03   1.02392E+03   6.15713E-03  -1.06985E+02   1.37384E-01  -8.55878E+03   9.15658E+08   3.45061E+03
 7.93591E-07  -2.26981E+04   2.88515E+02   7.01082E+02   6.49540E-03   1.02393E+03   6.15734E-03  -1.07016E+02   1.37376E-01  -8.56129E+03   9.16197E+08   3.45069E+03
 7.93667E-07  -2.26909E+04   2.88330E+02   7.01096E+02   6.49494E-03   1.02393E+03   6.15756E-03  -1.07048E+02   1.37368E-01  -8.56381E+03   9.16735E+08   3.45076E+03
 7.93743E-07  -2.26836E+04   2.88146E+02   7.01109E+02   6.49447E-03   1.02394E+03   6.15778E-03  -1.07079E+02   1.37360E-01  -8.56632E+03   9.17273E+08   3.45084E+03
 7.93819E-07  -2.26763E+04   2.87961E+02   7.01123E+02   6.49401E-03   1.02394E+03   6.15800E-03  -1.07110E+02   1.37352E-01  -8.56884E+03   9.17812E+08   3.45091E+03
 7.93895E-07  -2.26691E+04   2.87777E+02   7.01137E+02   6.49355E-03   1.02395E+03   6.15822E-03  -1.07142E+02   1.37344E-01  -8.57135E+03   9.18350E+08   3.45099E+03
 7.93971E-07  -2.26618E+04   2.87592E+02   7.01151E+02   6.49309E-03   1.02395E+03   6.15844E-03  -1.07173E+02   1.37336E-01  -8.57385E+03   9.18887E+08   3.45106E+03
 7.94047E-07  -2.26545E+04   2.87408E+02   7.01165E+02   6.49262E-03   1.02396E+03   6.15866E-03  -1.07204E+02   1.37328E-01  -8.57636E+03   9.19424E+08   3.45113E+03
 7.94123E-07  -2.26473E+04   2.87224E+02   7.01179E+02   6.49216E-03   1.02396E+03   6.15888E-03  -1.07236E+02   1.37320E-01  -8.57886E+03   9.19961E+08   3.45121E+03
 7.94199E-07  -2.26400E+04   2.87039E+02   7.01193E+02   6.49170E-03   1.02396E+03   6.15910E-03  -1.07267E+02   1.37312E-01  -8.58137E+03   9.20498E+08   3.45128E+03
 7.94275E-07  -2.26328E+04   2.86855E+02   7.01207E+02   6.49124E-03   1.02397E+03   6.15932E-03  -1.07298E+02   1.37304E-01  -8.58386E+03   9.21033E+08   3.45136E+03
 7.94351E-07  -2.26255E+04   2.86671E+02   7.01221E+02   6.49077E-03   1.02397E+03   6.15954E-03  -1.07329E+02   1.37296E-01  -8.58634E+03   9.21565E+08   3.45143E+03
 7.94427E-07  -2.26182E+04   2.86487E+02   7.01235E+02   6.49031E-03   1.02398E+03   6.15976E-03  -1.07360E+02   1.37289E-01  -8.58882E+03   9.22098E+08   3.45151E+03
 7.94503E-07  -2.26110E+04   2.86303E+02   7.01249E+02   6.48985E-03   1.02398E+03   6.15998E-03  -1.07391E+02   1.37281E-01  -8.59131E+03   9.22632E+08   3.45158E+03
 7.94579E-07  -2.26037E+04   2.86119E+02   7.01263E+02   6.48939E-03   1.02399E+03   6.16020E-03  -1.07423E+02   1.37273E-01  -8.59380E+03   9.23167E+08   3.45165E+03
 7.94655E-07  -2.25964E+04   2.85935E+02   7.01276E+02   6.48893E-03   1.02399E+03   6.16041E-03  -1.07454E+02   1.37265E-01  -8.59629E+03   9.23703E+08   3.45173E+03
 7.94731E-07  -2.25892E+04   2.85751E+02   7.01290E+02   6.48847E-03   1.02400E+03   6.16063E-03  -1.07485E+02   1.37257E-01  -8.59877E+03   9.24236E+08   3.45180E+03
 7.94807E-07  -2.25819E+04   2.85568E+02   7.01304E+02   6.48800E-03   1.02400E+03   6.16085E-03  -1.07516E+02   1.37249E-01  -8.60125E+03   9.24769E+08   3.45188E+03
 7.94883E-07  -2.25746E+04   2.85384E+02   7.01318E+02   6.48754E-03   1.02401E+03   6.16107E-03  -1.07547E+02   1.37241E-01  -8.60373E+03   9.25301E+08   3.45195E+03
 7.94959E-07  -2.25674E+04   2.85200E+02   7.01332E+02   6.48708E-03   1.02402E+03   6.16129E-03  -1.07577E+02   1.37233E-01  -8.60620E+03   9.25833E+08   3.45202E+03
 7.95035E-07  -2.25601E+04   2.85017E+02   7.01346E+02   6.48662E-03   1.02403E+03   6.16151E-03  -1.07608E+02   1.37225E-01  -8.60865E+03   9.26362E+08   3.45210E+03
 7.95111E-07  -2.25528E+04   2.84833E+02   7.01360E+02   6.48616E-03   1.02404E+03   6.16173E-03  -1.07639E+02   1.37217E-01  -8.61111E+03   9.26890E+08   3.45217E+03
 7.95187E-07  -2.25456E+04   2.84650E+02   7.01374E+02   6.48570E-03   1.02405E+03   6.16195E-03  -1.07670E+02   1.37209E-01  -8.61357E+03   9.27420E+08   3.45225E+03
 7.95263E-07  -2.25383E+04   2.84466E+02   7.01388E+02   6.48524E-03   1.02406E+03   6.16217E-03  -1.07700E+02   1.37201E-01  -8.61603E+03   9.27949E+08   3.45232E+03
 7.95339E-07  -2.25310E+04   2.84283E+02   7.01402E+02   6.48477E-03   1.02407E+03   6.16239E-03  -1.07731E+02   1.37193E-01  -8.61849E+03   9.28479E+08   3.45240E+03
 7.95415E-07  -2.25238E+04   2.84099E+02   7.01416E+02   6.48431E-03   1.02408E+03   6.16261E-03  -1.07762E+02   1.37185E-01  -8.62094E+03   9.29008E+08   3.45247E+03
 7.95491E-07  -2.25165E+04   2.83916E+02   7.01430E+02   6.48385E-03   1.02409E+03   6.16282E-03  -1.07792E+02   1.37178E-01  -8.62339E+03   9.29536E+08   3.45254E+03
 7.95567E-07  -2.25092E+04   2.83733E+02   7.01443E+02   6.48339E-03   1.02410E+03   6.16304E-03  -1.07823E+02   1.37170E-01  -8.62584E+03   9.30063E+08   3.45262E+03
 7.95643E-07  -2.25020E+04   2.83549E+02   7.01457E+02   6.48293E-03   1.02411E+03   6.16326E-03  -1.07854E+02   1.37162E-01  -8.62828E+03   9.30591E+08   3.45269E+03
 7.95719E-07  -2.24947E+04   2.83366E+02   7.01471E+02   6.48247E-03   1.02412E+03   6.16348E-03  -1.07884E+02   1.37154E-01  -8.63072E+03   9.31117E+08   3.45277E+03
 7.95795E-07  -2.24874E+04   2.83183E+02   7.01485E+02   6.48201E-03   1.02412E+03   6.16370E-03  -1.07915E+02   1.37146E-01  -8.63316E+03   9.31643E+08   3.45284E+03
 7.95871E-07  -2.24801E+04   2.83000E+02   7.01499E+02   6.48155E-03   1.02413E+03   6.16392E-03  -1.07945E+02   1.37138E-01  -8.63560E+03   9.32170E+08   3.45292E+03
 7.95947E-07  -2.24729E+04   2.82816E+02   7.01513E+02   6.48109E-03   1.02414E+03   6.16414E-03  -1.07975E+02   1.37130E-01  -8.63804E+03   9.32696E+08   3.45299E+03
 7.96023E-07  -2.24656E+04   2.82633E+02   7.01527E+02   6.48063E-03   1.02415E+03   6.16436E-03  -1.08006E+02   1.37122E-01  -8.64047E+03   9.33223E+08   3.45306E+03
 7.96099E-07  -2.24583E+04   2.82450E+02   7.01541E+02   6.48017E-03   1.02416E+03   6.16458E-03  -1.08036E+02   1.37114E-01  -8.64291E+03   9.33750E+08   3.45314E+03
 7.96175E-07  -2.24510E+04   2.82268E+02   7.01555E+02   6.47970E-03   1.02417E+03   6.16480E-03  -1.08067E+02   1.37106E-01  -8.64535E+03   9.34276E+08   3.45321E+03
 7.96251E-07  -2.24438E+04   2.82085E+02   7.01569E+02   6.47925E-03   1.02418E+03   6.16502E-03  -1.08097E+02   1.37098E-01  -8.64779E+03   9.34803E+08   3.45329E+03
 7.96327E-07  -2.24365E+04   2.81902E+02   7.01583E+02   6.47879E-03   1.02419E+03   6.16523E-03  -1.08128E+02   1.37090E-01  -8.65022E+03   9.35330E+08   3.45336E+03
 7.96403E-07  -2.24292E+04   2.81719E+02   7.01596E+02   6.47832E-03   1.02420E+03   6.16545E-03  -1.08158E+02   1.37082E-01  -8.65266E+03   9.35856E+08   3.45344E+03
 7.96479E-07  -2.24219E+04   2.81536E+02   7.01610E+02   6.47786E-03   1.02421E+03   6.16567E-03  -1.08189E+02   1.37075E-01  -8.65509E+03   9.36382E+08   3.45351E+03
 7.96555E-07  -2.24147E+04   2.81354E+02   7.01624E+02   6.47740E-03   1.02422E+03   6.16589E-03  -1.08219E+02   1.37067E-01  -8.65752E+03   9.36907E+08   3.45358E+03
 7.96631E-07  -2.24074E+04   2.81171E+02   7.01638E+02   6.47694E-03   1.02423E+03   6.16611E-03  -1.08249E+02   1.37059E-01  -8.65994E+03   9.37433E+08   3.45366E+03
 7.96707E-07  -2.24001E+04   2.80988E+02   7.01652E+02   6.47648E-03   1.02424E+03   6.16633E-03  -1.08279E+02   1.37051E-01  -8.66236E+03   9.37956E+08   3.45373E+03
 7.96783E-07  -2.23928E+04   2.80806E+02   7.01666E+02   6.47602E-03   1.02424E+03   6.16655E-03  -1.08310E+02   1.37043E-01  -8.66478E+03   9.38480E+08   3.45381E+03
 7.96859E-07  -2.23856E+04   2.80623E+02   7.01680E+02   6.47556E-03   1.02425E+03   6.16677E-03  -1.08340E+02   1.37035E-01  -8.66720E+03   9.39004E+08   3.45388E+03
 7.96935E-07  -2.23783E+04   2.80441E+02   7.01694E+02   6.47510E-03   1.02426E+03   6.16699E-03  -1.08370E+02   1.37027E-01  -8.66962E+03   9.39528E+08   3.45395E+03
 7.97011E-07  -2.23710E+04   2.80259E+02   7.01708E+02   6.47464E-03   1.02427E+03   6.16721E-03  -1.08400E+02   1.37019E-01  -8.67203E+03   9.40052E+08   3.45403E+03
 7.97087E-07  -2.23637E+04   2.80076E+02   7.01722E+02   6.47419E-03   1.02428E+03   6.16742E-03  -1.08431E+02   1.37011E-01  -8.67445E+03   9.40575E+08   3.45410E+03
 7.97163E-07  -2.23564E+04   2.79894E+02   7.01736E+02   6.47372E-03   1.02429E+03   6.16764E-03  -1.08461E+02   1.37003E-01  -8.67686E+03   9.41099E+08   3.45418E+03
 7.97239E-07  -2.23492E+04   2.79712E+02   7.01750E+02   6.47327E-03   1.02430E+03   6.16786E-03  -1.08491E+02   1.36995E-01  -8.67927E+03   9.41622E+08   3.45425E+03
 7.97315E-07  -2.23419E+04   2.79529E+02   7.01763E+02   6.47280E-03   1.02431E+03   6.16808E-03  -1.08521E+02   1.36987E-01  -8.68169E+03   9.42146E+08   3.45433E+03
 7.97391E-07  -2.23346E+04   2.79346E+02   7.01777E+02   6.47235E-03   1.02432E+03   6.16830E-03  -1.08551E+02   1.36979E-01  -8.68409E+03   9.42669E+08   3.45440E+03
 7.97467E-07  -2.23271E+04   2.79161E+02   7.01791E+02   6.47189E-03   1.02433E+03   6.16852E-03  -1.08581E+02   1.36971E-01  -8.68650E+03   9.43191E+08   3.45447E+03
 7.97543E-07  -2.23197E+04   2.78975E+02   7.01805E+02   6.47143E-03   1.02434E+03   6.16874E-03  -1.08611E+02   1.36964E-01  -8.68891E+03   9.43714E+08   3.45455E+03
 7.97619E-07  -2.23123E+04   2.78789E+02   7.01819E+02   6.47097E-03   1.02435E+03   6.16896E-03  -1.08641E+02   1.36956E-01  -8.69132E+03   9.44237E+08   3.45462E+03
 7.97695E-07  -2.23049E+04   2.78604E+02   7.01833E+02   6.47051E-03   1.02436E+03   6.16918E-03  -1.08672E+02   1.36948E-01  -8.69372E+03   9.44761E+08   3.45470E+03
 7.97771E-07  -2.22974E+04   2.78418E+02   7.01847E+02   6.47005E-03   1.02437E+03   6.16940E-03  -1.08702E+02   1.36940E-01  -8.69613E+03   9.45284E+08   3.45477E+03
 7.97847E-07  -2.22900E+04   2.78232E+02   7.01861E+02   6.46959E-03   1.02437E+03   6.16961E-03  -1.08732E+02   1.36932E-01  -8.69853E+03   9.45805E+08   3.45485E+03
 7.97923E-07  -2.22826E+04   2.78047E+02   7.01875E+02   6.46913E-03   1.02438E+03   6.16983E-03  -1.08762E+02   1.36924E-01  -8.70092E+03   9.46326E+08   3.45492E+03
 7.97999E-07  -2.22751E+04   2.77861E+02   7.01889E+02   6.46867E-03   1.02439E+03   6.17005E-03  -1.08791E+02   1.36916E-01  -8.70331E+03   9.46846E+08   3.45499E+03
 7.98075E-07  -2.22677E+04   2.77676E+02   7.01903E+02   6.46821E-03   1.02440E+03   6.17027E-03  -1.08821E+02   1.36908E-01  -8.70571E+03   9.47367E+08   3.45507E+03
 7.98151E-07  -2.22602E+04   2.77490E+02   7.01917E+02   6.46775E-03   1.02441E+03   6.17049E-03  -1.08851E+02   1.36900E-01  -8.70808E+03   9.47884E+08   3.45514E+03
 7.98227E-07  -2.22528E+04   2.77304E+02   7.01930E+02   6.46730E-03   1.02442E+03   6.17071E-03  -1.08881E+02   1.36892E-01  -8.71046E+03   9.48401E+08   3.45522E+03
 7.98303E-07  -2.22453E+04   2.77119E+02   7.01944E+02   6.46684E-03   1.02443E+03   6.17093E-03  -1.08910E+02   1.36884E-01  -8.71283E+03   9.48918E+08   3.45529E+03
 7.98379E-07  -2.22379E+04   2.76933E+02   7.01958E+02   6.46638E-03   1.02444E+03   6.17115E-03  -1.08940E+02   1.36876E-01  -8.71520E+03   9.49433E+08   3.45536E+03
 7.98455E-07  -2.22304E+04   2.76748E+02   7.01972E+02   6.46592E-03   1.02445E+03   6.17136E-03  -1.08970E+02   1.36868E-01  -8.71756E+03   9.49949E+08   3.45544E+03
 7.98531E-07  -2.22230E+04   2.76562E+02   7.01986E+02   6.46546E-03   1.02446E+03   6.17158E-03  -1.08999E+02   1.36860E-01  -8.71993E+03   9.50465E+08   3.45551E+03
 7.98607E-07  -2.22155E+04   2.76377E+02   7.02000E+02   6.46500E-03   1.02447E+03   6.17180E-03  -1.09029E+02   1.36853E-01  -8.72230E+03   9.50981E+08   3.45559E+03
 7.98683E-07  -2.22081E+04   2.76191E+02   7.02014E+02   6.46455E-03   1.02448E+03   6.17202E-03  -1.09058E+02   1.36845E-01  -8.72467E+03   9.51497E+08   3.45566E+03
 7.98759E-07  -2.22006E+04   2.76006E+02   7.02028E+02   6.46409E-03   1.02449E+03   6.17224E-03  -1.09088E+02   1.36837E-01  -8.72703E+03   9.52014E+08   3.45574E+03
 7.98835E-07  -2.21932E+04   2.75821E+02   7.02042E+02   6.46363E-03   1.02450E+03   6.17246E-03  -1.09118E+02   1.36829E-01  -8.72940E+03   9.52530E+08   3.45581E+03
 7.98911E-07  -2.21857E+04   2.75636E+02   7.02056E+02   6.46317E-03   1.02450E+03   6.17268E-03  -1.09147E+02   1.36821E-01  -8.73177E+03   9.53047E+08   3.45588E+03
 7.98987E-07  -2.21783E+04   2.75450E+02   7.02070E+02   6.46271E-03   1.02451E+03   6.17290E-03  -1.09177E+02   1.36813E-01  -8.73413E+03   9.53563E+08   3.45596E+03
 7.99063E-07  -2.21708E+04   2.75265E+02   7.02084E+02   6.46225E-03   1.02452E+03   6.17311E-03  -1.09206E+02   1.36805E-01  -8.73649E+03   9.54079E+08   3.45603E+03
 7.99139E-07  -2.21633E+04   2.75080E+02   7.02097E+02   6.46180E-03   1.02453E+03   6.17333E-03  -1.09236E+02   1.36797E-01  -8.73884E+03   9.54592E+08   3.45611E+03
 7.99216E-07  -2.21559E+04   2.74894E+02   7.02111E+02   6.46134E-03   1.02454E+03   6.17355E-03  -1.09265E+02   1.36789E-01  -8.74120E+03   9.55107E+08   3.45618E+03
 7.99292E-07  -2.21484E+04   2.74709E+02   7.02125E+02   6.46088E-03   1.02455E+03   6.17377E-03  -1.09294E+02   1.36781E-01  -8.74355E+03   9.55622E+08   3.45626E+03
 7.99368E-07  -2.21409E+04   2.74524E+02   7.02139E+02   6.46042E-03   1.02456E+03   6.17399E-03  -1.09324E+02   1.36773E-01  -8.74590E+03   9.56135E+08   3.45633E+03
 7.99444E-07  -2.21335E+04   2.74339E+02   7.02153E+02   6.45997E-03   1.02457E+03   6.17421E-03  -1.09353E+02   1.36765E-01  -8.74824E+03   9.56647E+08   3.45640E+03
 7.99520E-07  -2.21260E+04   2.74154E+02   7.02167E+02   6.45951E-03   1.02458E+03   6.17443E-03  -1.09382E+02   1.36757E-01  -8.75058E+03   9.57157E+08   3.45648E+03
 7.99596E-07  -2.21186E+04   2.73969E+02   7.02181E+02   6.45905E-03   1.02459E+03   6.17465E-03  -1.09411E+02   1.36749E-01  -8.75291E+03   9.57668E+08   3.45655E+03
 7.99672E-07  -2.21111E+04   2.73784E+02   7.02195E+02   6.45859E-03   1.02460E+03   6.17486E-03  -1.09441E+02   1.36742E-01  -8.75525E+03   9.58179E+08   3.45663E+03
 7.99748E-07  -2.21036E+04   2.73600E+02   7.02209E+02   6.45814E-03   1.02461E+03   6.17508E-03  -1.09470E+02   1.36734E-01  -8.75758E+03   9.58690E+08   3.45670E+03
 7.99824E-07  -2.20962E+04   2.73415E+02   7.02223E+02   6.45768E-03   1.02462E+03   6.17530E-03  -1.09499E+02   1.36726E-01  -8.75991E+03   9.59201E+08   3.45677E+03
 7.99900E-07  -2.20887E+04   2.73230E+02   7.02237E+02   6.45722E-03   1.02463E+03   6.17552E-03  -1.09528E+02   1.36718E-01  -8.76225E+03   9.59712E+08   3.45685E+03
 7.99976E-07  -2.20812E+04   2.73046E+02   7.02251E+02   6.45676E-03   1.02463E+03   6.17574E-03  -1.09557E+02   1.36710E-01  -8.76458E+03   9.60224E+08   3.45692E+03
 8.00052E-07  -2.20738E+04   2.72861E+02   7.02264E+02   6.45631E-03   1.02464E+03   6.17596E-03  -1.09586E+02   1.36702E-01  -8.76692E+03   9.60736E+08   3.45700E+03
 8.00128E-07  -2.20663E+04   2.72676E+02   7.02278E+02   6.45585E-03   1.02465E+03   6.17618E-03  -1.09616E+02   1.36694E-01  -8.76925E+03   9.61247E+08   3.45707E+03
 8.00204E-07  -2.20588E+04   2.72491E+02   7.02292E+02   6.45539E-03   1.02466E+03   6.17639E-03  -1.09645E+02   1.36686E-01  -8.77159E+03   9.61759E+08   3.45715E+03
 8.00280E-07  -2.20514E+04   2.72307E+02   7.02306E+02   6.45494E-03   1.02467E+03   6.17661E-03  -1.09674E+02   1.36678E-01  -8.77392E+03   9.62271E+08   3.45722E+03
 8.00356E-07  -2.20439E+04   2.72122E+02   7.02320E+02   6.45448E-03   1.02468E+03   6.17683E-03  -1.09703E+02   1.36670E-01  -8.77626E+03   9.62784E+08   3.45729E+03
 8.00432E-07  -2.20364E+04   2.71938E+02   7.02334E+02   6.45402E-03   1.02469E+03   6.17705E-03  -1.09732E+02   1.36662E-01  -8.77859E+03   9.63296E+08   3.45737E+03
 8.00508E-07  -2.20289E+04   2.71754E+02   7.02348E+02   6.45356E-03   1.02470E+03   6.17727E-03  -1.09762E+02   1.36654E-01  -8.78093E+03   9.63808E+08   3.45744E+03
 8.00584E-07  -2.20215E+04   2.71569E+02   7.02362E+02   6.45311E-03   1.02471E+03   6.17749E-03  -1.09791E+02   1.36646E-01  -8.78326E+03   9.64321E+08   3.45752E+03
 8.00660E-07  -2.20140E+04   2.71385E+02   7.02376E+02   6.45265E-03   1.02472E+03   6.17771E-03  -1.09820E+02   1.36638E-01  -8.78559E+03   9.64832E+08   3.45759E+03
 8.00736E-07  -2.20065E+04   2.71201E+02   7.02390E+02   6.45220E-03   1.02473E+03   6.17793E-03  -1.09849E+02   1.36631E-01  -8.78790E+03   9.65341E+08   3.45767E+03
 8.00812E-07  -2.19990E+04   2.71016E+02   7.02404E+02   6.45174E-03   1.02474E+03   6.17814E-03  -1.09878E+02   1.36623E-01  -8.79020E+03   9.65845E+08   3.45774E+03
 8.00888E-07  -2.19915E+04   2.70832E+02   7.02418E+02   6.45128E-03   1.02475E+03   6.17836E-03  -1.09906E+02   1.36615E-01  -8.79250E+03   9.66351E+08   3.45781E+03
 8.00964E-07  -2.19841E+04   2.70647E+02   7.02431E+02   6.45083E-03   1.02476E+03   6.17858E-03  -1.09935E+02   1.36607E-01  -8.79480E+03   9.66855E+08   3.45789E+03
 8.01040E-07  -2.19766E+04   2.70463E+02   7.02445E+02   6.45037E-03   1.02476E+03   6.17880E-03  -1.09964E+02   1.36599E-01  -8.79709E+03   9.67359E+08   3.45796E+03
 8.01116E-07  -2.19691E+04   2.70279E+02   7.02459E+02   6.44991E-03   1.02477E+03   6.17902E-03  -1.09992E+02   1.36591E-01  -8.79938E+03   9.67864E+08   3.45804E+03
 8.01192E-07  -2.19616E+04   2.70095E+02   7.02473E+02   6.44946E-03   1.02478E+03   6.17924E-03  -1.10021E+02   1.36583E-01  -8.80167E+03   9.68368E+08   3.45811E+03
 8.01268E-07  -2.19541E+04   2.69911E+02   7.02487E+02   6.44900E-03   1.02479E+03   6.17945E-03  -1.10050E+02   1.36575E-01  -8.80396E+03   9.68872E+08   3.45819E+03
 8.01344E-07  -2.19466E+04   2.69727E+02   7.02501E+02   6.44855E-03   1.02480E+03   6.17967E-03  -1.10078E+02   1.36567E-01  -8.80625E+03   9.69375E+08   3.45826E+03
 8.01420E-07  -2.19391E+04   2.69543E+02   7.02515E+02   6.44809E-03   1.02481E+03   6.17989E-03  -1.10107E+02   1.36559E-01  -8.80854E+03   9.69879E+08   3.45833E+03
 8.01496E-07  -2.19317E+04   2.69359E+02   7.02529E+02   6.44763E-03   1.02482E+03   6.18011E-03  -1.10135E+02   1.36551E-01  -8.81082E+03   9.70382E+08   3.45841E+03
 8.01572E-07  -2.19242E+04   2.69175E+02   7.02543E+02   6.44718E-03   1.02483E+03   6.18033E-03  -1.10164E+02   1.36543E-01  -8.81310E+03   9.70884E+08   3.45848E+03
 8.01648E-07  -2.19167E+04   2.68991E+02   7.02557E+02   6.44672E-03   1.02484E+03   6.18055E-03  -1.10192E+02   1.36535E-01  -8.81538E+03   9.71386E+08   3.45856E+03
 8.01724E-07  -2.19092E+04   2.68807E+02   7.02571E+02   6.44626E-03   1.02485E+03   6.18077E-03  -1.10221E+02   1.36528E-01  -8.81765E+03   9.71888E+08   3.45863E+03
 8.01800E-07  -2.19017E+04   2.68624E+02   7.02585E+02   6.44581E-03   1.02486E+03   6.18098E-03  -1.10249E+02   1.36520E-01  -8.81992E+03   9.72387E+08   3.45870E+03
 8.01876E-07  -2.18942E+04   2.68440E+02   7.02598E+02   6.44535E-03   1.02487E+03   6.18120E-03  -1.10277E+02   1.36512E-01  -8.82219E+03   9.72888E+08   3.45878E+03
 8.01952E-07  -2.18867E+04   2.68256E+02   7.02612E+02   6.44490E-03   1.02488E+03   6.18142E-03  -1.10306E+02   1.36504E-01  -8.82446E+03   9.73388E+08   3.45885E+03
 8.02028E-07  -2.18792E+04   2.68073E+02   7.02626E+02   6.44444E-03   1.02489E+03   6.18164E-03  -1.10334E+02   1.36496E-01  -8.82672E+03   9.73888E+08   3.45893E+03
 8.02104E-07  -2.18718E+04   2.67889E+02   7.02640E+02   6.44399E-03   1.02489E+03   6.18186E-03  -1.10362E+02   1.36488E-01  -8.82899E+03   9.74388E+08   3.45900E+03
 8.02179E-07  -2.18643E+04   2.67706E+02   7.02654E+02   6.44353E-03   1.02490E+03   6.18208E-03  -1.10391E+02   1.36480E-01  -8.83125E+03   9.74887E+08   3.45908E+03
 8.02255E-07  -2.18568E+04   2.67522E+02   7.02668E+02   6.44308E-03   1.02491E+03   6.18230E-03  -1.10419E+02   1.36472E-01  -8.83351E+03   9.75386E+08   3.45915E+03
 8.02331E-07  -2.18493E+04   2.67338E+02   7.02682E+02   6.44262E-03   1.02492E+03   6.18251E-03  -1.10447E+02   1.36464E-01  -8.83577E+03   9.75885E+08   3.45922E+03
 8.02407E-07  -2.18418E+04   2.67155E+02   7.02696E+02   6.44217E-03   1.02493E+03   6.18273E-03  -1.10475E+02   1.36456E-01  -8.83803E+03   9.76385E+08   3.45930E+03
 8.02483E-07  -2.18342E+04   2.66971E+02   7.02710E+02   6.44171E-03   1.02494E+03   6.18295E-03  -1.10504E+02   1.36448E-01  -8.84029E+03   9.76884E+08   3.45937E+03
 8.02559E-07  -2.18267E+04   2.66788E+02   7.02724E+02   6.44126E-03   1.02495E+03   6.18317E-03  -1.10532E+02   1.36440E-01  -8.84255E+03   9.77383E+08   3.45945E+03
 8.02635E-07  -2.18192E+04   2.66605E+02   7.02738E+02   6.44080E-03   1.02496E+03   6.18339E-03  -1.10560E+02   1.36432E-01  -8.84481E+03   9.77883E+08   3.45952E+03
 8.02711E-07  -2.18117E+04   2.66421E+02   7.02752E+02   6.44035E-03   1.02497E+03   6.18361E-03  -1.10588E+02   1.36424E-01  -8.84707E+03   9.78383E+08   3.45960E+03
 8.02787E-07  -2.18042E+04   2.66238E+02   7.02765E+02   6.43989E-03   1.02498E+03   6.18382E-03  -1.10617E+02   1.36417E-01  -8.84932E+03   9.78882E+08   3.45967E+03
 8.02863E-07  -2.17967E+04   2.66055E+02   7.02779E+02   6.43944E-03   1.02499E+03   6.18404E-03  -1.10645E+02   1.36409E-01  -8.85158E+03   9.79381E+08   3.45974E+03
 8.02939E-07  -2.17892E+04   2.65872E+02   7.02793E+02   6.43898E-03   1.02500E+03   6.18426E-03  -1.10673E+02   1.36401E-01  -8.85384E+03   9.79881E+08   3.45982E+03
 8.03015E-07  -2.17817E+04   2.65689E+02   7.02807E+02   6.43853E-03   1.02501E+03   6.18448E-03  -1.10701E+02   1.36393E-01  -8.85609E+03   9.80380E+08   3.45989E+03
 8.03091E-07  -2.17742E+04   2.65506E+02   7.02821E+02   6.43807E-03   1.02502E+03   6.18470E-03  -1.10729E+02   1.36385E-01  -8.85834E+03   9.80877E+08   3.45997E+03
