Time (s)   V_brick (kV)             E_brick (kJ)             I_brick (kA)             V_out (kV)               P_out (MW)               E_out (J)                
 1.50822E-07   7.64863E+01   8.19021E-01   7.30005E+01   4.93556E+01   3.60298E+03   2.40663E+02
 1.50947E-07   7.64532E+01   8.18313E-01   7.30268E+01   4.93734E+01   3.60559E+03   2.41117E+02
 1.51074E-07   7.64202E+01   8.17606E-01   7.30532E+01   4.93913E+01   3.60819E+03   2.41570E+02
 1.51200E-07   7.63871E+01   8.16899E-01   7.30796E+01   4.94091E+01   3.61080E+03   2.42026E+02
 1.51326E-07   7.63541E+01   8.16193E-01   7.31059E+01   4.94269E+01   3.61340E+03   2.42481E+02
 1.51452E-07   7.63211E+01   8.15486E-01   7.31322E+01   4.94447E+01   3.61599E+03   2.42937E+02
 1.51577E-07   7.62880E+01   8.14780E-01   7.31584E+01   4.94624E+01   3.61859E+03   2.43393E+02
 1.51704E-07   7.62550E+01   8.14074E-01   7.31847E+01   4.94802E+01   3.62119E+03   2.43848E+02
 1.51829E-07   7.62219E+01   8.13369E-01   7.32109E+01   4.94979E+01   3.62379E+03   2.44304E+02
 1.51956E-07   7.61889E+01   8.12664E-01   7.32372E+01   4.95157E+01   3.62639E+03   2.44762E+02
 1.52081E-07   7.61558E+01   8.11959E-01   7.32634E+01   4.95334E+01   3.62899E+03   2.45219E+02
 1.52208E-07   7.61228E+01   8.11254E-01   7.32897E+01   4.95512E+01   3.63159E+03   2.45677E+02
 1.52333E-07   7.60897E+01   8.10550E-01   7.33159E+01   4.95689E+01   3.63419E+03   2.46134E+02
 1.52460E-07   7.60566E+01   8.09846E-01   7.33421E+01   4.95866E+01   3.63678E+03   2.46592E+02
 1.52585E-07   7.60236E+01   8.09142E-01   7.33682E+01   4.96043E+01   3.63938E+03   2.47050E+02
 1.52712E-07   7.59905E+01   8.08439E-01   7.33944E+01   4.96219E+01   3.64197E+03   2.47509E+02
 1.52838E-07   7.59575E+01   8.07735E-01   7.34204E+01   4.96396E+01   3.64456E+03   2.47969E+02
 1.52964E-07   7.59244E+01   8.07032E-01   7.34465E+01   4.96572E+01   3.64714E+03   2.48428E+02
 1.53090E-07   7.58913E+01   8.06329E-01   7.34725E+01   4.96748E+01   3.64973E+03   2.48888E+02
 1.53215E-07   7.58583E+01   8.05627E-01   7.34985E+01   4.96924E+01   3.65231E+03   2.49347E+02
 1.53342E-07   7.58252E+01   8.04924E-01   7.35245E+01   4.97099E+01   3.65490E+03   2.49807E+02
 1.53467E-07   7.57921E+01   8.04222E-01   7.35505E+01   4.97275E+01   3.65748E+03   2.50268E+02
 1.53594E-07   7.57591E+01   8.03521E-01   7.35764E+01   4.97450E+01   3.66006E+03   2.50730E+02
 1.53719E-07   7.57260E+01   8.02819E-01   7.36023E+01   4.97626E+01   3.66264E+03   2.51191E+02
 1.53846E-07   7.56929E+01   8.02119E-01   7.36277E+01   4.97797E+01   3.66517E+03   2.51653E+02
 1.53971E-07   7.56599E+01   8.01418E-01   7.36531E+01   4.97968E+01   3.66769E+03   2.52114E+02
 1.54098E-07   7.56268E+01   8.00717E-01   7.36784E+01   4.98140E+01   3.67021E+03   2.52576E+02
 1.54223E-07   7.55937E+01   8.00017E-01   7.37037E+01   4.98311E+01   3.67273E+03   2.53039E+02
 1.54350E-07   7.55606E+01   7.99316E-01   7.37289E+01   4.98481E+01   3.67524E+03   2.53503E+02
 1.54476E-07   7.55275E+01   7.98615E-01   7.37541E+01   4.98651E+01   3.67776E+03   2.53966E+02
 1.54602E-07   7.54943E+01   7.97915E-01   7.37793E+01   4.98822E+01   3.68027E+03   2.54429E+02
 1.54728E-07   7.54611E+01   7.97213E-01   7.38045E+01   4.98992E+01   3.68279E+03   2.54893E+02
 1.54853E-07   7.54279E+01   7.96511E-01   7.38297E+01   4.99162E+01   3.68530E+03   2.55356E+02
 1.54980E-07   7.53946E+01   7.95809E-01   7.38549E+01   4.99333E+01   3.68782E+03   2.55821E+02
 1.55105E-07   7.53614E+01   7.95108E-01   7.38801E+01   4.99503E+01   3.69033E+03   2.56287E+02
 1.55232E-07   7.53281E+01   7.94406E-01   7.39053E+01   4.99673E+01   3.69285E+03   2.56752E+02
 1.55357E-07   7.52948E+01   7.93704E-01   7.39303E+01   4.99843E+01   3.69535E+03   2.57217E+02
 1.55484E-07   7.52615E+01   7.93002E-01   7.39554E+01   5.00012E+01   3.69786E+03   2.57682E+02
 1.55609E-07   7.52282E+01   7.92300E-01   7.39801E+01   5.00180E+01   3.70034E+03   2.58148E+02
 1.55736E-07   7.51949E+01   7.91599E-01   7.40046E+01   5.00345E+01   3.70279E+03   2.58613E+02
 1.55861E-07   7.51617E+01   7.90898E-01   7.40291E+01   5.00511E+01   3.70524E+03   2.59078E+02
 1.55988E-07   7.51284E+01   7.90198E-01   7.40536E+01   5.00676E+01   3.70769E+03   2.59544E+02
 1.56114E-07   7.50951E+01   7.89497E-01   7.40780E+01   5.00841E+01   3.71013E+03   2.60012E+02
 1.56240E-07   7.50618E+01   7.88797E-01   7.41024E+01   5.01006E+01   3.71258E+03   2.60482E+02
 1.56366E-07   7.50285E+01   7.88098E-01   7.41267E+01   5.01171E+01   3.71502E+03   2.60951E+02
 1.56491E-07   7.49952E+01   7.87399E-01   7.41511E+01   5.01335E+01   3.71746E+03   2.61420E+02
 1.56618E-07   7.49619E+01   7.86700E-01   7.41754E+01   5.01500E+01   3.71989E+03   2.61889E+02
 1.56743E-07   7.49286E+01   7.86001E-01   7.41997E+01   5.01664E+01   3.72233E+03   2.62358E+02
 1.56870E-07   7.48953E+01   7.85302E-01   7.42239E+01   5.01828E+01   3.72477E+03   2.62827E+02
 1.56995E-07   7.48619E+01   7.84603E-01   7.42482E+01   5.01992E+01   3.72720E+03   2.63296E+02
 1.57122E-07   7.48286E+01   7.83904E-01   7.42724E+01   5.02156E+01   3.72963E+03   2.63765E+02
 1.57247E-07   7.47952E+01   7.83205E-01   7.42966E+01   5.02319E+01   3.73206E+03   2.64234E+02
 1.57374E-07   7.47618E+01   7.82506E-01   7.43207E+01   5.02482E+01   3.73449E+03   2.64704E+02
 1.57499E-07   7.47284E+01   7.81808E-01   7.43448E+01   5.02645E+01   3.73691E+03   2.65173E+02
 1.57626E-07   7.46951E+01   7.81109E-01   7.43689E+01   5.02808E+01   3.73933E+03   2.65643E+02
 1.57752E-07   7.46617E+01   7.80411E-01   7.43930E+01   5.02971E+01   3.74176E+03   2.66116E+02
 1.57878E-07   7.46283E+01   7.79713E-01   7.44170E+01   5.03134E+01   3.74417E+03   2.66589E+02
 1.58004E-07   7.45949E+01   7.79015E-01   7.44410E+01   5.03296E+01   3.74659E+03   2.67062E+02
 1.58129E-07   7.45614E+01   7.78317E-01   7.44650E+01   5.03458E+01   3.74900E+03   2.67535E+02
 1.58256E-07   7.45280E+01   7.77620E-01   7.44890E+01   5.03620E+01   3.75142E+03   2.68008E+02
 1.58381E-07   7.44946E+01   7.76923E-01   7.45130E+01   5.03783E+01   3.75384E+03   2.68481E+02
 1.58508E-07   7.44612E+01   7.76227E-01   7.45370E+01   5.03944E+01   3.75625E+03   2.68954E+02
 1.58633E-07   7.44278E+01   7.75530E-01   7.45609E+01   5.04106E+01   3.75866E+03   2.69427E+02
 1.58760E-07   7.43944E+01   7.74834E-01   7.45848E+01   5.04268E+01   3.76107E+03   2.69900E+02
 1.58885E-07   7.43610E+01   7.74139E-01   7.46087E+01   5.04429E+01   3.76348E+03   2.70373E+02
 1.59012E-07   7.43276E+01   7.73443E-01   7.46320E+01   5.04587E+01   3.76583E+03   2.70846E+02
 1.59137E-07   7.42942E+01   7.72748E-01   7.46553E+01   5.04745E+01   3.76819E+03   2.71319E+02
 1.59264E-07   7.42608E+01   7.72054E-01   7.46786E+01   5.04902E+01   3.77054E+03   2.71794E+02
 1.59390E-07   7.42274E+01   7.71358E-01   7.47019E+01   5.05060E+01   3.77289E+03   2.72271E+02
 1.59516E-07   7.41940E+01   7.70664E-01   7.47252E+01   5.05217E+01   3.77524E+03   2.72748E+02
 1.59642E-07   7.41605E+01   7.69969E-01   7.47484E+01   5.05374E+01   3.77759E+03   2.73225E+02
 1.59767E-07   7.41270E+01   7.69274E-01   7.47715E+01   5.05530E+01   3.77993E+03   2.73702E+02
 1.59894E-07   7.40936E+01   7.68580E-01   7.47947E+01   5.05687E+01   3.78227E+03   2.74178E+02
 1.60019E-07   7.40601E+01   7.67886E-01   7.48178E+01   5.05843E+01   3.78461E+03   2.74655E+02
 1.60146E-07   7.40266E+01   7.67192E-01   7.48409E+01   5.05999E+01   3.78695E+03   2.75132E+02
 1.60271E-07   7.39932E+01   7.66499E-01   7.48640E+01   5.06155E+01   3.78928E+03   2.75609E+02
 1.60398E-07   7.39597E+01   7.65806E-01   7.48870E+01   5.06311E+01   3.79161E+03   2.76086E+02
 1.60523E-07   7.39263E+01   7.65113E-01   7.49101E+01   5.06467E+01   3.79395E+03   2.76562E+02
 1.60650E-07   7.38928E+01   7.64420E-01   7.49331E+01   5.06622E+01   3.79628E+03   2.77039E+02
 1.60775E-07   7.38593E+01   7.63728E-01   7.49560E+01   5.06777E+01   3.79860E+03   2.77516E+02
 1.60902E-07   7.38258E+01   7.63036E-01   7.49784E+01   5.06929E+01   3.80088E+03   2.77995E+02
 1.61028E-07   7.37924E+01   7.62344E-01   7.50009E+01   5.07081E+01   3.80315E+03   2.78476E+02
 1.61154E-07   7.37589E+01   7.61653E-01   7.50233E+01   5.07232E+01   3.80542E+03   2.78957E+02
 1.61280E-07   7.37254E+01   7.60962E-01   7.50457E+01   5.07384E+01   3.80769E+03   2.79437E+02
 1.61405E-07   7.36920E+01   7.60271E-01   7.50680E+01   5.07535E+01   3.80996E+03   2.79918E+02
 1.61532E-07   7.36585E+01   7.59580E-01   7.50903E+01   5.07686E+01   3.81223E+03   2.80399E+02
 1.61657E-07   7.36250E+01   7.58890E-01   7.51127E+01   5.07837E+01   3.81449E+03   2.80879E+02
 1.61784E-07   7.35916E+01   7.58201E-01   7.51349E+01   5.07987E+01   3.81676E+03   2.81360E+02
 1.61909E-07   7.35581E+01   7.57511E-01   7.51572E+01   5.08138E+01   3.81902E+03   2.81841E+02
 1.62036E-07   7.35246E+01   7.56822E-01   7.51794E+01   5.08288E+01   3.82128E+03   2.82321E+02
 1.62161E-07   7.34911E+01   7.56133E-01   7.52016E+01   5.08438E+01   3.82353E+03   2.82802E+02
 1.62288E-07   7.34577E+01   7.55444E-01   7.52237E+01   5.08588E+01   3.82579E+03   2.83283E+02
 1.62413E-07   7.34242E+01   7.54756E-01   7.52458E+01   5.08737E+01   3.82803E+03   2.83763E+02
 1.62540E-07   7.33907E+01   7.54068E-01   7.52680E+01   5.08887E+01   3.83029E+03   2.84244E+02
 1.62666E-07   7.33572E+01   7.53380E-01   7.52900E+01   5.09036E+01   3.83253E+03   2.84729E+02
 1.62792E-07   7.33237E+01   7.52692E-01   7.53121E+01   5.09185E+01   3.83478E+03   2.85213E+02
 1.62918E-07   7.32902E+01   7.52004E-01   7.53341E+01   5.09334E+01   3.83702E+03   2.85698E+02
 1.63043E-07   7.32567E+01   7.51316E-01   7.53561E+01   5.09483E+01   3.83926E+03   2.86182E+02
 1.63170E-07   7.32230E+01   7.50625E-01   7.53781E+01   5.09631E+01   3.84151E+03   2.86667E+02
 1.63295E-07   7.31893E+01   7.49934E-01   7.54001E+01   5.09780E+01   3.84375E+03   2.87151E+02
 1.63422E-07   7.31555E+01   7.49243E-01   7.54221E+01   5.09928E+01   3.84598E+03   2.87636E+02
 1.63547E-07   7.31218E+01   7.48552E-01   7.54440E+01   5.10077E+01   3.84822E+03   2.88120E+02
 1.63674E-07   7.30881E+01   7.47862E-01   7.54658E+01   5.10225E+01   3.85045E+03   2.88605E+02
 1.63799E-07   7.30544E+01   7.47172E-01   7.54878E+01   5.10373E+01   3.85269E+03   2.89089E+02
 1.63926E-07   7.30207E+01   7.46482E-01   7.55096E+01   5.10520E+01   3.85492E+03   2.89574E+02
 1.64051E-07   7.29869E+01   7.45793E-01   7.55315E+01   5.10668E+01   3.85715E+03   2.90058E+02
 1.64178E-07   7.29532E+01   7.45104E-01   7.55533E+01   5.10816E+01   3.85938E+03   2.90543E+02
 1.64304E-07   7.29195E+01   7.44416E-01   7.55745E+01   5.10959E+01   3.86155E+03   2.91029E+02
 1.64430E-07   7.28858E+01   7.43727E-01   7.55956E+01   5.11102E+01   3.86370E+03   2.91518E+02
 1.64556E-07   7.28521E+01   7.43039E-01   7.56166E+01   5.11244E+01   3.86585E+03   2.92006E+02
 1.64681E-07   7.28183E+01   7.42351E-01   7.56376E+01   5.11386E+01   3.86800E+03   2.92494E+02
 1.64808E-07   7.27846E+01   7.41664E-01   7.56586E+01   5.11528E+01   3.87014E+03   2.92983E+02
 1.64933E-07   7.27509E+01   7.40977E-01   7.56796E+01   5.11670E+01   3.87229E+03   2.93471E+02
 1.65060E-07   7.27172E+01   7.40290E-01   7.57006E+01   5.11812E+01   3.87444E+03   2.93959E+02
 1.65185E-07   7.26835E+01   7.39604E-01   7.57216E+01   5.11954E+01   3.87659E+03   2.94448E+02
 1.65312E-07   7.26497E+01   7.38918E-01   7.57426E+01   5.12095E+01   3.87874E+03   2.94936E+02
 1.65437E-07   7.26160E+01   7.38232E-01   7.57636E+01   5.12237E+01   3.88089E+03   2.95424E+02
 1.65564E-07   7.25819E+01   7.37539E-01   7.57846E+01   5.12379E+01   3.88304E+03   2.95913E+02
 1.65689E-07   7.25473E+01   7.36836E-01   7.58056E+01   5.12521E+01   3.88520E+03   2.96401E+02
 1.65816E-07   7.25127E+01   7.36133E-01   7.58266E+01   5.12663E+01   3.88735E+03   2.96889E+02
 1.65942E-07   7.24781E+01   7.35431E-01   7.58476E+01   5.12805E+01   3.88950E+03   2.97378E+02
