Time (s)   V_brick (kV)             E_brick (kJ)             I_brick (kA)             V_out (kV)               P_out (MW)               E_out (J)                
 9.88092E-07  -5.57777E+00   4.35562E-03  -1.23417E+01  -8.34425E+00   1.02983E+02   1.38787E+03
 9.88217E-07  -5.57223E+00   4.34697E-03  -1.23391E+01  -8.34245E+00   1.02938E+02   1.38789E+03
 9.88344E-07  -5.56670E+00   4.33833E-03  -1.23364E+01  -8.34064E+00   1.02894E+02   1.38790E+03
 9.88470E-07  -5.56116E+00   4.32971E-03  -1.23337E+01  -8.33884E+00   1.02849E+02   1.38792E+03
 9.88596E-07  -5.55562E+00   4.32109E-03  -1.23311E+01  -8.33703E+00   1.02804E+02   1.38794E+03
 9.88722E-07  -5.55008E+00   4.31248E-03  -1.23284E+01  -8.33521E+00   1.02760E+02   1.38795E+03
 9.88848E-07  -5.54455E+00   4.30388E-03  -1.23256E+01  -8.33335E+00   1.02714E+02   1.38797E+03
 9.88974E-07  -5.53901E+00   4.29529E-03  -1.23229E+01  -8.33149E+00   1.02668E+02   1.38798E+03
 9.89100E-07  -5.53347E+00   4.28670E-03  -1.23201E+01  -8.32962E+00   1.02622E+02   1.38800E+03
 9.89226E-07  -5.52794E+00   4.27813E-03  -1.23174E+01  -8.32776E+00   1.02576E+02   1.38801E+03
 9.89352E-07  -5.52240E+00   4.26956E-03  -1.23146E+01  -8.32590E+00   1.02530E+02   1.38803E+03
 9.89477E-07  -5.51686E+00   4.26101E-03  -1.23118E+01  -8.32403E+00   1.02484E+02   1.38804E+03
 9.89604E-07  -5.51132E+00   4.25246E-03  -1.23091E+01  -8.32216E+00   1.02438E+02   1.38806E+03
 9.89730E-07  -5.50579E+00   4.24392E-03  -1.23063E+01  -8.32030E+00   1.02392E+02   1.38807E+03
 9.89855E-07  -5.50025E+00   4.23539E-03  -1.23035E+01  -8.31842E+00   1.02346E+02   1.38809E+03
 9.89982E-07  -5.49472E+00   4.22687E-03  -1.23008E+01  -8.31655E+00   1.02300E+02   1.38810E+03
 9.90108E-07  -5.48919E+00   4.21836E-03  -1.22980E+01  -8.31468E+00   1.02254E+02   1.38812E+03
 9.90234E-07  -5.48365E+00   4.20987E-03  -1.22952E+01  -8.31280E+00   1.02208E+02   1.38814E+03
 9.90360E-07  -5.47813E+00   4.20138E-03  -1.22924E+01  -8.31092E+00   1.02162E+02   1.38815E+03
 9.90486E-07  -5.47260E+00   4.19291E-03  -1.22897E+01  -8.30904E+00   1.02115E+02   1.38817E+03
 9.90612E-07  -5.46707E+00   4.18444E-03  -1.22869E+01  -8.30716E+00   1.02069E+02   1.38818E+03
 9.90738E-07  -5.46154E+00   4.17599E-03  -1.22841E+01  -8.30529E+00   1.02023E+02   1.38820E+03
 9.90864E-07  -5.45602E+00   4.16754E-03  -1.22813E+01  -8.30340E+00   1.01977E+02   1.38821E+03
 9.90990E-07  -5.45049E+00   4.15910E-03  -1.22785E+01  -8.30149E+00   1.01930E+02   1.38823E+03
 9.91115E-07  -5.44496E+00   4.15067E-03  -1.22756E+01  -8.29956E+00   1.01882E+02   1.38824E+03
 9.91242E-07  -5.43944E+00   4.14225E-03  -1.22728E+01  -8.29763E+00   1.01835E+02   1.38826E+03
 9.91368E-07  -5.43391E+00   4.13383E-03  -1.22699E+01  -8.29570E+00   1.01788E+02   1.38827E+03
 9.91493E-07  -5.42839E+00   4.12544E-03  -1.22671E+01  -8.29377E+00   1.01740E+02   1.38829E+03
 9.91620E-07  -5.42287E+00   4.11705E-03  -1.22642E+01  -8.29183E+00   1.01693E+02   1.38830E+03
 9.91746E-07  -5.41735E+00   4.10868E-03  -1.22613E+01  -8.28990E+00   1.01645E+02   1.38832E+03
 9.91872E-07  -5.41184E+00   4.10032E-03  -1.22585E+01  -8.28796E+00   1.01598E+02   1.38833E+03
 9.91998E-07  -5.40632E+00   4.09196E-03  -1.22556E+01  -8.28602E+00   1.01550E+02   1.38835E+03
 9.92124E-07  -5.40081E+00   4.08362E-03  -1.22528E+01  -8.28409E+00   1.01503E+02   1.38837E+03
 9.92250E-07  -5.39529E+00   4.07529E-03  -1.22499E+01  -8.28215E+00   1.01455E+02   1.38838E+03
 9.92376E-07  -5.38978E+00   4.06696E-03  -1.22470E+01  -8.28021E+00   1.01408E+02   1.38840E+03
 9.92502E-07  -5.38426E+00   4.05864E-03  -1.22442E+01  -8.27827E+00   1.01360E+02   1.38841E+03
 9.92628E-07  -5.37875E+00   4.05033E-03  -1.22413E+01  -8.27633E+00   1.01313E+02   1.38843E+03
 9.92753E-07  -5.37324E+00   4.04203E-03  -1.22384E+01  -8.27439E+00   1.01265E+02   1.38844E+03
 9.92880E-07  -5.36772E+00   4.03374E-03  -1.22355E+01  -8.27244E+00   1.01218E+02   1.38846E+03
 9.93006E-07  -5.36221E+00   4.02546E-03  -1.22327E+01  -8.27050E+00   1.01170E+02   1.38847E+03
 9.93131E-07  -5.35670E+00   4.01719E-03  -1.22298E+01  -8.26855E+00   1.01122E+02   1.38849E+03
 9.93258E-07  -5.35119E+00   4.00893E-03  -1.22269E+01  -8.26660E+00   1.01075E+02   1.38850E+03
 9.93384E-07  -5.34568E+00   4.00069E-03  -1.22240E+01  -8.26465E+00   1.01027E+02   1.38852E+03
 9.93510E-07  -5.34018E+00   3.99245E-03  -1.22211E+01  -8.26270E+00   1.00979E+02   1.38853E+03
 9.93636E-07  -5.33467E+00   3.98422E-03  -1.22182E+01  -8.26075E+00   1.00932E+02   1.38855E+03
 9.93762E-07  -5.32917E+00   3.97601E-03  -1.22153E+01  -8.25880E+00   1.00884E+02   1.38857E+03
 9.93888E-07  -5.32367E+00   3.96780E-03  -1.22125E+01  -8.25685E+00   1.00836E+02   1.38858E+03
 9.94014E-07  -5.31816E+00   3.95960E-03  -1.22096E+01  -8.25490E+00   1.00789E+02   1.38860E+03
 9.94140E-07  -5.31266E+00   3.95140E-03  -1.22067E+01  -8.25294E+00   1.00741E+02   1.38861E+03
 9.94266E-07  -5.30715E+00   3.94322E-03  -1.22038E+01  -8.25098E+00   1.00693E+02   1.38863E+03
 9.94391E-07  -5.30165E+00   3.93505E-03  -1.22009E+01  -8.24902E+00   1.00645E+02   1.38864E+03
 9.94518E-07  -5.29615E+00   3.92689E-03  -1.21980E+01  -8.24706E+00   1.00598E+02   1.38866E+03
 9.94644E-07  -5.29065E+00   3.91873E-03  -1.21951E+01  -8.24510E+00   1.00550E+02   1.38867E+03
 9.94769E-07  -5.28515E+00   3.91060E-03  -1.21922E+01  -8.24314E+00   1.00502E+02   1.38869E+03
 9.94896E-07  -5.27965E+00   3.90247E-03  -1.21893E+01  -8.24117E+00   1.00454E+02   1.38870E+03
 9.95022E-07  -5.27416E+00   3.89434E-03  -1.21864E+01  -8.23921E+00   1.00406E+02   1.38872E+03
 9.95148E-07  -5.26866E+00   3.88623E-03  -1.21835E+01  -8.23724E+00   1.00358E+02   1.38873E+03
 9.95274E-07  -5.26317E+00   3.87813E-03  -1.21806E+01  -8.23527E+00   1.00310E+02   1.38875E+03
 9.95400E-07  -5.25767E+00   3.87003E-03  -1.21776E+01  -8.23330E+00   1.00262E+02   1.38877E+03
 9.95526E-07  -5.25217E+00   3.86194E-03  -1.21747E+01  -8.23133E+00   1.00214E+02   1.38878E+03
 9.95652E-07  -5.24667E+00   3.85386E-03  -1.21718E+01  -8.22937E+00   1.00166E+02   1.38880E+03
 9.95778E-07  -5.24118E+00   3.84579E-03  -1.21689E+01  -8.22739E+00   1.00118E+02   1.38881E+03
 9.95904E-07  -5.23568E+00   3.83773E-03  -1.21660E+01  -8.22542E+00   1.00070E+02   1.38883E+03
 9.96029E-07  -5.23019E+00   3.82968E-03  -1.21631E+01  -8.22345E+00   1.00022E+02   1.38884E+03
 9.96156E-07  -5.22470E+00   3.82165E-03  -1.21601E+01  -8.22147E+00   9.99743E+01   1.38886E+03
 9.96282E-07  -5.21928E+00   3.81372E-03  -1.21572E+01  -8.21950E+00   9.99263E+01   1.38887E+03
 9.96407E-07  -5.21386E+00   3.80580E-03  -1.21543E+01  -8.21752E+00   9.98782E+01   1.38889E+03
 9.96534E-07  -5.20844E+00   3.79789E-03  -1.21514E+01  -8.21554E+00   9.98301E+01   1.38890E+03
 9.96660E-07  -5.20302E+00   3.79000E-03  -1.21484E+01  -8.21356E+00   9.97820E+01   1.38892E+03
 9.96786E-07  -5.19760E+00   3.78211E-03  -1.21455E+01  -8.21158E+00   9.97339E+01   1.38893E+03
 9.96912E-07  -5.19218E+00   3.77422E-03  -1.21426E+01  -8.20961E+00   9.96859E+01   1.38895E+03
 9.97038E-07  -5.18676E+00   3.76635E-03  -1.21397E+01  -8.20762E+00   9.96377E+01   1.38897E+03
 9.97164E-07  -5.18134E+00   3.75848E-03  -1.21367E+01  -8.20564E+00   9.95895E+01   1.38898E+03
 9.97290E-07  -5.17592E+00   3.75062E-03  -1.21338E+01  -8.20365E+00   9.95413E+01   1.38900E+03
 9.97416E-07  -5.17050E+00   3.74277E-03  -1.21308E+01  -8.20167E+00   9.94932E+01   1.38901E+03
 9.97542E-07  -5.16508E+00   3.73493E-03  -1.21279E+01  -8.19968E+00   9.94449E+01   1.38903E+03
 9.97667E-07  -5.15966E+00   3.72710E-03  -1.21250E+01  -8.19769E+00   9.93967E+01   1.38904E+03
 9.97794E-07  -5.15424E+00   3.71927E-03  -1.21220E+01  -8.19568E+00   9.93479E+01   1.38906E+03
 9.97920E-07  -5.14883E+00   3.71146E-03  -1.21190E+01  -8.19365E+00   9.92987E+01   1.38907E+03
 9.98045E-07  -5.14341E+00   3.70365E-03  -1.21160E+01  -8.19162E+00   9.92495E+01   1.38909E+03
 9.98172E-07  -5.13799E+00   3.69585E-03  -1.21130E+01  -8.18958E+00   9.92002E+01   1.38910E+03
 9.98298E-07  -5.13257E+00   3.68806E-03  -1.21100E+01  -8.18754E+00   9.91508E+01   1.38912E+03
 9.98424E-07  -5.12715E+00   3.68027E-03  -1.21069E+01  -8.18550E+00   9.91014E+01   1.38913E+03
 9.98550E-07  -5.12173E+00   3.67250E-03  -1.21039E+01  -8.18346E+00   9.90520E+01   1.38915E+03
 9.98676E-07  -5.11631E+00   3.66473E-03  -1.21009E+01  -8.18142E+00   9.90026E+01   1.38917E+03
 9.98802E-07  -5.11089E+00   3.65697E-03  -1.20979E+01  -8.17938E+00   9.89533E+01   1.38918E+03
 9.98928E-07  -5.10547E+00   3.64922E-03  -1.20949E+01  -8.17734E+00   9.89038E+01   1.38920E+03
 9.99054E-07  -5.10005E+00   3.64147E-03  -1.20918E+01  -8.17530E+00   9.88544E+01   1.38921E+03
 9.99180E-07  -5.09463E+00   3.63374E-03  -1.20888E+01  -8.17325E+00   9.88049E+01   1.38923E+03
 9.99305E-07  -5.08921E+00   3.62601E-03  -1.20858E+01  -8.17120E+00   9.87553E+01   1.38924E+03
 9.99432E-07  -5.08379E+00   3.61830E-03  -1.20828E+01  -8.16915E+00   9.87059E+01   1.38926E+03
 9.99558E-07  -5.07838E+00   3.61058E-03  -1.20797E+01  -8.16710E+00   9.86564E+01   1.38927E+03
 9.99683E-07  -5.07296E+00   3.60288E-03  -1.20767E+01  -8.16505E+00   9.86068E+01   1.38929E+03
 9.99810E-07  -5.06754E+00   3.59519E-03  -1.20737E+01  -8.16300E+00   9.85572E+01   1.38930E+03
 9.99936E-07  -5.06212E+00   3.58750E-03  -1.20706E+01  -8.16095E+00   9.85077E+01   1.38932E+03
 1.00006E-06  -5.05670E+00   3.57983E-03  -1.20676E+01  -8.15889E+00   9.84580E+01   1.38933E+03
 1.00019E-06  -5.05128E+00   3.57216E-03  -1.20645E+01  -8.15682E+00   9.84080E+01   1.38935E+03
 1.00031E-06  -5.04586E+00   3.56450E-03  -1.20614E+01  -8.15472E+00   9.83574E+01   1.38937E+03
 1.00044E-06  -5.04044E+00   3.55685E-03  -1.20583E+01  -8.15262E+00   9.83067E+01   1.38938E+03
 1.00057E-06  -5.03502E+00   3.54920E-03  -1.20552E+01  -8.15052E+00   9.82561E+01   1.38940E+03
 1.00069E-06  -5.02960E+00   3.54156E-03  -1.20521E+01  -8.14841E+00   9.82054E+01   1.38941E+03
 1.00082E-06  -5.02418E+00   3.53394E-03  -1.20490E+01  -8.14631E+00   9.81547E+01   1.38943E+03
 1.00094E-06  -5.01876E+00   3.52632E-03  -1.20459E+01  -8.14421E+00   9.81040E+01   1.38944E+03
 1.00107E-06  -5.01334E+00   3.51871E-03  -1.20427E+01  -8.14210E+00   9.80532E+01   1.38946E+03
 1.00120E-06  -5.00793E+00   3.51110E-03  -1.20396E+01  -8.14000E+00   9.80025E+01   1.38947E+03
 1.00132E-06  -5.00251E+00   3.50352E-03  -1.20365E+01  -8.13789E+00   9.79518E+01   1.38949E+03
 1.00145E-06  -4.99710E+00   3.49594E-03  -1.20334E+01  -8.13578E+00   9.79010E+01   1.38950E+03
 1.00157E-06  -4.99168E+00   3.48837E-03  -1.20303E+01  -8.13367E+00   9.78502E+01   1.38952E+03
 1.00170E-06  -4.98627E+00   3.48080E-03  -1.20271E+01  -8.13155E+00   9.77994E+01   1.38953E+03
 1.00183E-06  -4.98085E+00   3.47325E-03  -1.20240E+01  -8.12944E+00   9.77485E+01   1.38955E+03
 1.00195E-06  -4.97544E+00   3.46570E-03  -1.20209E+01  -8.12732E+00   9.76977E+01   1.38957E+03
 1.00208E-06  -4.97003E+00   3.45816E-03  -1.20178E+01  -8.12521E+00   9.76468E+01   1.38958E+03
 1.00220E-06  -4.96461E+00   3.45063E-03  -1.20146E+01  -8.12309E+00   9.75959E+01   1.38960E+03
 1.00233E-06  -4.95920E+00   3.44311E-03  -1.20115E+01  -8.12097E+00   9.75450E+01   1.38961E+03
 1.00246E-06  -4.95379E+00   3.43560E-03  -1.20084E+01  -8.11885E+00   9.74941E+01   1.38963E+03
 1.00258E-06  -4.94837E+00   3.42809E-03  -1.20052E+01  -8.11673E+00   9.74432E+01   1.38964E+03
 1.00271E-06  -4.94296E+00   3.42060E-03  -1.20021E+01  -8.11461E+00   9.73923E+01   1.38966E+03
 1.00283E-06  -4.93754E+00   3.41311E-03  -1.19990E+01  -8.11249E+00   9.73415E+01   1.38967E+03
 1.00296E-06  -4.93213E+00   3.40563E-03  -1.19958E+01  -8.11037E+00   9.72905E+01   1.38969E+03
 1.00309E-06  -4.92672E+00   3.39816E-03  -1.19927E+01  -8.10824E+00   9.72393E+01   1.38970E+03
 1.00321E-06  -4.92131E+00   3.39069E-03  -1.19895E+01  -8.10611E+00   9.71883E+01   1.38972E+03
 1.00334E-06  -4.91589E+00   3.38324E-03  -1.19864E+01  -8.10398E+00   9.71372E+01   1.38973E+03
 1.00346E-06  -4.91048E+00   3.37579E-03  -1.19832E+01  -8.10185E+00   9.70862E+01   1.38975E+03
 1.00359E-06  -4.90507E+00   3.36835E-03  -1.19801E+01  -8.09972E+00   9.70351E+01   1.38977E+03
 1.00372E-06  -4.89965E+00   3.36092E-03  -1.19769E+01  -8.09759E+00   9.69841E+01   1.38978E+03
 1.00384E-06  -4.89424E+00   3.35350E-03  -1.19738E+01  -8.09546E+00   9.69331E+01   1.38980E+03
 1.00397E-06  -4.88883E+00   3.34609E-03  -1.19706E+01  -8.09333E+00   9.68821E+01   1.38981E+03
 1.00409E-06  -4.88341E+00   3.33868E-03  -1.19675E+01  -8.09120E+00   9.68311E+01   1.38983E+03
 1.00422E-06  -4.87800E+00   3.33129E-03  -1.19643E+01  -8.08907E+00   9.67802E+01   1.38984E+03
 1.00435E-06  -4.87259E+00   3.32390E-03  -1.19612E+01  -8.08694E+00   9.67292E+01   1.38986E+03
 1.00447E-06  -4.86718E+00   3.31652E-03  -1.19580E+01  -8.08481E+00   9.66782E+01   1.38987E+03
 1.00460E-06  -4.86177E+00   3.30915E-03  -1.19549E+01  -8.08268E+00   9.66273E+01   1.38989E+03
 1.00472E-06  -4.85635E+00   3.30178E-03  -1.19517E+01  -8.08055E+00   9.65764E+01   1.38990E+03
 1.00485E-06  -4.85094E+00   3.29443E-03  -1.19486E+01  -8.07842E+00   9.65254E+01   1.38992E+03
 1.00498E-06  -4.84553E+00   3.28708E-03  -1.19454E+01  -8.07628E+00   9.64743E+01   1.38993E+03
 1.00510E-06  -4.84012E+00   3.27974E-03  -1.19422E+01  -8.07414E+00   9.64232E+01   1.38995E+03
 1.00523E-06  -4.83471E+00   3.27241E-03  -1.19391E+01  -8.07200E+00   9.63721E+01   1.38997E+03
 1.00535E-06  -4.82930E+00   3.26510E-03  -1.19359E+01  -8.06986E+00   9.63210E+01   1.38998E+03
 1.00548E-06  -4.82389E+00   3.25778E-03  -1.19327E+01  -8.06772E+00   9.62699E+01   1.39000E+03
 1.00561E-06  -4.81847E+00   3.25048E-03  -1.19296E+01  -8.06558E+00   9.62188E+01   1.39001E+03
 1.00573E-06  -4.81306E+00   3.24318E-03  -1.19264E+01  -8.06343E+00   9.61677E+01   1.39003E+03
 1.00586E-06  -4.80765E+00   3.23589E-03  -1.19232E+01  -8.06129E+00   9.61166E+01   1.39004E+03
 1.00598E-06  -4.80224E+00   3.22861E-03  -1.19201E+01  -8.05915E+00   9.60654E+01   1.39006E+03
 1.00611E-06  -4.79683E+00   3.22134E-03  -1.19169E+01  -8.05700E+00   9.60143E+01   1.39007E+03
 1.00624E-06  -4.79142E+00   3.21408E-03  -1.19137E+01  -8.05485E+00   9.59631E+01   1.39009E+03
 1.00636E-06  -4.78601E+00   3.20682E-03  -1.19105E+01  -8.05270E+00   9.59119E+01   1.39010E+03
 1.00649E-06  -4.78060E+00   3.19958E-03  -1.19073E+01  -8.05055E+00   9.58606E+01   1.39012E+03
 1.00661E-06  -4.77519E+00   3.19234E-03  -1.19042E+01  -8.04840E+00   9.58093E+01   1.39013E+03
 1.00674E-06  -4.76985E+00   3.18521E-03  -1.19010E+01  -8.04624E+00   9.57580E+01   1.39015E+03
 1.00687E-06  -4.76452E+00   3.17809E-03  -1.18978E+01  -8.04409E+00   9.57067E+01   1.39017E+03
 1.00699E-06  -4.75918E+00   3.17097E-03  -1.18946E+01  -8.04193E+00   9.56555E+01   1.39018E+03
 1.00712E-06  -4.75385E+00   3.16387E-03  -1.18914E+01  -8.03977E+00   9.56042E+01   1.39020E+03
 1.00724E-06  -4.74851E+00   3.15677E-03  -1.18882E+01  -8.03762E+00   9.55529E+01   1.39021E+03
 1.00737E-06  -4.74318E+00   3.14969E-03  -1.18850E+01  -8.03546E+00   9.55015E+01   1.39023E+03
 1.00750E-06  -4.73785E+00   3.14261E-03  -1.18818E+01  -8.03330E+00   9.54502E+01   1.39024E+03
 1.00762E-06  -4.73252E+00   3.13555E-03  -1.18786E+01  -8.03110E+00   9.53979E+01   1.39026E+03
 1.00775E-06  -4.72719E+00   3.12849E-03  -1.18753E+01  -8.02889E+00   9.53456E+01   1.39027E+03
 1.00787E-06  -4.72187E+00   3.12144E-03  -1.18720E+01  -8.02669E+00   9.52931E+01   1.39029E+03
 1.00800E-06  -4.71654E+00   3.11441E-03  -1.18688E+01  -8.02448E+00   9.52407E+01   1.39030E+03
 1.00813E-06  -4.71121E+00   3.10737E-03  -1.18655E+01  -8.02227E+00   9.51882E+01   1.39032E+03
 1.00825E-06  -4.70588E+00   3.10035E-03  -1.18622E+01  -8.02005E+00   9.51357E+01   1.39033E+03
 1.00838E-06  -4.70056E+00   3.09333E-03  -1.18590E+01  -8.01784E+00   9.50832E+01   1.39035E+03
 1.00850E-06  -4.69523E+00   3.08633E-03  -1.18557E+01  -8.01563E+00   9.50307E+01   1.39037E+03
 1.00863E-06  -4.68991E+00   3.07933E-03  -1.18524E+01  -8.01341E+00   9.49782E+01   1.39038E+03
 1.00876E-06  -4.68458E+00   3.07235E-03  -1.18491E+01  -8.01120E+00   9.49257E+01   1.39040E+03
 1.00888E-06  -4.67926E+00   3.06537E-03  -1.18459E+01  -8.00898E+00   9.48733E+01   1.39041E+03
 1.00901E-06  -4.67394E+00   3.05841E-03  -1.18426E+01  -8.00677E+00   9.48208E+01   1.39043E+03
 1.00913E-06  -4.66863E+00   3.05145E-03  -1.18393E+01  -8.00455E+00   9.47683E+01   1.39044E+03
 1.00926E-06  -4.66331E+00   3.04450E-03  -1.18360E+01  -8.00233E+00   9.47158E+01   1.39046E+03
 1.00939E-06  -4.65799E+00   3.03756E-03  -1.18327E+01  -8.00011E+00   9.46633E+01   1.39047E+03
 1.00951E-06  -4.65267E+00   3.03063E-03  -1.18295E+01  -7.99790E+00   9.46107E+01   1.39049E+03
 1.00964E-06  -4.64735E+00   3.02370E-03  -1.18262E+01  -7.99568E+00   9.45583E+01   1.39050E+03
 1.00976E-06  -4.64203E+00   3.01679E-03  -1.18229E+01  -7.99346E+00   9.45058E+01   1.39052E+03
 1.00989E-06  -4.63673E+00   3.00989E-03  -1.18196E+01  -7.99124E+00   9.44533E+01   1.39053E+03
 1.01002E-06  -4.63142E+00   3.00301E-03  -1.18163E+01  -7.98902E+00   9.44008E+01   1.39055E+03
 1.01014E-06  -4.62611E+00   2.99613E-03  -1.18130E+01  -7.98678E+00   9.43481E+01   1.39057E+03
 1.01027E-06  -4.62081E+00   2.98926E-03  -1.18097E+01  -7.98451E+00   9.42944E+01   1.39058E+03
 1.01039E-06  -4.61550E+00   2.98240E-03  -1.18063E+01  -7.98224E+00   9.42408E+01   1.39060E+03
 1.01052E-06  -4.61019E+00   2.97554E-03  -1.18029E+01  -7.97997E+00   9.41871E+01   1.39061E+03
 1.01065E-06  -4.60489E+00   2.96870E-03  -1.17996E+01  -7.97770E+00   9.41334E+01   1.39063E+03
 1.01077E-06  -4.59958E+00   2.96186E-03  -1.17962E+01  -7.97542E+00   9.40798E+01   1.39064E+03
 1.01090E-06  -4.59427E+00   2.95503E-03  -1.17929E+01  -7.97315E+00   9.40261E+01   1.39066E+03
 1.01102E-06  -4.58897E+00   2.94821E-03  -1.17895E+01  -7.97087E+00   9.39724E+01   1.39067E+03
 1.01115E-06  -4.58366E+00   2.94139E-03  -1.17861E+01  -7.96859E+00   9.39186E+01   1.39069E+03
 1.01128E-06  -4.57836E+00   2.93459E-03  -1.17827E+01  -7.96630E+00   9.38648E+01   1.39070E+03
 1.01140E-06  -4.57305E+00   2.92779E-03  -1.17794E+01  -7.96402E+00   9.38111E+01   1.39072E+03
 1.01153E-06  -4.56775E+00   2.92100E-03  -1.17760E+01  -7.96174E+00   9.37573E+01   1.39073E+03
 1.01165E-06  -4.56244E+00   2.91422E-03  -1.17726E+01  -7.95946E+00   9.37036E+01   1.39075E+03
 1.01178E-06  -4.55714E+00   2.90745E-03  -1.17692E+01  -7.95718E+00   9.36499E+01   1.39077E+03
 1.01191E-06  -4.55184E+00   2.90069E-03  -1.17659E+01  -7.95490E+00   9.35962E+01   1.39078E+03
 1.01203E-06  -4.54655E+00   2.89395E-03  -1.17625E+01  -7.95261E+00   9.35425E+01   1.39080E+03
 1.01216E-06  -4.54125E+00   2.88722E-03  -1.17591E+01  -7.95033E+00   9.34888E+01   1.39081E+03
 1.01228E-06  -4.53596E+00   2.88050E-03  -1.17557E+01  -7.94805E+00   9.34352E+01   1.39083E+03
 1.01241E-06  -4.53067E+00   2.87378E-03  -1.17524E+01  -7.94577E+00   9.33815E+01   1.39084E+03
 1.01254E-06  -4.52538E+00   2.86707E-03  -1.17490E+01  -7.94348E+00   9.33278E+01   1.39086E+03
 1.01266E-06  -4.52009E+00   2.86037E-03  -1.17456E+01  -7.94120E+00   9.32740E+01   1.39087E+03
 1.01279E-06  -4.51480E+00   2.85368E-03  -1.17422E+01  -7.93891E+00   9.32203E+01   1.39089E+03
 1.01291E-06  -4.50951E+00   2.84699E-03  -1.17388E+01  -7.93662E+00   9.31665E+01   1.39090E+03
 1.01304E-06  -4.50422E+00   2.84031E-03  -1.17354E+01  -7.93433E+00   9.31127E+01   1.39092E+03
 1.01317E-06  -4.49893E+00   2.83365E-03  -1.17320E+01  -7.93203E+00   9.30589E+01   1.39093E+03
 1.01329E-06  -4.49364E+00   2.82699E-03  -1.17286E+01  -7.92974E+00   9.30051E+01   1.39095E+03
 1.01342E-06  -4.48834E+00   2.82033E-03  -1.17253E+01  -7.92744E+00   9.29512E+01   1.39097E+03
 1.01354E-06  -4.48305E+00   2.81369E-03  -1.17219E+01  -7.92515E+00   9.28974E+01   1.39098E+03
 1.01367E-06  -4.47776E+00   2.80705E-03  -1.17185E+01  -7.92285E+00   9.28436E+01   1.39100E+03
 1.01380E-06  -4.47247E+00   2.80042E-03  -1.17151E+01  -7.92055E+00   9.27897E+01   1.39101E+03
 1.01392E-06  -4.46718E+00   2.79380E-03  -1.17117E+01  -7.91825E+00   9.27359E+01   1.39103E+03
 1.01405E-06  -4.46189E+00   2.78719E-03  -1.17083E+01  -7.91595E+00   9.26820E+01   1.39104E+03
 1.01417E-06  -4.45660E+00   2.78059E-03  -1.17049E+01  -7.91365E+00   9.26281E+01   1.39106E+03
 1.01430E-06  -4.45132E+00   2.77399E-03  -1.17014E+01  -7.91135E+00   9.25742E+01   1.39107E+03
 1.01443E-06  -4.44604E+00   2.76741E-03  -1.16980E+01  -7.90904E+00   9.25203E+01   1.39109E+03
 1.01455E-06  -4.44075E+00   2.76084E-03  -1.16946E+01  -7.90674E+00   9.24663E+01   1.39110E+03
 1.01468E-06  -4.43547E+00   2.75428E-03  -1.16912E+01  -7.90443E+00   9.24124E+01   1.39112E+03
 1.01480E-06  -4.43019E+00   2.74772E-03  -1.16878E+01  -7.90212E+00   9.23584E+01   1.39113E+03
 1.01493E-06  -4.42491E+00   2.74117E-03  -1.16844E+01  -7.89981E+00   9.23045E+01   1.39115E+03
 1.01506E-06  -4.41963E+00   2.73463E-03  -1.16810E+01  -7.89751E+00   9.22506E+01   1.39117E+03
 1.01518E-06  -4.41434E+00   2.72810E-03  -1.16776E+01  -7.89520E+00   9.21966E+01   1.39118E+03
 1.01531E-06  -4.40906E+00   2.72158E-03  -1.16741E+01  -7.89289E+00   9.21427E+01   1.39120E+03
 1.01543E-06  -4.40378E+00   2.71506E-03  -1.16707E+01  -7.89058E+00   9.20888E+01   1.39121E+03
 1.01556E-06  -4.39851E+00   2.70856E-03  -1.16673E+01  -7.88827E+00   9.20349E+01   1.39123E+03
 1.01569E-06  -4.39323E+00   2.70206E-03  -1.16639E+01  -7.88596E+00   9.19810E+01   1.39124E+03
 1.01581E-06  -4.38795E+00   2.69558E-03  -1.16605E+01  -7.88365E+00   9.19270E+01   1.39126E+03
 1.01594E-06  -4.38268E+00   2.68911E-03  -1.16570E+01  -7.88133E+00   9.18730E+01   1.39127E+03
 1.01606E-06  -4.37741E+00   2.68264E-03  -1.16536E+01  -7.87902E+00   9.18191E+01   1.39129E+03
 1.01619E-06  -4.37214E+00   2.67618E-03  -1.16502E+01  -7.87670E+00   9.17651E+01   1.39130E+03
 1.01632E-06  -4.36689E+00   2.66976E-03  -1.16468E+01  -7.87439E+00   9.17112E+01   1.39132E+03
 1.01644E-06  -4.36167E+00   2.66338E-03  -1.16434E+01  -7.87207E+00   9.16572E+01   1.39133E+03
 1.01657E-06  -4.35645E+00   2.65702E-03  -1.16399E+01  -7.86975E+00   9.16033E+01   1.39135E+03
 1.01669E-06  -4.35124E+00   2.65066E-03  -1.16365E+01  -7.86743E+00   9.15493E+01   1.39136E+03
 1.01682E-06  -4.34603E+00   2.64432E-03  -1.16331E+01  -7.86511E+00   9.14953E+01   1.39138E+03
 1.01695E-06  -4.34082E+00   2.63798E-03  -1.16296E+01  -7.86279E+00   9.14413E+01   1.39140E+03
 1.01707E-06  -4.33561E+00   2.63165E-03  -1.16262E+01  -7.86047E+00   9.13872E+01   1.39141E+03
 1.01720E-06  -4.33040E+00   2.62533E-03  -1.16227E+01  -7.85814E+00   9.13332E+01   1.39143E+03
